EmployeeID,FullName,Department,JobTitle,Gender,DateOfBirth,HireDate,Email,PhoneNumber,MaritalStatus,EmploymentType,MonthlySalary,State,YearsOfExperience,Active
PTH-2020,Bisi Okeke,Sales,Director,female,05-Nov-1988,04.05.2024,bisi.okeke@gmail.com,(473) 829-9737,Widowed,Full time,516214.03 naira,Lagos State,1,Y
PTH-2176,IBRAHIM AJAYI,human resources,Executive,m,05/10/2004,07-Feb-2015,ibrahim.ajayi@yahoo.com,(313) 237-0589,single,Full time,562087.55 naira,Akwa Ibom,0,yes
PTH-2021,Amara Okafor,procurement,Coordinator,m,07.09.2010,21.04.2015,amara.okafor@prodigytraininghub.com,03116566701,married,Part-Time,521302.69,Edo,-1,N
PTH-2317,Kemi Bello,Procurement,Director,f,10/19/1994,09/17/2016,kemi.bello@prodigytraininghub.com,invalid,SINGLE,FT,893846.02,Kaduna,8,true
PTH-2094,Funmilayo Bello,Legal,Officer,Male,01-Nov-1995,11/07/2025,funmilayo.bello@gmail.com,05766270289,Single ,Contract,"N955,811",Kano,8,No
PTH-2240,Zainab Nwosu,Human Resources,Coordinator,male,17-Jan-1978,05.09.2019,zainab.nwosu@prodigytraininghub.com,05099770088,single,Full-Time,"₦630,912.88",Delta,1,Yes
PTH-2008,Amara Okeke,Procurement,Director,Female,2002-06-13,25-Jun-2016,  ,07648350305,Single,Contract Staff,"1,127,775.95 ",abuja,99,1
PTH-2041,Amaka Lawal,HR,Manager,F,08/11/1988,05/12/2024,amaka.lawal@yahoo.com,40196556981,null,full time,813512.53,Akwa Ibom,12,N
PTH-2153,Zainab Balogun,finance,Coordinator,Male,18 June 2003,2023/06/24,zainab.balogun@gmail.com,234-862-392-407,Divorced,Contract Staff,Unknown,Rivers,8,No
PTH-2248,Bisi Balogun,Information Technology,Coordinator,F,25-Nov-1997,2018-05-25,bisi.balogun@yahoo.com,(218) 501-6315,Single,Full-Time,778020.53,FCT,8,Yes
PTH-2019,obinna ogundimu,Legal,Supervisor,male,1977-02-20,22 January 2025,obinna.ogundimu@prodigytraininghub.com,30103105183,Divorced,Part-Time,912894.10 naira,Kaduna,99,Yes
PTH-2221,Wale Abubakar,SALES,Coordinator,m,1973/02/11,10-Dec-2019,wale.abubakar@yahoo.com,,single,Full-Time,  ,Lagos,8,false
PTH-2028,Amara Afolabi,legal,Executive,Female,11/10/1989,03/10/2025,amara.afolabi@prodigytraininghub.com,0939 909 1699,null,Full time,413035.51,Delta,0,yes
PTH-2014,Funmilayo Afolabi,Customer Service,Executive,Female,17/01/1978,04/12/2015,funmilayo.afolabi@prodigytraininghub.com,234-489-325-288,Widowed,full time,"NGN 904,952",Oyo,3,TRUE
PTH-2096,Emeka Nnamdi,Customer Service,Executive,m,1970/06/22,09 March 2016,emeka.nnamdi@prodigytraininghub.com,,single,Part-Time,"₦190,439.35",Plateau,1,no
PTH-2230,Obinna Abubakar,IT,--,F,20-Jun-1988,21 December 2015,obinna.abubakar@prodigytraininghub.com,0866 882 6343,unknown,Full-Time,1039810.62 naira,Enugu,12,false
PTH-2339,Wale Nnamdi,MARKETING,Coordinator,F,2003-02-24,27 September 2017,wale.nnamdi@gmail.com,0626 765 8617,Divorced,Part-Time,"NGN 820,515",Edo,2,No
PTH-2252,Ibrahim Okeke,procurement,Analyst,Female,1982-11-22,26.05.2017,ibrahim.okeke@yahoo.com,07541212678,single,Full time,376973.71 naira,Anambra,5,1
PTH-2265,Yusuf Nnamdi,i.t,Executive,Male,29 September 1982,26/09/2024,yusuf.nnamdi@prodigytraininghub.com,234-993-756-798,Single,Part-Time,"NGN 282,334",Ogun,0,Y
PTH-2031,CHIOMA SULEIMAN   ,Customer Service,Manager,f,03/23/1992,12 October 2022,chioma.suleiman@gmail.com,+234513542784,single,Full time,402803.93 naira,Plateau,12,true
PTH-2182,MUSA NWOSU,Ops,Coordinator,M,2008-06-08,2021-12-13,  ,+234995900109,Divorced,full time,"₦487,764.22",KANO,8,TRUE
PTH-2015,Chinedu Eze,customer service,?,m,05.11.2007,15 August 2022,chinedu.eze@yahoo.com,+234570154303,--,Full-Time,680561.62 naira,Cross River,99,false
PTH-2288,Bola Nnamdi,Information Technology,Director,f,00/00/0000,01 June 2018,bola.nnamdi@gmail.com,07500170127,SINGLE,Full time,"535,555.43 ",Enugu,5,N
PTH-2264,Bisi Mohammed,Ops,Coordinator,M,N/A,unknown date,bisi.mohammed@prodigytraininghub.com,0965 610 1438,Single,PT,1193912.87 naira,Abuja,1,No
PTH-2295,  femi adeyemi,Customer Service,Manager,f,27 July 1974,2015-09-27,femi.adeyemi@yahoo.com,0196 565 2341,married,Part-Time,"₦838,872.19",Ogun,0,N
PTH-2225,Bola Eze   ,legal,Director,M,28.08.1977,08/11/2021,bola.eze@yahoo.com,234-790-306-738,Divorced,Contract,"N1,015,594",Anambra,1,FALSE
PTH-2142,Grace  Bello,SALES,Specialist,f,05/07/1985,2020-05-27,grace.bello@prodigytraininghub.com,(411) 998-6798,Widowed,FT,823355.92 naira,kano,12,0
PTH-2091,  bola ajayi,Ops,Officer,female,12/04/1996,unknown date,bola.ajayi@gmail.com,+234821465840,Married,PT,"N819,953",Anambra,8,No
PTH-2118,Chinedu Bello,Human Resources,Coordinator,f,25 December 2005,27-Jan-2022,chinedu.bello@gmail.com,+234783908470,Single,Full time,"₦688,895.48",Delta,99,FALSE
PTH-2302,Bola Yusuf,Human Resources,Executive,f,1973-10-20,05-Mar-2021,bola.yusuf@gmail.com,234-146-303-161,single,Contract,230449.95 naira,Oyo,5,yes
PTH-2222,Halima Lawal,Marketing,Analyst,Male,1987/07/22,22-Feb-2025,halima.lawal@prodigytraininghub.com,234-128-682-300,married,FT,"₦723,597.08",Edo,0,no
PTH-2190,   Sadiq Yusuf,Sales Dept,Specialist,male,09 November 1997,08/22/2025,sadiq.yusuf@yahoo.com,,single,Full time,"NGN 1,117,937",Plateau,3,true
PTH-2090,Kunle Balogun,Marketing,Manager,F,2003-11-23,22 April 2019,kunle.balogun@yahoo.com,08467737826,single,PT,908514.59 naira,Kaduna,99,1
PTH-2016,Tobi Olawale,Ops,Analyst,male,1989/05/07,31-Jan-2019,tobi.olawale@yahoo.com,0117 182 2782,Single ,Contract,"N158,371",Oyo,3,1
PTH-2245,tobi eze,MARKETING,Intern,Female,09-Jun-1996,2022/10/30,tobi.eze@gmail.com,invalid,SINGLE,Full time,287340.87 naira,Plateau,3,0
PTH-2035,sadiq suleiman,CUSTOMER SERVICE,Analyst,male,1973/08/08,15/04/2022,sadiq.suleiman@yahoo.com,+234801128059,single,Full-Time,"NGN 1,033,977",LAGOS,8,TRUE
PTH-2122,Funmilayo Okonkwo,Marketing,Intern,male,1973/06/28,2023-05-11,funmilayo.okonkwo@prodigytraininghub.com,0000000000,Single ,FT,346555.44 naira,Enugu,5,No
PTH-2143,Chidi  Okafor   ,Legal,Supervisor,F,29-Apr-1975,2018-07-18,chidi.okafor@prodigytraininghub.com,234-935-978-207,SINGLE,Contract Staff,1178351.23,abuja,-1,true
PTH-2344,Sadiq Okeke,PROCUREMENT,Analyst,Male,02/16/1978,08-Nov-2021,sadiq.okeke@prodigytraininghub.com,08720506149,Single ,Full time,291309.28,kano,12,1
PTH-2329,SADIQ SULEIMAN,Operations,Supervisor,M,29-May-2011,2022-10-23,sadiq.suleiman@prodigytraininghub.com,+234039652239,Single,Part-Time,"N298,503",Akwa Ibom,1,1
PTH-2283,Ngozi Mohammed,human resources,Manager,male,10/19/1991,2018/04/19,Unknown,02544948126,Single ,Full time,"N111,335",Imo,5,0
PTH-2299,Kemi Okonkwo   ,sales,Manager,M,24.10.1977,2018-03-09,kemi.okonkwo@prodigytraininghub.com,234-710-910-430,Divorced,FT,"325,218.45 ",abuja,2,1
PTH-2349,Grace Mohammed,HR,Officer,Male,09/07/1980,12/25/2020,grace.mohammed@yahoo.com,68793741608,married,Full time,406864.49,Enugu,3,Yes
PTH-2327,Sadiq Ogundimu,SALES,Supervisor,Male,1987-09-25,2016/03/12,sadiq.ogundimu@prodigytraininghub.com,(856) 420-5930,SINGLE,full time,90291.14 naira,Plateau,8,no
PTH-2275,Tunde Ajayi,Sales,Specialist,M,09.11.1972,2024/01/18,tunde.ajayi@prodigytraininghub.com,0966 278 2827,SINGLE,Part-Time,458262.93,Ogun,0,Yes
PTH-2180,Obinna Balogun,marketing,Manager,M,06.01.1974,24-Aug-2023,obinna.balogun@prodigytraininghub.com,22535841438,married,PT,358568.93,Lagos,5,yes
PTH-2285,Femi Okeke,Procurement,Specialist,f,19/08/1978,15 December 2015,femi.okeke@prodigytraininghub.com,+234667116845,Widowed,PT,"₦1,149,788.53",Anambra,5,Yes
PTH-2192,Chinedu Chukwu,marketing,Supervisor,male,1987/08/25,29-Jun-2020,chinedu.chukwu@prodigytraininghub.com,+234499121655,Divorced,FT,"N913,718",Abuja,99,FALSE
PTH-2320,Fatima Bello,MARKETING,Officer,Male,27.05.1976,18 February 2024,fatima.bello@gmail.com,+234788317121,Divorced,Contract,"₦381,303.90",Rivers,0,N
PTH-2199,Chinedu Ajayi,FINANCE,Coordinator,Male,26-Nov-1975,28 January 2025,chinedu.ajayi@yahoo.com,02636897028,Single,Full time,"N1,155,686",Anambra,n/a,Yes
PTH-2244,Bola Mohammed,HR,Intern,F,31/01/2000,26 January 2017,bola.mohammed@prodigytraininghub.com,234-668-700-217,Divorced,Full-Time,NULL,Imo,99,0
PTH-2135,Amara Ogundimu   ,SALES,Intern,Male,12/26/1978,07/16/2016,amara.ogundimu@yahoo.com,01596966416,Divorced,FT,463790.27 naira,Delta,Unknown,N
PTH-2217,Musa Mohammed,human resources,Director,f,10/14/1973,2018/11/05,null,03982258713,Single,FT,1163427.11 naira,Delta,99,true
PTH-2184,Femi Suleiman,sales,Intern,m,01/19/1998,23 May 2021,femi.suleiman@gmail.com,(647) 102-7677,SINGLE,Contract Staff,"N1,141,204",Kaduna,5,true
PTH-2149,KEMI SULEIMAN   ,Procurement,Manager,female,03.12.1986,03 May 2016,kemi.suleiman@yahoo.com,(573) 322-1418,NIL,Contract Staff,125510.34 naira,Rivers,99,TRUE
PTH-2022,Emeka Mohammed,sales,Executive,male,11/30/1970,2024/05/30,emeka.mohammed@yahoo.com,234-513-338-726,Married,Full time,"N775,896",Imo,8,false
PTH-2269,Chidi Okeke,customer service,Analyst,Male,1974/03/29,19.08.2019,chidi.okeke@prodigytraininghub.com,0000000000,single,PT,600415.27,Delta,3,Y
PTH-2059,Segun Balogun,Information Technology,Specialist,Male,23-Dec-1999,00/00/0000,segun.balogun@gmail.com,,married,Part-Time,175887.63,Plateau,5,no
PTH-2214,Aliyu Suleiman,customer service,Executive,Male,24.01.1978,2021/12/27,aliyu.suleiman@yahoo.com,(684) 145-9332,,PT,588921.68,Abuja,0,false
PTH-2301,Yusuf Olawale,Procurement,Coordinator,f,13 May 1992,13.03.2019,yusuf.olawale@yahoo.com,+234414183285,SINGLE,FT,"NGN 661,159",Enugu,8,no
PTH-2231,Femi Okafor,Finance,Executive,male,20/03/1992,unknown date,femi.okafor@prodigytraininghub.com,17518304699,Single,PT,349372.87,Akwa Ibom,8,no
PTH-2311,Grace Nnamdi,Operations,Analyst,male,03 April 2001,00/00/0000,grace.nnamdi@prodigytraininghub.com,+234937597383,--,Full-Time,NULL,Edo,0,No
PTH-2334,Aliyu Balogun,marketing,Officer,Female,1975/10/07,2018/02/10,aliyu.balogun@prodigytraininghub.com,54522675289,single,full time,896596.93,Ogun,99,1
PTH-2336,Sadiq Yusuf,Finance,Manager,m,26.08.1985,06.12.2020,sadiq.yusuf@yahoo.com,0690 295 9391,SINGLE,Full time,"₦864,510.20",Anambra,1,Y
PTH-2141,Segun Ajayi,Legal,Analyst,f,unknown date,12/01/2017,segun.ajayi@yahoo.com,90581477005,Widowed,Contract Staff,505320.87 naira,Plateau,0,false
PTH-2108,Sadiq Okeke,Marketing,Officer,Female,,N/A,sadiq.okeke@prodigytraininghub.com,0817 549 6513,single,FT,227820.83 naira,Enugu,0,TRUE
PTH-2234,ibrahim balogun,Finance,Manager,M,11-Jul-1987,2015/11/25,ibrahim.balogun@prodigytraininghub.com,+234678544587,married,Contract Staff,"N1,085,699",Cross River,5,true
PTH-2063,Adaeze  Ajayi,MARKETING,Intern,male,05/03/1987,N/A,adaeze.ajayi@gmail.com,09058651850,single,PT,"NGN 1,143,403",Ogun,3,0
PTH-2168,Funmilayo Chukwu,FINANCE,Executive,F,10/12/2011,21.03.2021,funmilayo.chukwu@prodigytraininghub.com,08451154479,Married,PT,"N279,904",Cross River,99,0
PTH-2206,  zainab nnamdi,Human Resources,Coordinator,Female,1971/08/22,15/02/2023,zainab.nnamdi@yahoo.com,+234120826773,married,Full time,"NGN 594,493",Kaduna,12,yes
PTH-2292,Bola Mohammed,Sales Dept,Manager,male,20-May-1996,00/00/0000,bola.mohammed@yahoo.com,234-271-361-115,Single ,FT,"NGN 223,636",Edo,99,no
PTH-2086,Chidi Lawal,Marketing,Intern,f,29 March 2004,20/11/2017,N/A,15451680876,Single,FT,"₦1,000,182.97",Edo,2,Y
PTH-2163,Kemi Suleiman,Human Resources,Supervisor,m,25-Mar-1999,12 October 2019,kemi.suleiman@gmail.com,0319 520 5852,single,Contract Staff,735614.61,Enugu,1,true
PTH-2250,Chinedu  Okeke,Marketing,Intern,m,1982-10-05,06/08/2023,chinedu.okeke@yahoo.com,234-629-619-431,Married,Part-Time,"438,940.72 ",Abuja,99,0
PTH-2267,Bisi Bello,Finance,Officer,f,1981/06/12,2019-06-22,bisi.bello@yahoo.com,05738757177,married,PT,279372.10 naira,Enugu,12,FALSE
PTH-2106,  Emeka Bello,customer service,Officer,M,06 December 1975,N/A,emeka.bello@gmail.com,85884247451,Divorced,PT,"615,024.27 ",Abuja,1,FALSE
PTH-2178,ngozi adeyemi,HR,Director,Female,1973/08/07,14.09.2018,ngozi.adeyemi@gmail.com,+234912517785,SINGLE,Part-Time,1024771.86 naira,KANO,3,Y
PTH-2124,femi suleiman   ,IT,Officer,Male,1978-07-10,2025/12/05,femi.suleiman@yahoo.com,+234988516560,Divorced,Part-Time,538393.45 naira,Fct Abuja,12,true
PTH-2109,Halima Abubakar,SALES,Specialist,Female,01-Oct-1973,10.02.2018,N/A,00985931746,SINGLE,Full-Time,"NGN 427,096",Plateau,1,false
PTH-2127,Wale Balogun,Sales,Specialist,Female,09/10/1996,09 May 2024,wale.balogun@prodigytraininghub.com,08094024455,single,Contract Staff,"368,832.72 ",Ibadan,null,1
PTH-2255,Segun Balogun,Finance,Analyst,male,04/11/2012,05/02/2025,segun.balogun@gmail.com,0622 444 7212,Widowed,full time,"₦535,847.67",Rivers State,12,FALSE
PTH-2011,tobi olawale,Procurement,?,Female,12/06/2011,07/19/2018,tobi.olawale@gmail.com,234-871-012-269,single,Full time,"N372,058",Cross River,Unknown,yes
PTH-2099,Amara Eze,marketing,Analyst,female,1987-06-08,2021-09-11,amara.eze@yahoo.com,(386) 922-2196,Divorced,FT,"₦764,665.43",Edo,99,true
PTH-2321,Kunle Abubakar,Ops,Officer,Female,1972-08-24,03/04/2017,kunle.abubakar@yahoo.com,00323651994,nil,Full-Time,"N919,906",Cross River,-1,TRUE
PTH-2047,Tobi Bello   ,human resources,Director,M,2009/01/07,13 January 2017,,(134) 332-0037,Single,Full time,240441.67 naira,Enugu,12,1
PTH-2033,Aliyu Olawale,Finance,Manager,male,29 August 2004,05-Feb-2018,aliyu.olawale@prodigytraininghub.com,234-493-534-874,Single ,Contract Staff,"964,806.92 ",Plateau,2,N
PTH-2083,Yusuf Suleiman,Customer Service,Supervisor,M,10/09/1976,31-Jul-2019,yusuf.suleiman@yahoo.com,234-399-049-027,Widowed,Part-Time,415875.11,Abuja,2,1
PTH-2024,Bisi Lawal,Operations,Supervisor,F,03/04/2006,27-Nov-2021,bisi.lawal@prodigytraininghub.com,32677360260,Single ,PT,"1,109,971.78 ",Rivers State,3,FALSE
PTH-2254,  kemi ajayi   ,HR,Coordinator,m,16/11/1982,2024-03-27,nil,60466183982,Divorced,Full-Time,,Lagos,0,yes
PTH-2323,Emeka Chukwu,Ops,Coordinator,F,unknown date,unknown date,emeka.chukwu@prodigytraininghub.com,29667066253,SINGLE,PT,921612.51 naira,Ogun,0,0
PTH-2187,Wale Eze,marketing,Manager,m,not set,not set,wale.eze@yahoo.com,+234696325953,NIL,FT,566420.92,Ogun,99,1
PTH-2110,Segun Nnamdi,Operations,Supervisor,M,05.07.1970,13/11/2022,segun.nnamdi@prodigytraininghub.com,(200) 471-1382,Married,Part-Time,263492.55 naira,Anambra,5,FALSE
PTH-2148,Tobi Olawale,CUSTOMER SERVICE,Supervisor,f,1988/09/08,2019/05/07,tobi.olawale@gmail.com,(281) 685-0542,Widowed,full time,"NGN 1,151,506",Rivers,0,Y
PTH-2313,Ibrahim Ajayi,sales,Specialist,M,20/09/2009,2015/10/03,ibrahim.ajayi@yahoo.com,13836702410,Divorced,Contract Staff,324788.16,ABUJA,12,true
PTH-2018,Chioma Nwosu,human resources,Executive,f,N/A,21/01/2023,chioma.nwosu@gmail.com,(713) 315-0983,married,PT,"N510,056",Plateau,99,TRUE
PTH-2209,Kunle Olawale,Sales,Analyst,female,23.02.2011,05.11.2022,kunle.olawale@gmail.com,05478872874,Single ,Part-Time,"NGN 825,002",Edo,0,TRUE
PTH-2123,BISI NWOSU,Legal,Analyst,m,04/10/2008,05/11/2023,bisi.nwosu@gmail.com,0271 111 6152,Single,Contract,"N727,422",Enugu,1,no
PTH-2145,Ngozi Lawal,Legal,Officer,M,06/08/1996,2022/05/21,ngozi.lawal@yahoo.com,0255 466 5905,Single ,full time,"NGN 1,150,933",Kaduna,3,Y
PTH-2204,Funmilayo Suleiman,procurement,Intern,female,05/06/1995,11/05/2018,funmilayo.suleiman@gmail.com,+234733848421,Single ,Part-Time,"891,959.85 ",Cross River,3,no
PTH-2277,Bisi Afolabi,Sales Dept,Officer,m,07-Dec-1981,16 December 2015,bisi.afolabi@yahoo.com,N/A,Single,Part-Time,"₦497,128.72",Kaduna,8,Y
PTH-2284,Blessing Ogundimu,SALES,Intern,m,19-Mar-1976,18/07/2023,blessing.ogundimu@yahoo.com,42232536729,Married,Full-Time,"N645,336",Cross River,3,No
PTH-2100,   Ngozi Okonkwo,SALES,Executive,f,26-Jun-1977,22.03.2021,ngozi.okonkwo@gmail.com,03792374740,Widowed,Full time,"NGN 628,399",Ibadan,12,No
PTH-2038,Tobi Mohammed,Ops,Manager,f,unknown date,08/08/2022,tobi.mohammed@gmail.com,+234634216073,Divorced,Contract Staff,887439.78 naira,Imo,3,yes
PTH-2082,Funmilayo Okeke,Ops,Intern,M,09 February 2011,2024-02-24,?,+234771906594,Single ,Full-Time,899299.58,Edo,8,no
PTH-2293,Emeka Adeyemi   ,PROCUREMENT,Manager,F,14-Dec-1971,07/06/2023,emeka.adeyemi@prodigytraininghub.com,42622189092,--,Full-Time,"N1,069,859",Edo,5,N
PTH-2268,  Segun Ajayi,Customer Service,Officer,Female,08-Dec-2003,05.01.2016,segun.ajayi@gmail.com,14010512382,single,FT,"NGN 553,241",Lagos,-1,TRUE
PTH-2002,FUNMILAYO EZE,Operations,Coordinator,m,1979-08-29,28 September 2016,funmilayo.eze@gmail.com,00013389083,Widowed,Part-Time,"1,152,078.64 ",Akwa Ibom,0,0
PTH-2280,Tunde Adeyemi,HR,Specialist,Male,18/12/1988,23 February 2023,-,07836134074,Widowed,Full time,"N1,185,389",Akwa Ibom,1,TRUE
PTH-2136,Bisi Nnamdi,marketing,Officer,male,19.08.1970,unknown date,bisi.nnamdi@gmail.com,234-297-516-136,Single ,Contract,"NGN 1,079,047",Imo,12,N
PTH-2189,Wale Okeke,i.t,Manager,M,17 April 1989,17.09.2023,wale.okeke@gmail.com,+234395004797,Widowed,Contract,442221.04,Akwa Ibom,0,Yes
PTH-2256,Tunde Olawale,IT,Executive,M,1993/12/06,2020-07-01,tunde.olawale@prodigytraininghub.com,04647154379,Single,full time,"NGN 499,670",Enugu,3,false
PTH-2139,TOBI LAWAL,finance,Executive,male,15/12/1974,03/03/2025,tobi.lawal@prodigytraininghub.com,32921277997,married,Part-Time,"₦1,015,460.03",Cross River,n/a,true
PTH-2054,Kunle Olawale,Finance,Specialist,m,27/01/1995,06/22/2018,kunle.olawale@prodigytraininghub.com,+234366909670,Widowed,Contract,"₦501,880.82",Akwa Ibom,0,TRUE
PTH-2179,Tunde Adekunle,HR,Executive,Male,01/19/2012,05/09/2023,tunde.adekunle@yahoo.com,invalid,Married,full time,"₦695,529.54",Lagos,12,Y
PTH-2291,Fatima Ogundimu,Sales Dept,Analyst,male,10/03/1990,26-May-2016,unknown,71293870051,  ,FT,"₦494,938.32",Oyo,12,N
PTH-2155,Ifeoma Abubakar,i.t,Intern,m,1982-10-16,02/14/2016,ifeoma.abubakar@yahoo.com,234-137-506-068,Divorced,Contract Staff,"773,857.67 ",Delta,12,yes
PTH-2077,wale nwosu,Finance,Manager,female,22/04/1976,26-Jan-2017,wale.nwosu@gmail.com,96499091334,single,Full time,"NGN 614,749",Kano,12,false
PTH-2218,Sadiq Afolabi,Customer Service,Manager,female,12-Oct-1981,2020/04/27,sadiq.afolabi@gmail.com,07187072867,single,FT,242567.81 naira,Edo,2,FALSE
PTH-2093,Grace Lawal,MARKETING,Analyst,Male,2012-05-10,27-Oct-2017,grace.lawal@gmail.com,86753396360,Divorced,full time,356180.88 naira,Rivers,5,false
PTH-2172,Chinedu Afolabi,Procurement,Officer,male,2006/05/03,13.06.2025,chinedu.afolabi@yahoo.com,(719) 285-6543,single,Contract,"368,640.60 ",Edo,5,FALSE
PTH-2220,Sadiq Ajayi,Finance,Officer,f,18/12/2012,2022-12-10,sadiq.ajayi@gmail.com,234-651-801-704,single,Part-Time,"NGN 214,374",LAGOS,-1,yes
PTH-2092,Kunle Olawale,MARKETING,Director,Female,05 March 1974,03/20/2021,kunle.olawale@yahoo.com,+234997278755,Divorced,Full time,748555.50 naira,FCT,8,No
PTH-2078,Obinna Suleiman,Marketing,Executive,Female,27 June 2001,31/08/2019,obinna.suleiman@yahoo.com,(123) 281-2067,Widowed,Contract,"₦695,142.65",Akwa Ibom,99,true
PTH-2307,Bola Bello,Sales Dept,Officer,male,1988/10/08,01/06/2021,bola.bello@yahoo.com,+234000307562,SINGLE,Full-Time,--,Ogun,2,FALSE
PTH-2325,Ifeoma Bello,Sales Dept,Supervisor,Female,03 September 2011,18-Oct-2016,ifeoma.bello@prodigytraininghub.com,+234687014626,Married,FT,1120443.44,Plateau,8,TRUE
PTH-2185,Emeka Okeke,customer service,Specialist,male,24-Jul-2002,06-Apr-2024,emeka.okeke@prodigytraininghub.com,(592) 555-6258,Single,Full time,"₦442,265.03",kano,-1,false
PTH-2061,Aliyu Bello,Marketing,Director,M,02-Aug-1975,24.01.2018,aliyu.bello@yahoo.com,0529 912 4190,Married,Contract,975263.50 naira,Kaduna,0,true
PTH-2171,Kunle Mohammed,CUSTOMER SERVICE,Director,female,1987-02-01,08.08.2024,N/A,03556909275,Widowed,PT,"299,590.80 ",FCT,3,TRUE
PTH-2040,Chinedu Ajayi,Marketing,Executive,f,2000-04-09,19/03/2016,,0458 685 0142,Unknown,Contract,"NGN 341,881",Kaduna,99,false
PTH-2183,Zainab Balogun,IT,Manager,m,08.06.1986,21.07.2015,zainab.balogun@yahoo.com,,NULL,Part-Time,"₦327,209.52",Kano,2,true
PTH-2145,Ngozi Lawal,Legal,Officer,M,06/08/1996,2022/05/21,ngozi.lawal@yahoo.com,0255 466 5905,Single ,full time,"NGN 1,150,933",Kaduna,3,Y
PTH-2303,Kunle Adekunle,PROCUREMENT,Analyst,F,1994/07/10,2020-10-01,kunle.adekunle@yahoo.com,234-904-210-202,Widowed,Contract,800892.93,Plateau,99,Yes
PTH-2298,Grace Nwosu,IT,Executive,female,04-Nov-1979,07/24/2020,grace.nwosu@prodigytraininghub.com,01805526965,Married,PT,"₦1,110,348.02",Ogun,,N
PTH-2341,Halima Mohammed,Customer Service,Manager,male,11-Nov-1978,2020-07-08,halima.mohammed@gmail.com,234-262-181-599,Married,PT,"₦174,913.03",Kaduna,NIL,N
PTH-2087,Adaeze Ajayi,i.t,Coordinator,Male,not set,14/06/2017,adaeze.ajayi@yahoo.com,234-385-977-034,Single,FT,"590,730.82 ",Imo,1,No
PTH-2252,Ibrahim Okeke,procurement,Analyst,Female,1982-11-22,26.05.2017,ibrahim.okeke@yahoo.com,07541212678,single,Full time,376973.71 naira,Anambra,5,1
PTH-2058,Bola Okafor,LEGAL,Supervisor,Female,00/00/0000,12 January 2020,unknown,06537556464,Widowed,Full time,85881.34 naira,Ogun,5,1
PTH-2343,Chinedu  Nwosu,IT,Supervisor,Female,12/23/1976,2016/05/31,chinedu.nwosu@yahoo.com,06884443106,single,full time,"N465,415",Enugu,2,No
PTH-2116,Femi  Suleiman   ,Sales Dept,Officer,m,1988/02/21,04/09/2025,femi.suleiman@yahoo.com,01020539502,Single,full time,n/a,Abuja,5,0
PTH-2147,  chinedu nnamdi   ,SALES,Supervisor,M,2008/01/04,11/03/2024,unknown,25462914865,Widowed,FT,"NGN 553,073",Cross River,3,Yes
PTH-2181,Ibrahim Suleiman,Sales Dept,Officer,female,2001-09-12,10 June 2020,ibrahim.suleiman@yahoo.com,0424 981 8299,single,Contract Staff,570000.00 naira,Cross River,99,Y
PTH-2076,Obinna Mohammed,IT,Supervisor,Female,1998/10/08,2020-02-05,obinna.mohammed@yahoo.com,234-699-938-677,Widowed,FT,"688,496.54 ",Anambra,5,true
PTH-2198,Tunde Ogundimu,sales,Specialist,M,22-Nov-2002,N/A,tunde.ogundimu@gmail.com,+234230913075,Divorced,Contract,218369.52,LAGOS,12,Y
PTH-2095,Femi Nnamdi,Legal,Director,female,01.07.1991,2021/09/15,femi.nnamdi@prodigytraininghub.com,17187026217,married,Full-Time,"N732,113",Edo,8,no
PTH-2117,Amaka Bello,human resources,Director,F,2011-06-15,11/19/2016,amaka.bello@prodigytraininghub.com,02681177589,single,PT,"₦722,750.30",Ibadan,2,TRUE
PTH-2013,ALIYU SULEIMAN,Human Resources,Specialist,M,unknown date,25.04.2023,aliyu.suleiman@prodigytraininghub.com,+234146270482,Married,FT,697882.07,Imo,2,Y
PTH-2115,Femi Chukwu,legal,Supervisor,Female,02.02.1984,23.03.2020,femi.chukwu@yahoo.com,invalid,NULL,Contract Staff,"NGN 535,294",Lagos,3,Y
PTH-2001,Emeka Mohammed,Finance,Specialist,m,,13 April 2015,NULL,10433218196,Single ,Full time,"388,032.84 ",Lagos,1,no
PTH-2073,Obinna Chukwu,Operations,Supervisor,m,16-Aug-2001,28.09.2022,obinna.chukwu@prodigytraininghub.com,40084271094,Married,PT,"N627,683",Plateau,12,TRUE
PTH-2213,Fatima Okonkwo,CUSTOMER SERVICE,Director,female,02/12/1987,22.07.2019,fatima.okonkwo@yahoo.com,,Divorced,PT,"N567,413",Port Harcourt,12,false
PTH-2262,Sadiq Olawale,legal,Executive,m,1970-06-19,18 December 2015,NULL,234-179-796-886,Unknown,FT,"NGN 605,147",Enugu,5,TRUE
PTH-2306,Obinna Eze,Customer Service,NIL,f,N/A,18-Sep-2015,obinna.eze@gmail.com,(079) 252-4191,Married,Contract Staff,512805.90 naira,Port Harcourt,8,No
PTH-2152,Ifeoma Afolabi,Finance,NIL,female,,unknown date,NULL,0834 735 9774,Single ,FT,1008198.51 naira,Lagos,NIL,FALSE
PTH-2310,Blessing Mohammed,procurement,Officer,Male,11/13/1980,15 May 2022,blessing.mohammed@yahoo.com,04451870534,single,Contract Staff,"₦879,211.32",Plateau,-1,TRUE
