StudentID,StudentName,Class,Gender,DateOfBirth,Subject,CA_Score,ExamScore,TotalScore,Grade,GuardianName,GuardianRelationship,GuardianPhone,State,TermSession,FeesPaid
STU3013,Emeka Eze,JSS3,Female,25.08.2014,Computer Studies,NIL,105,100,a,kunle nwosu   ,MOTHER,+234146270482,Akwa Ibom,"2025/2026, Term 1",no
STU3017,aliyu nwosu,SS 1,M,24-Sep-2015,Basic Science,32,105,100,C,Chidi Lawal,MOTHER,89638346578,Kano,First Term 2025,N
STU3309,Ibrahim Mohammed,SS2,Male,29.09.2013,Further Mathematics,30,85,85,a,ADAEZE OLAWALE,Mother,05180238061,Imo,2025-2026 1st Term,0
STU3195,Amaka  Abubakar,Jss 1,Male,2010/09/23,Further Mathematics,29,150,100,Distinction,kemi chukwu,Guardian,02694958887,FCT,"2025/2026, Term 1",0
STU3086,Ibrahim Afolabi,SS1,Female,02/20/2007,Physics,19,150,100,E,  Aliyu Yusuf,father,(154) 516-8087,Kano,First Term 2025,Yes
STU3024,Amara Chukwu,SS 1,M,12-Jun-2014,Chemistry,16,-5,0,Fail,BISI OKONKWO,MOTHER,234-267-736-026,Abuja,First Term 2025,N
STU3299,Segun Bello,ss3,F,31.08.2017,Physics,--,105,null,Distinction,Femi Mohammed,Guardian,(271) 091-0430,Delta,2025/2026 First Term,no
STU3174,FEMI ADEKUNLE   ,SS2,Male,08/03/2015,Computer Studies,NIL,105,100,Fail,Femi Okeke   ,Mother,(947) 312-1727,kano,2025/2026 First Term,FALSE
STU3006,Adaeze Nwosu,SS 1,Female,07-Sep-2009,Economics,10,105,100,D,Wale Suleiman,father,0103 413 1647,Imo,"2025/2026, Term 1",No
STU3139,Adaeze Bello,JSS1,Male,06/14/2014,Physics,28,-5,0,F,Bisi Okeke,Guardian,32921277997,abuja,2025/2026 First Term,1
STU3155,OBINNA OGUNDIMU,JSS3,Male,2014/03/07,n/a,5,150,100,a,  chioma okeke,Aunt,(613) 750-6068,Imo,First Term 2025,no
STU3034,Amara Mohammed,JSS1,F,2017/03/27,Civic Education,4,-5,0,a,Zainab Adekunle,Father,(164) 005-2427,Kaduna,First Term 2025,false
STU3367,   Ibrahim Balogun,SS3,Male,N/A,Agricultural Science,18,1,1,Fail,  Ngozi Balogun,Father,05454443283,Delta,First Term 2025,N
STU3157,Blessing Okeke,SS3,F,23 August 2014,Mathematics,16,-5,0,F,Bola Suleiman,Guardian,04727790104,Edo,2025-2026 1st Term,0
STU3158,Fatima Nwosu,JSS2,Male,2015/04/08,Further Mathematics,0,33,unknown,F,Musa Olawale,Uncle,(328) 986-1434,oyo,2025/2026 First Term,TRUE
STU3323,Obinna Suleiman,jss1,Female,21/09/2011,Chemistry,8,91,91,D,Adaeze Olawale   ,Guardian,0296 670 6625,Kano,2025-2026 1st Term,N
STU3371,Ifeoma Mohammed,ss3,Female,04/07/2009,Agricultural Science,7,80,80,A,  Amaka Nnamdi   ,Mother,(135) 346-5549,Oyo,"2025/2026, Term 1",true
STU3053,wale eze,Jss 1,F,29/07/2010,NULL,9,42,42,B,  bisi yusuf,Aunt,03623166587,Akwa Ibom,"2025/2026, Term 1",FALSE
STU3138,  ifeoma suleiman   ,JSS3,M,05/22/2015,Agricultural Science,18,150,100,Pass,Tunde Ajayi,Aunt,(188) 355-2312,Cross River,First Term 2025,false
STU3043,Tobi Adekunle,SS3,Male,06/02/2017,Mathematics,25,-5,0,B,chidi nnamdi,father,(615) 951-4846,Ogun,2025/2026 First Term,Yes
STU3386,Emeka Abubakar   ,SS3,M,2007/11/14,Computer Studies,18,105,n/a,Distinction,Chinedu Eze,Aunt,53001197218,Kaduna,2025-2026 1st Term,1
STU3348,Zainab Ajayi,ss3,F,2010/03/06,English Language,34,11,11,A,Tobi Yusuf,Father,0115 869 3806,Fct Abuja,"2025/2026, Term 1",true
STU3212,Yusuf Balogun,Jss 1,Female,2007/01/30,Further Mathematics,28,-5,0,A,Musa Okonkwo   ,Guardian,07530463745,Anambra,2025-2026 1st Term,N
STU3245,Blessing Abubakar,jss1,M,2017-12-04,Agricultural Science,36,89,89,Pass,AMAKA LAWAL,MOTHER,59180339740,Delta,"2025/2026, Term 1",Y
STU3079,Musa Abubakar,jss1,F,2014-10-20,Physics,23,-5,NIL,Pass,Bisi Olawale,Mother,07403447134,Oyo,"2025/2026, Term 1",yes
STU3012,Sadiq Adekunle   ,SS2,Female,10 February 2014,Biology,N/A,62,62,C,Femi Adeyemi   ,Guardian,06697848018,Imo,First Term 2025,N
STU3300,Zainab Lawal,jss1,M,2008-07-13,Civic Education,37,19,19,B,CHIOMA OKEKE,MOTHER,(684) 866-6188,Plateau,"2025/2026, Term 1",true
STU3347,Ifeoma Yusuf,Jss 1,F,2010-05-21,Biology,27,105,100,C,blessing afolabi,Guardian,70477434902,Edo,"2025/2026, Term 1",true
STU3254,Kemi Olawale,ss3,M,22/01/2016,Basic Science,N/A,  ,27,a,Sadiq Ajayi,father,60466183982,Edo,"2025/2026, Term 1",yes
STU3187,Blessing Balogun,SS2,Female,N/A,Economics,,0,0,E,FUNMILAYO BALOGUN,Aunt,46963259532,Ogun,2025-2026 1st Term,0
STU3125,Halima Yusuf,JSS3,M,01/08/2011,Basic Science,19,71,71,Distinction,Ibrahim Ogundimu,Aunt,+234451983273,Anambra,2025/2026 First Term,true
STU3325,grace  adeyemi,JSS1,Male,unknown date,Agricultural Science,30,-5,0,E,  obinna chukwu,MOTHER,234-687-014-626,Kaduna,First Term 2025,false
STU3338,Aliyu Okonkwo,JSS3,Female,20/07/2009,Agricultural Science,11,105,100,B,Amaka Ogundimu,Father,43315410067,Enugu,2025-2026 1st Term,yes
STU3362,Obinna Nnamdi,JSS2,Female,24/10/2013,Physics,15,13,13,Distinction,  zainab bello,Guardian,+234552414060,Cross River,2025-2026 1st Term,no
STU3103,Bola Adekunle,SS 1,M,not set,Further Mathematics,10,73,73,B,EMEKA  NNAMDI   ,Guardian,+234064090974,Rivers,2025/2026 First Term,TRUE
STU3371,Ifeoma Mohammed,ss3,Female,04/07/2009,Agricultural Science,7,80,80,A,  Amaka Nnamdi   ,Mother,(135) 346-5549,Oyo,"2025/2026, Term 1",true
STU3315,Segun Ajayi,JSS1,Female,N/A,Biology,13,65,65,F,Kemi Mohammed,father,0199 062 3445,Delta,2025/2026 First Term,yes
STU3291,Amaka Okonkwo,Jss 1,F,11/15/2013,Physics,6,150,100,C,kemi suleiman,Mother,0712 938 7005,Cross River,2025/2026 First Term,no
STU3376,Kunle Mohammed,JSS2,M,2007/05/17,Mathematics,33,105,100,Pass,halima chukwu,Uncle,0666 676 0083,Akwa Ibom,2025/2026 First Term,FALSE
STU3237,Amara Bello,SS3,Female,2011-03-28,Computer Studies,12,105,100,Fail,fatima yusuf,Aunt,06937854777,Plateau,2025/2026 First Term,FALSE
STU3173,Bisi Okeke,JSS3,Female,08 March 2008,Computer Studies,10,105,100,F,Femi Olawale,Guardian,(027) 868-1447,Anambra,2025-2026 1st Term,1
STU3067,Zainab Eze,jss1,Female,03.06.2013,Civic Education,30,-5,n/a,Fail,fatima suleiman,Mother,(354) 549-4808,Kaduna,First Term 2025,true
STU3083,Ifeoma Okeke,SS2,Male,15.05.2009,Chemistry,13,34,34,a,wale balogun,father,234-399-049-027,Enugu,2025-2026 1st Term,false
STU3198,Ngozi Ogundimu,SS1,Female,2014-05-30,Biology,19,150,100,F,BOLA OKEKE,Guardian,(623) 091-3075,Lag,First Term 2025,No
STU3190,ibrahim nnamdi,JSS3,Female,2010-06-14,Biology,30,41,41,Pass,Ngozi Ogundimu,Uncle,08016245650,Akwa Ibom,First Term 2025,FALSE
STU3016,Blessing Abubakar,SS2,M,15.12.2011,Biology,19,94,NULL,Pass,Musa Balogun,Uncle,+234171822782,Rivers,2025/2026 First Term,No
STU3336,Sadiq Mohammed,jss1,Female,07/08/2016,Agricultural Science,8,150,100,A,zainab  afolabi,MOTHER,+234902959391,lagos,2025/2026 First Term,N
STU3259,sadiq nnamdi,SS3,Male,14 April 2016,Mathematics,9,105,100,B,Zainab Adeyemi,Father,(265) 479-3564,Ogun,2025/2026 First Term,TRUE
STU3056,Kemi Eze,jss1,M,21-Sep-2010,Computer Studies,23,105,100,a,Bola Afolabi,Father,234-065-627-298,Ibadan,2025-2026 1st Term,false
STU3130,  FEMI LAWAL   ,Jss 1,Female,11.06.2007,Civic Education,6,-5,0,E,KEMI OGUNDIMU,Guardian,234-290-147-679,Enugu,2025/2026 First Term,No
STU3069,Fatima Abubakar,SS 1,Female,16/05/2012,Biology,21,-5,0,A,Femi Okonkwo,Mother,234-363-495-788,Kaduna,First Term 2025,true
STU3075,Femi Bello,JSS1,M,2009/01/01,Biology,34,93,93,C,Kemi Abubakar   ,Uncle,07190229413,Kano,2025/2026 First Term,0
STU3008,Tobi Eze,JSS2,Female,10 August 2007,Mathematics,27,-5,0,B,BLESSING  SULEIMAN,Father,+234648350305,Port Harcourt,2025-2026 1st Term,1
STU3366,Kemi Chukwu,SS2,M,17 December 2008,Computer Studies,21,105,100,Distinction,kunle chukwu,Uncle,(085) 899-4417,Oyo,2025-2026 1st Term,yes
STU3176,Sadiq Ajayi,SS1,Female,00/00/0000,Mathematics,38,105,100,a,ngozi mohammed,Guardian,(313) 237-0589,Enugu,2025-2026 1st Term,Y
STU3350,Wale Okeke,JSS3,F,27 December 2015,Physics,14,105,100,Distinction,Kunle Bello,Guardian,09899217223,Lag,2025-2026 1st Term,Yes
STU3264,Bisi Eze,SS1,Female,2007-07-15,Chemistry,36,38,38,D,Tunde Olawale,Mother,0965 610 1438,Fct Abuja,2025-2026 1st Term,0
STU3373,Wale Chukwu,SS3,F,03/08/2017,Basic Science,22,105,100,C,  Kemi Yusuf,Uncle,+234684602235,Ogun,First Term 2025,Y
STU3303,Grace Yusuf,Jss 1,Female,04/09/2011,Further Mathematics,12,21,21,Distinction,   TUNDE OKONKWO   ,Father,0990 421 0202,Delta,2025/2026 First Term,Yes
STU3207,Obinna Eze,JSS2,Male,2014-03-28,Basic Science,1,105,100,A,tobi bello,Aunt,0540 193 8026,Delta,"2025/2026, Term 1",1
STU3216,Sadiq Nnamdi,SS2,Male,2011/08/14,Chemistry,15,105,100,Distinction,Ngozi Okeke   ,father,01878519108,Enugu,"2025/2026, Term 1",0
STU3124,Grace Yusuf,ss3,F,2009/12/05,Civic Education,1,66,66,a,Chioma Bello,Guardian,+234988516560,Edo,"2025/2026, Term 1",true
STU3357,NGOZI BELLO,SS2,M,2010-03-10,Mathematics,35,68,null,Pass,Obinna Eze   ,MOTHER,,Kaduna,"2025/2026, Term 1",N
STU3199,ibrahim okafor,JSS3,F,28 August 2016,Civic Education,23,150,100,C,  NGOZI OKAFOR,Uncle,+234636897028,Fct Abuja,"2025/2026, Term 1",false
STU3033,Musa Balogun,JSS2,F,28.05.2007,Civic Education,6,-5,0,A,funmilayo adeyemi   ,Aunt,+234493534874,Port Harcourt,2025-2026 1st Term,0
STU3181,Musa Olawale,ss3,Female,2017-03-15,Chemistry,33,16,16,C,Grace Okeke,Father,+234249818299,Plateau,2025/2026 First Term,no
STU3282,Fatima Yusuf   ,JSS2,Male,03/26/2009,Basic Science,7,33,33,F,Kunle Chukwu,Uncle,09233095849,abuja,2025-2026 1st Term,N
STU3301,SEGUN ADEYEMI,JSS3,M,2014/09/21,Geography,15,54,54,A,Tunde Balogun,Father,+234414183285,Imo,"2025/2026, Term 1",Y
STU3089,Emeka Chukwu,jss1,M,16-Aug-2015,Basic Science,6,82,82,Distinction,zainab okeke,father,234-861-317-127,LAGOS,"2025/2026, Term 1",No
STU3240,Kemi  Mohammed,JSS2,M,14.10.2008,Mathematics,26,150,100,a,amaka mohammed,father,(509) 977-0088,Oyo,2025-2026 1st Term,FALSE
STU3242,Amaka Yusuf,JSS1,Female,15-Feb-2011,Mathematics,23,82,82,D,sadiq ogundimu,Guardian,+234823398454,oyo,"2025/2026, Term 1",true
STU3082,Kunle Bello,SS1,M,30.12.2009,English Language,2,105,100,A,  Grace Okafor,Guardian,08771906594,Imo,2025/2026 First Term,N
STU3345,adaeze balogun,JSS3,F,2016/04/24,Physics,0,-5,0,Distinction,musa mohammed,father,03103241714,Rivers,2025-2026 1st Term,0
STU3281,Aliyu Olawale,JSS1,Female,12-May-2010,Basic Science,15,13,13,a,FATIMA  BELLO,Father,+234171339596,Oyo State,2025/2026 First Term,Yes
STU3030,  Ibrahim Suleiman,JSS3,F,2008-10-10,Mathematics,17,70,70,Pass,femi mohammed,MOTHER,0107 991 1838,Kaduna,First Term 2025,Yes
STU3109,Sadiq  Olawale,jss1,Female,02/24/2017,English Language,28,?,5,E,Obinna Afolabi   ,Uncle,(098) 593-1746,Kano,2025/2026 First Term,1
STU3170,Femi Lawal,SS 1,Female,04/22/2010,Civic Education,16,150,100,Fail,Chioma Okonkwo,Guardian,65820297021,Anambra,"2025/2026, Term 1",N
STU3064,Obinna Ajayi,JSS2,F,2010-02-26,Geography,25,-5,0,D,segun suleiman,MOTHER,71657262849,Ogun,2025/2026 First Term,Y
STU3084,Bola Nnamdi,JSS2,M,14 February 2015,Further Mathematics,25,44,44,Pass,obinna nwosu,father,(742) 967-1756,Oyo,2025/2026 First Term,No
STU3361,Emeka Okafor,SS 1,F,27/03/2008,Chemistry,5,23,23,a,HALIMA OLAWALE   ,father,+234103579727,oyo,First Term 2025,TRUE
STU3379,Aliyu Lawal,JSS1,Female,05.12.2010,Agricultural Science,1,100,100,C,  Aliyu Afolabi   ,Guardian,234-985-625-753,Enugu,2025/2026 First Term,N
STU3381,Zainab Yusuf,SS1,M,22 December 2011,Computer Studies,3,-5,0,Pass,  kemi balogun,father,05064890901,Kaduna,2025-2026 1st Term,Yes
STU3196,Yusuf Yusuf,jss1,Male,2016/06/26,Computer Studies,19,73,73,Distinction,EMEKA SULEIMAN   ,father,0470 551 6940,Ogun,First Term 2025,TRUE
STU3194,Segun Suleiman,JSS3,Male,2013-01-31,Computer Studies,3,-5,0,B,CHIOMA ADEYEMI,father,57872982595,Delta,First Term 2025,yes
STU3230,Tobi  Okafor,SS2,M,20.05.2010,English Language,39,150,?,A,Halima Abubakar,Father,08668826343,Imo,2025-2026 1st Term,TRUE
STU3226,Kunle Okafor,SS1,Male,2007-04-20,Basic Science,4,105,100,a,Sadiq Adekunle,Aunt,00284395995,Akwa Ibom,First Term 2025,Y
STU3257,Adaeze Nnamdi,SS2,F,04/01/2015,Mathematics,22,-5,0,D,Obinna Chukwu,Aunt,37124065965,Edo,"2025/2026, Term 1",Y
STU3029,CHIOMA SULEIMAN,JSS1,F,06/06/2014,Mathematics,39,-5,0,D,KEMI SULEIMAN,Father,(543) 534-6247,Cross River,2025-2026 1st Term,false
STU3327,Segun Chukwu,JSS2,F,08 December 2017,Chemistry,10,80,80,A,Amara Adeyemi,father,(856) 420-5930,ABUJA,"2025/2026, Term 1",TRUE
STU3302,Aliyu Adekunle,jss1,M,21.04.2016,Further Mathematics,5,150,100,C,Kemi Abubakar,MOTHER,09146303161,Abuja,"2025/2026, Term 1",TRUE
STU3328,Chioma Bello   ,SS 1,F,2015/09/28,Economics,19,26,26,B,YUSUF NWOSU   ,Guardian,234-785-932-133,Akwa Ibom,2025/2026 First Term,true
STU3247,Femi Adeyemi,ss3,Male,not set,Mathematics,19,105,100,Fail,ADAEZE OKEKE,Uncle,234-142-939-685,Plateau,"2025/2026, Term 1",Y
STU3183,Kemi Afolabi,JSS2,Female,18-May-2017,Civic Education,31,85,85,a,Chioma Adeyemi,father,(396) 907-8447,Anambra,2025/2026 First Term,TRUE
STU3201,Ngozi Nnamdi,ss3,Male,2007/11/24,Agricultural Science,4,59,59,Distinction,  Adaeze Olawale,Aunt,0549 733 4843,Kaduna,First Term 2025,yes
STU3339,tunde balogun   ,SS2,Female,2008/03/20,Computer Studies,15,-5,0,Distinction,KUNLE  LAWAL,Guardian,0626 765 8617,Anambra,2025-2026 1st Term,no
STU3287,Chidi Abubakar,Jss 1,F,18/07/2009,Chemistry,12,150,100,Pass,  BLESSING SULEIMAN,father,invalid,Kaduna,2025-2026 1st Term,1
STU3150,Amara  Okonkwo,ss3,Female,unknown date,Geography,33,2,2,A,Ifeoma Yusuf,Uncle,0805 929 6222,Ogun,2025-2026 1st Term,FALSE
STU3355,Halima Adekunle,SS 1,M,29/09/2017,Economics,20,150,100,D,tobi chukwu   ,Father,+234702462996,Delta,First Term 2025,N
STU3154,Yusuf Eze,ss3,Male,2017/08/24,N/A,9,-5,null,D,Segun Balogun,father,81814124782,Ogun,2025/2026 First Term,Y
STU3093,Ngozi Okonkwo,JSS1,F,29.03.2010,Computer Studies,35,57,57,a,  Zainab Ogundimu   ,Guardian,N/A,Anambra,First Term 2025,Y
STU3248,Tunde Olawale,jss1,M,2009-12-02,Mathematics,16,-5,0,Pass,Bisi Mohammed,Mother,+234185016315,Rivers State,2025-2026 1st Term,false
STU3179,  Adaeze Yusuf,SS3,Male,00/00/0000,Civic Education,24,-5,0,Pass,Sadiq Ajayi,father,N/A,Imo,First Term 2025,no
STU3121,Segun Adeyemi,jss1,Female,22 September 2016,Biology,1,-5,0,A,Emeka Adeyemi,MOTHER,0789 611 8367,Edo,2025/2026 First Term,true
STU3195,Amaka  Abubakar,Jss 1,Male,2010/09/23,Further Mathematics,29,150,100,Distinction,kemi chukwu,Guardian,02694958887,FCT,"2025/2026, Term 1",0
STU3322,Ngozi Adekunle,Jss 1,F,2007-01-29,Civic Education,0,-5,0,D,IBRAHIM  ADEYEMI,father,0013 721 5107,Edo,First Term 2025,No
STU3215,Ngozi Ogundimu,SS1,M,2011/03/10,Further Mathematics,17,-5,0,C,bisi olawale,Aunt,(279) 568-7833,Anambra,2025-2026 1st Term,No
STU3304,Kemi Okafor,SS2,F,2007-09-08,Geography,21,74,74,D,  segun bello,Father,0000000000,Plateau,2025-2026 1st Term,Yes
STU3382,Zainab Ogundimu,JSS2,Male,20 August 2009,Geography,1,97,NULL,a,Yusuf Afolabi   ,Father,234-167-618-472,Imo,First Term 2025,FALSE
STU3107,Ngozi Eze,SS 1,M,03/22/2008,Basic Science,29,-5,0,E,AMAKA  AJAYI,Mother,0712 368 5160,Anambra,2025/2026 First Term,true
STU3252,Aliyu Balogun,jss1,Male,unknown date,Physics,14,78,78,Fail,GRACE NNAMDI   ,Guardian,+234541212678,Edo,First Term 2025,N
STU3035,Chinedu Bello,Jss 1,M,04/24/2010,Agricultural Science,22,1,1,C,Grace Eze,Aunt,+234801128059,Abuja,First Term 2025,false
STU3223,IBRAHIM OKEKE   ,JSS2,M,not set,Geography,28,105,100,D,amara  nnamdi,Aunt,78686337524,Edo,2025/2026 First Term,TRUE
STU3002,Tunde Chukwu,SS 1,Male,06-Apr-2011,Computer Studies,18,77,77,Distinction,FATIMA  BALOGUN,Mother,0001 338 9083,Oyo State,2025-2026 1st Term,no
STU3110,Zainab  Chukwu,ss3,Female,unknown date,Chemistry,30,105,100,C,Tunde Nwosu,Father,+234004711382,Ogun,"2025/2026, Term 1",no
STU3265,Blessing Balogun,SS 1,F,29 May 2009,Computer Studies,27,105,100,a,  AMAKA OKONKWO,father,(899) 375-6798,Abuja,"2025/2026, Term 1",0
STU3046,Sadiq Eze,jss1,M,11/24/2011,Civic Education,10,105,100,D,ifeoma chukwu,Father,+234738721489,Rivers,2025/2026 First Term,Y
STU3102,  Aliyu Nwosu,JSS3,Male,N/A,Mathematics,10,105,100,E,YUSUF CHUKWU,MOTHER,234-367-136-959,Cross River,"2025/2026, Term 1",yes
STU3068,sadiq adekunle,SS1,F,2015-08-29,Economics,17,24,24,a,Amaka Chukwu,father,0136 783 7770,Edo,First Term 2025,false
STU3335,Grace Nwosu,Jss 1,Female,30 December 2015,Physics,33,105,100,B,EMEKA CHUKWU   ,Mother,05392644220,Imo,First Term 2025,no
STU3255,Ngozi Mohammed,SS1,Male,2007/12/25,Mathematics,15,24,24,D,  Bola Yusuf,Mother,0622 444 7212,Delta,"2025/2026, Term 1",Yes
STU3096,Bisi Afolabi,JSS3,Female,2017-10-18,Mathematics,25,83,83,a,CHIOMA OGUNDIMU,father,234-596-158-657,Delta,"2025/2026, Term 1",no
STU3249,Aliyu Eze,SS 1,F,28/03/2012,Chemistry,9,-5,0,C,Amaka Okonkwo,Mother,09965047735,Anambra,2025-2026 1st Term,1
STU3078,Kemi Abubakar,JSS2,Female,00/00/0000,Computer Studies,N/A,105,100,Fail,fatima lawal,Mother,12328120679,Abuja,"2025/2026, Term 1",N
STU3241,Bisi Olawale,SS1,F,15/05/2008,Computer Studies,17,105,100,Pass,  Femi Chukwu,Mother,+234084840862,Kaduna,"2025/2026, Term 1",false
STU3136,Tobi Okeke,JSS1,F,17-Feb-2012,Biology,11,17,17,B,Chioma Ajayi,Aunt,+234297516136,Oyo State,First Term 2025,0
STU3101,yusuf lawal,SS2,F,29-Aug-2014,English Language,34,2,N/A,Fail,Wale Abubakar,MOTHER,48217594647,Edo,2025/2026 First Term,yes
STU3113,Femi Ajayi,jss1,M,2017-11-11,Computer Studies,0,150,100,Distinction,Adaeze Okonkwo,Aunt,0506 431 7139,Rivers,2025-2026 1st Term,no
STU3193,Wale Adeyemi,JSS1,Male,2010/06/27,Geography,1,-5,0,F,fatima abubakar,Guardian,234-239-868-000,ABUJA,2025/2026 First Term,N
STU3320,Zainab Afolabi,SS 1,Male,01/30/2007,Further Mathematics,33,-5,0,C,Halima Chukwu,Father,67883171210,Kano,2025/2026 First Term,yes
STU3126,Halima Yusuf,SS3,F,13-Apr-2011,Physics,11,19,19,C,FUNMILAYO ADEYEMI,MOTHER,05851493689,Rivers,"2025/2026, Term 1",1
STU3005,Tunde Suleiman,SS2,Female,31/01/2015,Agricultural Science,19,-5,0,F,Bisi  Okonkwo,Guardian,07816184959,Imo,First Term 2025,yes
STU3019,Kemi Afolabi,jss1,Female,06/17/2009,Chemistry,--,-5,0,B,GRACE AFOLABI   ,Mother,234-010-310-518,Cross River,"2025/2026, Term 1",yes
STU3286,bola chukwu,SS2,Female,04/30/2008,Mathematics,34,null,0,F,Kunle  Bello,father,+234590175186,Akwa Ibom,"2025/2026, Term 1",N
STU3098,Aliyu Abubakar,SS3,Female,unknown date,Further Mathematics,14,-5,NULL,Pass,Bola  Mohammed,Guardian,0240 050 4556,Plateau,2025-2026 1st Term,0
STU3163,Sadiq Okafor,JSS2,Female,23/01/2009,Basic Science,30,--,0,B,  Tunde Adekunle,Mother,234-195-205-852,Delta,2025-2026 1st Term,Y
STU3331,Bola Afolabi,jss1,F,,Civic Education,2,105,100,Distinction,  Chinedu Okafor,father,+234270103930,Delta,"2025/2026, Term 1",Y
STU3052,Sadiq Adekunle,JSS2,Male,20.07.2008,Mathematics,28,-5,0,D,Amaka Ogundimu,Guardian,07143455812,Kaduna,2025-2026 1st Term,Yes
STU3324,Bisi Eze,JSS3,Female,25 February 2010,Agricultural Science,9,105,NULL,C,  Aliyu Okafor   ,Guardian,+234447209993,kano,2025/2026 First Term,TRUE
STU3020,Amaka Afolabi,JSS1,M,08/06/2015,Agricultural Science,2,10,10,A,musa mohammed   ,Uncle,234-738-299-737,Rivers,2025/2026 First Term,Y
STU3162,Musa Yusuf,SS3,F,10 April 2011,Chemistry,4,18,18,E,Zainab Adekunle,Guardian,(067) 065-4051,Delta,"2025/2026, Term 1",Y
STU3038,Chidi Mohammed,SS2,Male,04/29/2015,Physics,15,105,100,Fail,IFEOMA CHUKWU,MOTHER,56342160733,Kano,2025/2026 First Term,Yes
STU3263,Adaeze Suleiman,SS 1,M,12 December 2007,Computer Studies,33,92,nil,Fail,amara adekunle,Father,234-589-113-529,Oyo,First Term 2025,No
STU3329,Amaka Abubakar,SS3,M,2009/10/16,Biology,16,-5,0,F,Adaeze Okafor,Father,(803) 965-2239,Abuja,"2025/2026, Term 1",true
STU3142,Halima Chukwu,JSS3,Male,03/21/2017,Biology,13,105,100,Fail,Amaka Afolabi,Uncle,04119986798,abuja,First Term 2025,TRUE
STU3172,Kunle Adeyemi,JSS1,M,2012/04/01,Computer Studies,19,105,100,B,Chidi Nwosu,father,(719) 285-6543,Plateau,"2025/2026, Term 1",false
STU3260,Halima Eze,JSS3,M,21.06.2007,Basic Science,6,15,15,B,Sadiq Abubakar,MOTHER,234-193-982-807,Anambra,2025-2026 1st Term,No
STU3081,  Ngozi Nwosu,Jss 1,F,not set,English Language,NIL,90,90,A,Halima  Afolabi   ,Mother,(499) 471-7464,Anambra,First Term 2025,no
STU3168,Chidi Eze,SS 1,Male,2012/03/02,Biology,23,105,100,B,emeka afolabi,MOTHER,08451154479,Ogun,"2025/2026, Term 1",false
STU3039,Funmilayo Nwosu,SS3,Female,28 October 2015,n/a,8,72,72,A,ngozi  okafor,Guardian,75433036541,Enugu,2025/2026 First Term,false
STU3114,Yusuf Balogun,SS2,Female,01/08/2010,Further Mathematics,6,unknown,0,C,Ifeoma Afolabi,Uncle,(053) 293-1839,Edo,2025-2026 1st Term,Y
STU3041,Halima Yusuf,SS1,F,09/12/2013,Chemistry,29,105,100,F,tobi  adekunle,MOTHER,0401 965 5698,Abuja,First Term 2025,Y
STU3182,  ALIYU AFOLABI   ,ss3,M,14 November 2016,Agricultural Science,14,N/A,0,Pass,Ngozi Nnamdi,Uncle,+234995900109,Rivers,"2025/2026, Term 1",Yes
STU3060,Chioma Lawal,JSS2,Female,2010/06/20,Biology,29,105,100,Fail,GRACE OKEKE,Father,(092) 327-1937,rivers,First Term 2025,false
STU3353,Funmilayo Chukwu   ,SS 1,Male,11.12.2017,Chemistry,23,150,100,D,bola mohammed,Aunt,0986 162 2999,Plateau,"2025/2026, Term 1",1
STU3071,Halima Ogundimu,SS2,Female,17.07.2016,Agricultural Science,25,-5,  ,B,Yusuf Mohammed   ,Uncle,234-182-337-498,Oyo,2025/2026 First Term,yes
STU3045,funmilayo eze,SS3,Male,2010/03/31,,29,105,100,Distinction,chioma afolabi,Aunt,68044369957,Imo,First Term 2025,No
STU3135,Bisi Nwosu,SS3,Male,N/A,Mathematics,26,-5,0,a,Fatima Ogundimu,Father,15969664160,Ogun,2025/2026 First Term,0
STU3043,Tobi Adekunle,SS3,Male,06/02/2017,Mathematics,25,-5,0,B,chidi nnamdi,father,(615) 951-4846,Ogun,2025/2026 First Term,Yes
STU3222,TUNDE ADEYEMI   ,SS3,Female,01 September 2009,Computer Studies,34,105,100,Pass,Bisi Mohammed,Aunt,234-128-682-300,Edo,First Term 2025,0
STU3332,Funmilayo Lawal,SS 1,Male,,Basic Science,18,150,100,A,WALE NWOSU   ,Mother,70593252500,Enugu,2025/2026 First Term,0
STU3062,Bisi Okeke,SS 1,M,2009-05-13,Physics,25,79,unknown,a,obinna ogundimu,father,234-663-193-149,Enugu,2025-2026 1st Term,no
STU3057,Segun Ogundimu,SS2,Male,2011/12/24,Mathematics,32,150,100,C,Sadiq Ajayi   ,father,0699 016 2720,Ogun,2025/2026 First Term,FALSE
STU3152,Aliyu Nnamdi,Jss 1,F,13.04.2014,Physics,36,150,100,D,wale balogun,father,08347359774,Ogun,2025/2026 First Term,TRUE
STU3233,Chioma Eze,jss1,M,19 June 2016,Civic Education,31,105,100,B,Kemi  Lawal   ,Father,0331 739 3638,Edo,2025/2026 First Term,Y
STU3065,Tunde Bello,SS1,F,07/12/2017,NIL,21,-5,0,Fail,Ngozi Olawale,MOTHER,234-776-945-314,Anambra,"2025/2026, Term 1",false
STU3267,Segun Balogun,ss3,Female,20 February 2013,Mathematics,28,150,100,B,Kunle Ajayi,Aunt,0000000000,Plateau,First Term 2025,true
STU3228,Amara Chukwu,SS1,Female,28.12.2012,Basic Science,35,150,100,Fail,Zainab Suleiman,Father,06870568566,Delta,First Term 2025,yes
