TransactionID,Date,Store,ProductName,Category,Quantity,UnitPrice,TotalAmount,PaymentMethod,CustomerName,CustomerPhone,State,CashierID,DiscountApplied
TXN1329,2026-04-07,  Prodigy Mart Abuja Wuse,Always Sanitary Pad,,1,998.363561233075,998.36 ,ATM Card,?,234-039-652-239,kano,EMP101,TRUE
TXN1435,06/01/2026,  Prodigy Mart Ikeja,Close-Up Toothpaste,personal care,1,NGN 714,,Bank Transfer,  Adaeze Ajayi,02834110809,Rivers,EMP117,TRUE
TXN1233,05/08/2025,  PRODIGY MART ABUJA WUSE,Indomie Noodles Carton,Groceries,0,"NGN 4,904","₦4,903.81",Bank Transfer,Ibrahim Okafor,33173936385,Abuja,EMP114,FALSE
TXN1348,13-Jun-2026,prodigy mart abuja wuse,Golden Penny Spaghetti,GROCERIES,1,-,975.34 ,Bank Transfer,Grace Yusuf,01158693806,Rivers,EMP120,Yes
TXN1016,06-Jul-2025,prodigy mart surulere,Milo  900g,Beverages,1,,"₦4,690.19",Cash,Emeka Mohammed   ,234-171-822-782,Abuja,EMP107,Y
TXN1167,02-Apr-2025,Prodigy Mart Yaba,Golden Penny Spaghetti   ,Groceries,1,856.7156987831783,₦856.72,Card,Halima Eze,77584161692,abuja,EMP107,Y
TXN1370,2025/08/19,PRODIGY MART YABA,KINGS VEGETABLE OIL 5L,COOKING OIL,NIL,"₦8,724.39","NGN 17,449",Transfer,   Tobi Nwosu   ,+234824172482,Lagos,EMP104,Yes
TXN1448,07/16/2025,Prodigy Mart Abuja Wuse,RICE BAG 50KG (MAMA GOLD),GROCERIES,1,"NGN 59,705","₦59,704.92",Cash,Bisi Bello   ,07723692929,Lagos,EMP124,TRUE
TXN1349,10-Jan-2025,PRODIGY MART IKEJA,Kings Vegetable Oil 5L,Cooking Oil,2,"₦8,026.89","₦16,053.77",NULL,Ibrahim Bello,234-879-374-160,Lagos,EMP102,false
TXN1263,2025/10/21,Prodigy Mart Ikeja,MILO 900G,n/a,5,3934.75 naira,"N19,674",Transfer,Tobi Yusuf,234-589-113-529,Rivers,EMP104,Yes
TXN1397,04/02/2025,PRODIGY MART IKEJA,Pampers Pack (Medium),baby care,1,"₦6,530.26","₦6,530.26",Card,Femi Chukwu,07751701660,oyo,EMP109,yes
TXN1440,18/05/2025,Prodigy Mart Yaba,Golden Penny Spaghetti,Groceries,2,NGN 972,1943.98 naira,Bank Transfer,Chidi Nnamdi   ,03038567700,Ibadan,EMP107,TRUE
TXN1268,15/02/2025,PRODIGY MART SURULERE,Omo Detergent 1kg,Household,2,"NGN 1,382","N2,764",pos,  Chidi Nnamdi,(140) 105-1238,lagos,EMP129,No
TXN1072,2026/01/28,Prodigy Mart Lekki   ,MILO 900G   ,Beverages,0,3924.76 naira,3924.76 naira,ATM Card,  Bola Okeke,+234134352408,Kano,EMP131,TRUE
TXN1461,2025/10/14,Prodigy Mart Surulere,Milo 900g,Beverages,10,"4,345.86 ","43,458.61 ",cash,Ngozi Yusuf,234-490-277-038,Lagos,EMP102,Yes
TXN1021,28 September 2025,PRODIGY MART IKEJA,dangote  sugar 1kg,groceries,2,"N1,162","₦2,324.03",POS,Grace  Mohammed,31165667010,Oyo,EMP128,No
TXN1027,2025-05-27,Prodigy Mart Ikeja,La Casera Drink,Beverages,2,358.5458845821957,NGN 717,pos,  ,02081219136,Oyo,EMP118,N
TXN1427,16.09.2025,Prodigy Mart Ikeja,maggi cubes pack,unknown,2,N353,N707,cash,NULL,0245 088 2100,Abuja,EMP135,TRUE
TXN1100,17.05.2026,PRODIGY MART YABA,  Kings Vegetable Oil 5L,cooking oil,3,"N9,767","₦29,300.39",POS,Chinedu Adeyemi,+234792374740,Abuja,EMP140,Yes
TXN1018,02/10/2025,Prodigy Mart Surulere,PAMPERS PACK (MEDIUM),Baby Care,10,6605.419878906076,"₦66,054.20",Card,Chidi Afolabi,07133150983,Lagos State,EMP115,yes
TXN1157,05/28/2025,PRODIGY MART IKEJA,Indomie Noodles Carton,Groceries,1,4779.44 naira,"NGN 4,779",Card,Musa Okafor,(047) 277-9010,Oyo,EMP136,0
TXN1362,29.01.2025,Prodigy Mart Lekki,Always Sanitary Pad,personal care,0,Unknown,N915,Cash,--,85524140602,ABUJA,EMP111,Y
TXN1194,2025-07-28,Prodigy Mart Surulere,Maggi Cubes Pack,null,1,334.64 naira,N335,ATM Card,Obinna Mohammed,0578 729 8259,Oyo,EMP135,Yes
TXN1103,25 March 2026,Prodigy Mart Ikeja,Milo  900G,  ,0,4286.808593067363,"NGN 4,287",pos,  Zainab Ajayi,0406 409 0974,Abuja,EMP135,FALSE
TXN1242,26.01.2026,Prodigy  Mart Yaba   ,Rice Bag 50kg (Mama Gold),groceries,5,"N69,908",,Cash,Fatima Bello,(182) 339-8454,Oyo,EMP106,1
TXN1122,N/A,Prodigy Mart Ikeja,Omo Detergent 1kg,Household,0,"₦1,413.56","1,413.56 ",pos,Amaka Adekunle,N/A,Kano,EMP135,No
TXN1169,03/23/2026,prodigy mart yaba,  hollandia yoghurt,DAIRY,10,822.2263550785183,"NGN 8,222",Transfer,Grace Ajayi,(275) 705-9640,Kano,EMP113,FALSE
TXN1123,30 April 2025,prodigy mart abuja wuse,knorr seasoning,Groceries,2,NGN 374,NGN 749,Card,Aliyu Chukwu   ,27111161528,rivers,EMP130,no
TXN1403,2025/04/09,  PRODIGY MART ABUJA WUSE,pampers pack (medium),Baby Care,-1,"₦6,286.17",6286.173220776475,Transfer,NIL,234-982-708-086,Kano,EMP126,N
TXN1479,24.10.2025,Prodigy Mart Ikeja,Pampers Pack (Medium),Baby Care,-1,6867.19 naira,6867.19 naira,Cash,Adaeze Okafor   ,+234702672885,Abuja,EMP119,FALSE
TXN1311,2025-08-02,prodigy mart abuja wuse,Milo 900g,BEVERAGES,1,"NGN 4,295",4295.225709495127,Bank Transfer,Femi Lawal,0493 759 7383,KANO,EMP127,No
TXN1076,2025-10-08,PRODIGY MART LEKKI,   DETTOL SOAP,Personal Care,1,₦503.37,₦503.37,Bank Transfer,-,+234699938677,Kano,EMP108,true
TXN1039,07.01.2026,PRODIGY MART YABA,Milo 900g,Beverages,-1,4159.92 naira,"4,159.92 ",Transfer,Ngozi Okonkwo,07543303654,KANO,EMP115,0
TXN1045,11 January 2026,Prodigy Mart Lekki,Kings Vegetable Oil 5L,Cooking Oil,1,"NGN 8,151",8151.490183393248,ATM Card,  Wale Suleiman,68044369957,Kano,EMP104,0
TXN1031,29/05/2025,PRODIGY MART IKEJA,  kings vegetable oil 5l,COOKING OIL,0,"N7,656","NGN 7,656",Cash,Wale  Nnamdi,0251 354 2784,Lagos State,EMP104,No
TXN1279,10/05/2025,Prodigy Mart Surulere,Kings Vegetable Oil 5L,Cooking Oil,2,"₦7,827.32","N15,655",Transfer,Chidi Lawal,09788191485,oyo,EMP136,no
TXN1247,01/05/2025,Prodigy Mart Abuja Wuse   ,Dangote Sugar 1kg,GROCERIES,2,"₦1,255.56","NGN 2,511",Mobile Money,Tobi Okafor   ,(614) 293-9685,kano,EMP120,TRUE
TXN1289,05 October 2025,  prodigy mart ikeja,Pampers Pack (Medium),baby care,1,7399.73853856143,"₦7,399.74",Bank Transfer,  Funmilayo Okeke,234-632-424-154,Lagos State,EMP134,Y
TXN1173,2026-04-14,PRODIGY MART IKEJA,Beans Bag 1 Paint,Groceries,1,3314.809384609873,"NGN 3,315",ATM Card,Chinedu Yusuf   ,234-278-681-447,Kano,EMP120,0
TXN1178,29-Apr-2026,Prodigy Mart Lekki,  Indomie Noodles Carton,Groceries,1,4345.51 naira,"₦4,345.51",Mobile Money,Chinedu Adekunle   ,+234912517785,Lagos State,EMP140,no
TXN1003,2025/11/19,  PRODIGY MART YABA,Always Sanitary Pad,Personal Care,1,unknown,₦905.11,POS,Yusuf Afolabi,(637) 940-2654,Lagos,EMP107,true
TXN1199,18-Aug-2025,Prodigy Mart Abuja Wuse,Knorr Seasoning,Groceries,3,434.4608201089118,"NGN 1,303",Cash,Wale Adeyemi,234-636-897-028,Rivers,EMP132,Yes
TXN1293,04/01/2026,Prodigy Mart Yaba   ,Dettol Soap,Personal Care,1,477.57 naira,₦477.57,Transfer,Chidi Okeke,234-262-218-909,KANO,EMP130,1
TXN1089,03.08.2025,  Prodigy Mart Ikeja,Rice Bag 50Kg (Mama Gold),Groceries,10,55976.63211458022,559766.32 naira,Cash,Funmilayo Adekunle   ,(086) 131-7127,Lag,EMP130,false
TXN1219,27/01/2025,PRODIGY MART IKEJA,La Casera Drink,BEVERAGES,1,344.72 naira,₦344.72,Transfer,Adaeze Mohammed,(087) 406-4039,FCT,EMP138,no
TXN1266,03/20/2025,  Prodigy Mart Lekki,Beans  Bag 1 Paint,  ,nil,"₦3,219.12","NGN 3,219",Bank Transfer,Ifeoma Ogundimu,0507 146 1125,Abuja,EMP133,1
TXN1086,23.11.2025,PRODIGY MART SURULERE,Close-Up Toothpaste,Personal Care,2,NGN 614,NULL,Bank Transfer,Amaka Okonkwo,01545168087,Rivers,EMP136,Y
TXN1162,14 May 2025,Prodigy Mart Lekki,Dangote Sugar 1kg,Groceries,1,1225.52 naira,1225.521226683919,pos,Bisi Balogun   ,234-670-654-051,Fct Abuja,EMP112,FALSE
TXN1102,10/31/2025,Prodigy Mart Ikeja,Omo Detergent 1kg   ,Household,10,NIL,"17,207.50 ",Transfer,Chioma Ogundimu,+234367136959,Lagos,EMP110,No
TXN1028,14.07.2025,Prodigy Mart Lekki,La Casera Drink   ,Beverages,3,334.16 naira,1002.49 naira,cash,Kemi Lawal,09399091699,Abuja,EMP114,true
TXN1250,16/10/2025,prodigy mart lekki,Maggi Cubes Pack,Groceries,1,361.28 naira,NGN 361,Mobile Money,  Tobi Mohammed,234-629-619-431,Abuja,EMP126,false
TXN1344,2025/02/17,prodigy  mart yaba,hollandia yoghurt,Dairy,10,1024.210207339413,"10,242.10 ",cash,Femi Balogun,234-720-506-149,Lagos,EMP120,no
TXN1354,06/19/2026,PRODIGY MART SURULERE,Close-Up Toothpaste,Personal Care,2,648.34 naira,"1,296.68 ",Card,null,0191 485 6467,Lagos,EMP137,true
TXN1087,20/05/2026,prodigy  mart ikeja,Hollandia Yoghurt,dairy,2,998.2567891650006,"₦1,996.51",Transfer,Sadiq Nnamdi,00385977034,rivers,EMP110,false
TXN1108,05/30/2025,PRODIGY MART ABUJA WUSE   ,Coca-Cola Crate,Beverages,2,"NGN 3,427",6853.424525863658,cash,Adaeze Bello,08175496513,Port Harcourt,EMP114,true
txn1468,02/11/2025,Prodigy Mart Yaba,CLOSE-UP TOOTHPASTE,Personal Care,1,₦714.79,N715,pos,Bola Yusuf,+234416335658,Lagos,EMP130,No
TXN1048,07 June 2025,Prodigy  Mart Surulere,Coca-Cola Crate,Beverages,0,"N3,633",nil,Bank Transfer,Bola Adeyemi,17693676320,Rivers,EMP122,1
TXN1374,2025-11-11,Prodigy Mart Abuja Wuse,Bournvita 500g,BEVERAGES,1,"N3,191","N3,191",cash,Ifeoma Nwosu,+234725217525,kano,EMP110,Yes
TXN1318,03/03/2026,Prodigy Mart Surulere   ,Knorr Seasoning   ,Groceries,NULL,NGN 343,"3,429.33 ",cash,Bisi Bello,04741124903,FCT,EMP136,No
TXN1365,2025/06/08,Prodigy Mart Abuja Wuse,  coca-cola crate,,1,3278.120839555023,3278.120839555023,POS,Bola Olawale,57437489691,abuja,EMP128,N
TXN1098,14.03.2025,Prodigy Mart Yaba,Maggi Cubes Pack,groceries,1,NIL,₦390.81,pos,Yusuf Olawale   ,+234400504556,Kano,EMP105,Y
TXN1104,10.06.2025,PRODIGY MART LEKKI,peak milk tin,Dairy,1,"1,273.02 ","₦1,273.02",ATM Card,Chinedu Eze   ,(953) 394-2104,Rivers,EMP135,N
TXN1446,17/03/2026,  Prodigy Mart Yaba,Omo Detergent 1kg,Household,2,"N1,643","NGN 3,285",Mobile Money,Chidi Nwosu,+234922809202,Oyo,EMP118,Yes
TXN1067,22/03/2026,prodigy mart surulere,MAGGI CUBES PACK,Groceries,1,NGN 321,320.54 ,Transfer,Musa Abubakar,35454948083,Kano,EMP115,no
TXN1332,unknown date,PRODIGY MART LEKKI,Kings Vegetable Oil 5L,Cooking Oil,2,-,"16,434.98 ",Transfer,Chidi Lawal,,Kano,EMP122,No
TXN1371,2025/10/17,Prodigy Mart Lekki,Maggi Cubes Pack,GROCERIES,0,371.41913839638073,NGN 371,Cash,  Ibrahim Mohammed,+234353465549,Port Harcourt,EMP126,1
TXN1063,not set,PRODIGY MART YABA,Knorr Seasoning,n/a,10,N377,"NGN 3,775",Bank Transfer,Chioma Ogundimu,90586518506,Lagos State,EMP124,TRUE
TXN1399,28.02.2026,Prodigy Mart Surulere   ,COCA-COLA CRATE,Beverages,2,3381.55 naira,6763.11 naira,Bank Transfer,?,,oyo,EMP102,no
TXN1240,26.11.2025,Prodigy Mart Surulere,Bournvita 500g,beverages,1,3210.33 naira,"N3,210",POS,Ibrahim Ajayi   ,(509) 977-0088,Lagos,EMP119,true
TXN1231,01/05/2025,Prodigy  Mart Surulere   ,Dettol Soap   ,PERSONAL CARE,10,410.8967163212456,,Mobile Money,Funmilayo Olawale,01751830469,FCT,EMP120,Y
TXN1156,07/06/2026,Prodigy Mart Surulere   ,Beans Bag 1 Paint,GROCERIES,--,3659.8861055977964,"NGN 3,660",Bank Transfer,Aliyu Suleiman,234-615-305-152,KANO,EMP108,Y
TXN1207,16/11/2025,Prodigy Mart Ikeja,Bournvita 500G,beverages,1,2878.170124785975,2878.17 naira,Cash,Emeka Okeke,234-401-938-026,rivers,EMP124,TRUE
TXN1130,03.09.2025,prodigy mart surulere,Omo Detergent 1kg,HOUSEHOLD,2,"N1,380","N2,759",Card,Ngozi Adeyemi   ,0229 014 7679,lagos,EMP100,0
TXN1431,31/05/2026,Prodigy Mart Yaba,Milo 900g,BEVERAGES,3,"₦3,885.10","11,655.29 ",Card,NIL,55231491357,Rivers,EMP127,Y
TXN1343,04-Mar-2026,  Prodigy Mart Surulere,Dettol Soap,personal care,5,468.37 ,,Bank Transfer,Funmilayo Suleiman,06884443106,LAGOS,EMP130,false
txn1304,2025-10-17,Prodigy Mart Surulere,MILO 900G,Beverages,1,"NGN 4,454",4453.981378583602,pos,  Chioma Okeke,05884252410,Abuja,EMP136,true
TXN1466,04/20/2026,prodigy mart yaba,Dangote Sugar 1kg,GROCERIES,10,"1,189.32 ","₦11,893.16",Transfer,Yusuf Adeyemi,81845184894,LAGOS,EMP108,FALSE
TXN1115,19 February 2026,Prodigy Mart Surulere,knorr seasoning,Groceries,1,419.20 naira,419.20 ,Transfer,Ngozi Ogundimu,35290422842,Kano,EMP102,N
TXN1472,05/06/2026,Prodigy  Mart Abuja Wuse,Dangote Sugar 1kg   ,Groceries,3,"NGN 1,159","₦3,476.76",Cash,   Zainab Yusuf   ,0790 807 5957,Oyo,EMP140,0
TXN1201,09/02/2026,  PRODIGY MART LEKKI,La Casera Drink,Beverages,3,375.43 naira,"₦1,126.30",Transfer,Chidi Ogundimu,(549) 733-4843,Kano,EMP106,true
TXN1335,23 February 2026,Prodigy Mart Yaba   ,La Casera Drink,beverages,-1,NIL,₦402.40,Card,Ibrahim Balogun,+234392644220,Abuja,EMP132,true
TXN1147,03 May 2026,prodigy mart ikeja,La Casera Drink,BEVERAGES,10,₦335.81,"N3,358",cash,  Bola Adeyemi,25462914865,Oyo,EMP135,Y
TXN1008,10 February 2025,prodigy mart abuja wuse,HOLLANDIA YOGHURT,?,2,NULL,"₦1,880.51",pos,Ifeoma Nwosu,76483503056,Oyo State,EMP106,Y
TXN1229,2025/06/11,Prodigy Mart Ikeja,Peak Milk Tin,Dairy,2,"₦1,345.66","NGN 2,691",ATM Card,  Fatima Nnamdi   ,234-628-733-427,Kano,EMP125,Yes
TXN1138,not set,PRODIGY  MART ABUJA WUSE,La Casera Drink,beverages,1,370.47 naira,NGN 370,Bank Transfer,Funmilayo Balogun,0188 355 2312,Abuja,EMP130,TRUE
TXN1088,28 June 2025,prodigy mart surulere,Milo 900g,BEVERAGES,10,nil,"₦44,616.39",pos,Musa Nwosu   ,234-477-109-324,Rivers,EMP140,false
TXN1449,2025/03/24,PRODIGY MART SURULERE,Peak Milk Tin,Dairy,0,"₦1,274.49",1274.49 naira,cash,Adaeze Ogundimu,+234257991366,Rivers,EMP131,false
TXN1194,2025-07-28,Prodigy Mart Surulere,Maggi Cubes Pack,null,1,334.64 naira,N335,ATM Card,Obinna Mohammed,0578 729 8259,Oyo,EMP135,Yes
TXN1126,03-Jun-2025,Prodigy Mart Lekki,Close-Up Toothpaste,personal care,2,NGN 609,"₦1,217.40",cash,Grace Eze,234-851-493-689,Rivers,EMP122,true
TXN1344,2025/02/17,prodigy  mart yaba,hollandia yoghurt,Dairy,10,1024.210207339413,"10,242.10 ",cash,Femi Balogun,234-720-506-149,Lagos,EMP120,no
TXN1222,17.01.2026,Prodigy Mart Abuja Wuse   ,Dettol Soap,Personal Care,10,NGN 432,,Card,Ibrahim Mohammed   ,(512) 868-2300,Kano,EMP130,true
TXN1109,21-Jul-2025,  Prodigy Mart Lekki,BEANS BAG 1 PAINT,unknown,0,"₦3,628.29","NGN 3,628",Cash,Grace Ajayi,09859317461,Rivers,EMP111,TRUE
TXN1081,12.09.2025,   Prodigy Mart Ikeja,  Pampers Pack (Medium),Baby Care,5,"₦6,214.84","NGN 31,074",cash,Ibrahim Ajayi,49947174648,Oyo,EMP115,Y
TXN1080,03/10/2025,Prodigy Mart Surulere   ,Beans Bag 1 Paint,GROCERIES,1,3806.05 naira,"NGN 3,806",cash,,0361 832 4210,rivers,EMP111,Yes
TXN1239,08.01.2025,Prodigy Mart Surulere,Dangote Sugar 1kg,Groceries,2,"NGN 1,134","₦2,267.28",ATM Card,  Chioma Mohammed   ,+234062312038,Port Harcourt,EMP132,1
TXN1250,16/10/2025,prodigy mart lekki,Maggi Cubes Pack,Groceries,1,361.28 naira,NGN 361,Mobile Money,  Tobi Mohammed,234-629-619-431,Abuja,EMP126,false
TXN1210,16.05.2025,   Prodigy Mart Yaba,Rice Bag 50kg (Mama Gold),Groceries,5,"NGN 63,166",,ATM Card,Grace Balogun,(152) 742-0549,Lagos,EMP105,N
TXN1269,25 May 2025,Prodigy Mart Abuja Wuse,GOLDEN PENNY SPAGHETTI,GROCERIES,2,"NGN 1,065","N2,130",Transfer,Obinna Eze   ,08258673622,kano,EMP110,yes
TXN1042,14 April 2026,PRODIGY MART ABUJA WUSE,Dangote Sugar 1kg,GROCERIES,1,1055.57 naira,1055.5708634514513,Bank Transfer,Adaeze  Bello,69340608835,Lagos,EMP121,Y
TXN1068,07 February 2026,PRODIGY MART ABUJA WUSE   ,Close-Up Toothpaste,personal care,2,₦717.68,1435.3607175156965,ATM Card,Ibrahim Nwosu,(136) 783-7770,Kano,EMP134,TRUE
TXN1112,2025/01/07,PRODIGY MART ABUJA WUSE,Indomie Noodles Carton,groceries,n/a,4807.46 naira,"NGN 24,037",Mobile Money,Grace Mohammed,04053773515,Oyo,EMP109,No
TXN1284,19-Apr-2025,Prodigy Mart Abuja Wuse,power oil 1l,Cooking Oil,1,,2335.10 naira,pos,  Wale Suleiman,04223253672,Kano,EMP103,true
TXN1409,2025/05/31,Prodigy  Mart Lekki,Bournvita 500G,Beverages,5,"₦3,062.55",15312.752202410906,cash,null,(620) 034-2442,Ibadan,EMP104,no
TXN1267,27 February 2025,Prodigy Mart Abuja Wuse,Kings Vegetable Oil 5L,Cooking Oil,2,"N8,501","₦17,001.71",POS,?,invalid,Abuja,EMP140,Yes
TXN1106,04/07/2026,PRODIGY MART YABA,Hollandia Yoghurt,Dairy,1,N984,983.73 ,POS,Musa Ajayi,+234588424745,Rivers State,EMP118,0
TXN1327,21/01/2026,PRODIGY MART YABA   ,Close-Up Toothpaste,Personal Care,2,NGN 733,1466.67 naira,Cash,Musa Okonkwo,0856 420 5930,Lagos,EMP108,0
TXN1111,08.01.2025,Prodigy Mart Lekki   ,Golden Penny Spaghetti,Groceries,1,894.756267188205,894.76 naira,N/A,Adaeze Okonkwo,0758 692 6179,Kano,EMP127,no
TXN1223,2026-02-02,Prodigy Mart Yaba,La Casera Drink,Beverages,1,NULL,NGN 330,Bank Transfer,Wale Chukwu   ,+234868633752,Oyo State,EMP127,0
TXN1368,11.01.2025,Prodigy Mart Lekki,Bournvita 500g,Beverages,2,2806.44 naira,"NGN 5,613",cash,Zainab Bello,0965 207 4466,Abuja,EMP135,0
TXN1259,2026-01-29,PRODIGY MART LEKKI,Coca-Cola Crate,Beverages,10,3480.58 naira,"NGN 34,806",cash,   Yusuf Nwosu,+234654793564,Rivers,EMP103,true
TXN1329,2026-04-07,  Prodigy Mart Abuja Wuse,Always Sanitary Pad,,1,998.363561233075,998.36 ,ATM Card,?,234-039-652-239,kano,EMP101,TRUE
TXN1151,30.03.2025,prodigy mart surulere   ,Rice Bag 50kg (Mama Gold),Groceries,unknown,-,60008.209957294006,Mobile Money,Funmilayo Mohammed   ,+234706537947,Lag,EMP107,Yes
TXN1025,2025-12-07,Prodigy Mart Lekki,power oil 1l,Cooking Oil,-1,"₦2,144.28","₦2,144.28",pos,   Sadiq Ogundimu,+234474687234,LAGOS,EMP121,FALSE
TXN1092,04/05/2026,PRODIGY MART LEKKI,La Casera Drink,Beverages,1,325.52466404110044,NGN 326,Bank Transfer,Sadiq  Adekunle,0499 727 8755,lagos,EMP136,FALSE
TXN1129,14/11/2025,prodigy  mart yaba,Hollandia Yoghurt,Dairy,5,927.78 naira,4638.89 naira,ATM Card,Bisi Afolabi,(675) 254-5991,Kano,EMP124,1
TXN1153,03.07.2025,Prodigy Mart Yaba,Peak Milk Tin,Dairy,1,1207.94 naira,"1,207.94 ",ATM Card,Ibrahim Ogundimu,234-862-392-407,KANO,EMP121,no
TXN1411,02/12/2025,Prodigy Mart Yaba,Close-Up Toothpaste,personal care,N/A,₦649.09,,ATM Card,  ,234-384-066-658,Oyo,EMP123,0
TXN1382,12/05/2025,prodigy mart yaba,Rice Bag 50kg (Mama Gold),Groceries,3,68310.43 naira,"NGN 204,931",pos,Ifeoma Mohammed,(016) 761-8472,Abuja,EMP115,0
TXN1013,2025/12/10,prodigy mart surulere   ,  Golden Penny Spaghetti,GROCERIES,2,NGN 977,"₦1,954.84",POS,Emeka Okonkwo,05146270482,kano,EMP133,TRUE
TXN1356,2025/04/18,Prodigy Mart Surulere,  maggi cubes pack,Groceries,5,NGN 352,"1,759.48 ",ATM Card,Amaka Okeke,(653) 074-5054,Lagos,EMP107,N
TXN1004,15/12/2025,Prodigy Mart Surulere,Pampers Pack (Medium),Baby Care,2,"NGN 7,099",14197.945881136697,Cash,  Obinna Okafor,+234511615594,Oyo,EMP105,false
TXN1249,2026-06-08,prodigy mart yaba,Bournvita 500g,Beverages,3,"₦2,914.55",8743.648528757452,Transfer,  Emeka Adekunle,09965047735,Abuja,EMP119,FALSE
TXN1195,28.04.2026,Prodigy Mart Abuja Wuse   ,Peak Milk Tin   ,DAIRY,3,1359.32 naira,4077.96 naira,POS,   Halima Afolabi   ,234-694-958-887,Rivers,EMP118,yes
TXN1029,2026-02-09,Prodigy Mart Surulere,CLOSE-UP TOOTHPASTE,unknown,-1,NGN 644,₦644.44,Cash,  Obinna Eze,54353462475,oyo,EMP126,true
TXN1191,2025-02-25,prodigy mart abuja wuse,La Casera Drink,Beverages,1,₦388.63,388.62888457031437,cash,Amaka Nwosu,09835841687,Kano,EMP117,No
TXN1298,N/A,Prodigy  Mart Abuja Wuse,maggi cubes pack   ,Groceries,2,N383,NGN 767,pos,Adaeze Nwosu,(180) 552-6965,Oyo,EMP115,Yes
TXN1307,2025/12/11,PRODIGY MART IKEJA,Dettol Soap,Personal Care,1,442.89093299553144,442.89093299553144,Mobile Money,Ifeoma Okafor,(800) 030-7562,Oyo,EMP114,yes
TXN1264,04-Feb-2026,PRODIGY MART IKEJA,KINGS VEGETABLE OIL 5L,Cooking Oil,1,"N8,331",8330.544007115312,Bank Transfer,Obinna Suleiman,0965 610 1438,Oyo,EMP114,false
TXN1052,03/28/2026,Prodigy Mart Yaba,Hollandia Yoghurt,Dairy,1,--,₦852.93,Mobile Money,Segun Adekunle,234-143-455-812,Rivers,EMP131,no
TXN1358,27.09.2025,Prodigy Mart Abuja Wuse,  Power Oil 1L,Cooking Oil,1,"NGN 2,060","₦2,060.37",Bank Transfer,Obinna Okonkwo,0137 367 8508,Rivers,EMP110,no
TXN1211,24 February 2025,PRODIGY  MART IKEJA,La Casera Drink,beverages,-1,365.47 naira,N365,Bank Transfer,Obinna  Okafor,02966851612,Lagos,EMP134,Y
TXN1322,2025/11/21,Prodigy Mart Surulere,La Casera Drink,BEVERAGES,1,344.10818642572633,344.11 naira,cash,Zainab Nnamdi,(013) 721-5107,Port Harcourt,EMP136,false
TXN1306,2026-02-22,  prodigy mart surulere,Kings Vegetable Oil 5L,Cooking Oil,-1,8170.505851320569,8170.51 naira,POS,   Adaeze Afolabi,0079 252 4191,kano,EMP135,N
TXN1477,08/03/2025,prodigy mart yaba,KNORR  SEASONING,Groceries,10,₦402.69,"₦4,026.94",Mobile Money,Musa Yusuf,invalid,Abuja,EMP108,Yes
TXN1107,2026-06-09,Prodigy Mart Abuja Wuse,Kings Vegetable Oil 5L,Cooking Oil,1,"₦8,527.08",8527.08 naira,Bank Transfer,Ifeoma Suleiman,N/A,Lagos,EMP112,yes
TXN1425,06.01.2025,Prodigy Mart Lekki,Knorr Seasoning   ,Groceries,2,N436,872.0329010449572,cash,Obinna Okafor,+234158144914,oyo,EMP108,false
TXN1392,03.01.2026,Prodigy Mart Lekki,always sanitary pad,Personal Care,1,934.04 ,934.04 ,POS,Femi Adeyemi,02771670145,Abuja,EMP121,0
TXN1324,30 December 2025,Prodigy Mart Yaba,Power Oil 1L,COOKING OIL,2,1938.52 naira,"N3,877",cash,Zainab Nnamdi,+234447209993,Kano,EMP133,true
TXN1442,02/22/2026,  Prodigy Mart Abuja Wuse,INDOMIE NOODLES CARTON   ,Groceries,0,-,4206.705360681462,pos,Wale Bello,91846386557,Abuja,EMP102,N
TXN1032,2025/05/10,prodigy mart surulere,  Rice Bag 50kg (Mama Gold),Groceries,0,unknown,58099.174297735655,pos,N/A,08084124118,Rivers,EMP135,Yes
TXN1326,2026/06/09,PRODIGY MART ABUJA WUSE,Close-Up Toothpaste,Personal Care,0,₦589.64,N/A,Transfer,  Fatima Afolabi,0838 065 7875,Fct Abuja,EMP135,true
TXN1341,17-Mar-2026,Prodigy Mart Lekki,Dettol Soap,Personal Care,0,NGN 406,NGN 406,Mobile Money,Unknown,+234262181599,Fct Abuja,EMP119,No
TXN1243,11/20/2025,  Prodigy Mart Yaba,Indomie Noodles Carton,-,-1,NIL,"N5,009",Card,  Zainab Bello,+234567933410,Lagos,EMP111,0
TXN1037,29/03/2026,Prodigy  Mart Surulere,Kings Vegetable Oil 5L,COOKING OIL,10,"N7,795",77951.08 naira,Mobile Money,Chidi Adeyemi,+234869232260,LAGOS,EMP105,TRUE
TXN1059,not set,prodigy mart surulere,Peak Milk Tin,Dairy,5,1211.688843446238,"NGN 6,058",Mobile Money,Ifeoma Okonkwo,70805310033,Kano,EMP120,false
TXN1180,27.04.2025,Prodigy Mart Lekki,Knorr Seasoning,Groceries,-1,NGN 410,₦409.69,POS,Sadiq Mohammed,02253584143,Lagos State,EMP127,Yes
TXN1395,2025/04/05,Prodigy Mart Ikeja,maggi cubes pack,n/a,1,N357,,Mobile Money,Halima Okonkwo,07721753540,Rivers,EMP133,0
TXN1346,15.07.2025,Prodigy Mart Surulere,POWER OIL 1L,Cooking Oil,0,2231.34 naira,"N2,231",NULL,Funmilayo Afolabi,77418625652,Abuja,EMP136,no
