PlayerID,PlayerName,Nationality,DateOfBirth,Position,PreferredFoot,Academy,JoinDate,ContractEndDate,MonthlySalaryNGN,GoalsScored,Assists,AppearancesTotal,PlayerStatus,FIFARegistered,ContactPhone
PLY300122,Femi Afolabi,Malian,09-May-2001,Winger,right foot,Lobi Stars Academy,22 November 2024,2028/03/08,"₦5,676,383.66",  ,1,241,Active,0,N/A
PLY300355,Fatima Bello,Cameroonian,03/27/2001,Striker,right foot,Lobi Stars Academy,unknown date,16-Sep-2027,"N6,865,638",58,-1,-1,Active,0,+234361328507
PLY300087,Amaka Okeke,NIGERIAN,11 November 2014,Defender,Both,Enyimba FC Academy,04.07.2019,2020-07-20,"N2,880,298",-3,34,197,Retired,0,0910 933 7118
PLY300092,FUNMILAYO MOHAMMED,Nigerian,2015-11-23,Forward ,LEFT,Sunshine Stars Academy,2021/04/29,10/09/2022,4468381.10 naira,3,40,-1,Active,no,+234943202939
PLY300156,Sadiq Ajayi,Senegalese,2013-01-30,Centre Back,right,Lobi Stars Academy,04-Jul-2018,07.09.2020,1861564.30 naira,,11,-1,active,1,0000000000
PLY300268,Grace Mohammed,Ivorian,11/03/2013,Striker ,Right ,Kano Pillars Academy,16-Jan-2019,06/16/2021,"₦1,295,142.82",999,-1,7,Active,true,81335956164
PLY300408,Chidi Nwosu,Ivorian,2006/11/18,goalkeeper,Right ,Rivers United Academy,14 May 2018,31 March 2023,"5,660,454.04 ",79,31,999,Loaned out,yes,+234171731893
PLY300067,Halima Eze,Cameroonian,05 March 2015,DEFENDER,right foot,Heartland FC Academy,2021/12/15,2023/10/09,"₦4,387,925.90",999,-1,999,Transferred,yes,52850676251
PLY300126,Funmilayo  Suleiman,Malian,04/16/2003,goalkeeper,right foot,Kano Pillars Academy,09/01/2019,03/10/2022,Unknown,-3,7,999,Loaned Out,N,+234419909700
PLY300370,Bisi Chukwu,Cameroonian,29.12.2002,Striker ,LEFT,Heartland FC Academy,03/05/2022,,"NGN 6,458,484",-3,29,999,INJURED,0,45793897015
PLY300100,Ngozi Okeke,Ghanaian,2008-04-26,Mid fielder,both,Lobi Stars Academy,15/02/2022,04/08/2023,"N7,579,223",999,-1,187,Active,0,(972) 404-2269
PLY300175,wale chukwu,NIGERIAN,10/01/2006,Forward ,Both,Rivers United Academy,2023-12-05,15 August 2025,"6,655,890.24 ",999,15,-1,Retired,TRUE,0379 538 1649
PLY300034,kunle nwosu,Ivorian,11/08/2009,Striker,LEFT,Kano Pillars Academy,09/18/2021,,"₦2,079,913.28",999,-,-1,Active,no,03160875243
PLY300270,Amaka Nnamdi,Nigerian ,02.07.2004,Forward ,both,Kano Pillars Academy,25.09.2021,N/A,3983807.85,63,20,999,Transferred,TRUE,+234250429019
PLY300284,Emeka Mohammed,Nigerian,2001/11/20,Mid fielder,right,Shooting Stars Academy,,,"₦3,783,767.42",999,-1,218,Active ,Yes,(509) 889-8645
PLY300083,Tobi Ajayi,Cameroonian,02/14/2010,Goalkeeper,LEFT,Enyimba FC Academy,20/06/2021,23-Nov-2023,"NGN 7,075,470",-3,-1,187,Retired,N,(456) 350-2000
PLY300138,ALIYU BALOGUN,Nigerian ,2009-11-24,Mid fielder,right foot,Heartland FC Academy,2021/02/05,,"N3,686,142",74,null,-1,Retired,N,+234157787112
PLY300160,obinna lawal,Cameroonian,2007-07-19,Forward ,Left,Kano Pillars Academy,18.06.2024,30 March 2028,"N1,547,898",-3,-1,251,Active,true,0209 819 6027
PLY300293,Obinna Okeke,nigerian,2005-11-08,Centre Back,right,Enyimba FC Academy,not set,,"NGN 686,238",67,-1,999,INJURED,Y,63347272742
PLY300164,Tobi Ajayi,Malian,17-May-2012,Forward ,LEFT,Lobi Stars Academy,2024/01/05,08-Aug-2028,"NGN 5,852,337",53,--,102,Loaned out,true,234-617-136-657
PLY300423,Bola Okeke,Ivorian,2007/02/17,Goalkeeper,Right ,Kano Pillars Academy,04/10/2023,25-Jul-2027,"3,266,751.46 ",-3,0,-1,Injured,No,0562 294 9381
PLY300292,Tunde Afolabi,Cameroonian,30 April 2005,Mid fielder,Right ,Shooting Stars Academy,2023/09/03,14 April 2025,"N7,648,505",9,39,291,Active,Yes,06185380032
PLY300294,Tunde Okafor,Cameroonian,23.01.2001,Midfielder,Left,Kano Pillars Academy,18 October 2018,20-Apr-2021,"NGN 5,389,592",-3,-1,-1,Active,No,+234183061789
PLY300312,MUSA BELLO,NIGERIAN,2002-12-14,Mid fielder,right foot,Kano Pillars Academy,2020-12-04,03.01.2024,7917848.30 naira,65,-1,101,Retired,Yes,0791 452 1182
PLY300412,Femi Ajayi   ,Ivorian,02-Mar-2003,Striker ,Left,Lobi Stars Academy,2022-08-08,,1525279.25 naira,Unknown,-1,-1,Loaned out,true,N/A
PLY300318,Halima Ogundimu,NIGERIAN,03/14/2002,Centre Back,right foot,Rivers United Academy,12.07.2024,25 January 2029,"N2,942,465",31,-1,258,Loaned Out,Yes,08728660416
PLY300362,  Ifeoma Ogundimu,nigerian,09/05/2009,Forward ,Right ,Enyimba FC Academy,05 October 2021,25 February 2024,"N1,327,373",18,-1,-1,Injured,Y,(715) 160-2529
PLY300022,tobi olawale   ,Ivorian,06/03/2005,Winger,Right ,Lobi Stars Academy,06 August 2018,,"N6,476,011",999,3,114,Active ,false,234-965-555-356
PLY300005,Fatima Balogun,Malian,2001/10/29,Forward ,Right ,Kano Pillars Academy,05/31/2021,04 September 2022,7717075.16 naira,11,58,,active,1,04497347156
PLY300238,Amara Nwosu,nigerian,2009/09/28,Winger,right foot,Enyimba FC Academy,05/31/2019,2024-03-05,"₦3,915,659.23",46,-1,999,INJURED,Yes,0785 598 2176
PLY300316,Grace Okonkwo,Ghanaian,10.02.2003,Forward ,Right,Lobi Stars Academy,2018/10/02,11/26/2022,"NGN 2,879,405",999,6,245,Retired,Y,234-788-116-162
PLY300358,Blessing Afolabi,Malian,28/01/2005,Striker,right,Heartland FC Academy,2019-01-19,21/10/2020,"N1,357,459",999,-1,-1,Loaned Out,TRUE,01579039235
PLY300120,tunde afolabi,Ghanaian,03 November 2000,Mid fielder,right,Enyimba FC Academy,08-Nov-2023,2028/03/08,2395679.69,-3,46,999,active,false,0200 928 2066
PLY300116,Ibrahim Ajayi,Nigerian ,2012-12-04,Midfielder,Left,Heartland FC Academy,05-Oct-2021,2026-09-27,"1,098,759.79 ",999,-1,256,Injured,1,28633302126
PLY300308,chinedu adekunle,nigerian,24 September 2014,Striker,both,Rivers United Academy,15/04/2021,17-Dec-2023,3705123.43,41,15,23,Transferred,1,06394568044
PLY300009,Kemi Okafor,Nigerian,2012-09-04,Striker ,right foot,Kano Pillars Academy,2023/02/11,17-Dec-2024,1456243.91,73,-1,208,Loaned Out,1,0323 008 5766
PLY300070,CHIOMA OKEKE,Senegalese,04-Feb-2007,Forward ,both,Shooting Stars Academy,2018-04-15,N/A,"NGN 5,343,233",999,34,-1,Loaned out,N,09754510526
PLY300422,FATIMA ADEKUNLE   ,Ghanaian,16-Mar-2007,Defender,right,Heartland FC Academy,24/06/2021,04/04/2024,5581826.84 naira,-3,30,999,Injured,0,+234548574172
PLY300314,Chinedu Afolabi,Ivorian,12-Aug-2014,Forward,both,Sunshine Stars Academy,2018/03/11,2022-02-16,"NGN 3,115,835",44,-1,-1,Active,yes,07464520599
PLY300123,BISI OKEKE,nigerian,06 December 2010,Winger,Both,Heartland FC Academy,01-Nov-2023,04-Mar-2025,"4,509,316.49 ",999,-1,unknown,Transferred,true,234-775-662-056
PLY300336,Bisi Chukwu,Nigerian ,2009/07/26,Forward,LEFT,Sunshine Stars Academy,2023/08/26,04 December 2027,"₦6,081,542.21",n/a,12,-1,Transferred,1,22216107051
PLY300072,KUNLE BELLO,Ghanaian,05/18/2009,DEFENDER,Right,Lobi Stars Academy,20/06/2021,12/15/2023,"₦7,967,800.58",999,-1,999,Active,no,234-702-437-654
PLY300078,Chinedu Ogundimu,NIGERIAN,16/11/2004,goalkeeper,Left,Shooting Stars Academy,30 January 2023,03/01/2027,3985810.61 naira,-3,-1,999,Loaned Out,1,04716392823
PLY300396,Funmilayo Ajayi,Ivorian,01/27/2007,Forward ,both,Enyimba FC Academy,2020/04/01,,4702741.73,-3,-1,-1,Loaned Out,TRUE,0757 494 9022
PLY300368,Amaka Mohammed,NIGERIAN,2007-01-02,Forward ,Left,Kano Pillars Academy,29-May-2018,24 April 2022,"₦1,902,643.71",999,-1,212,INJURED,false,+234607540915
PLY300281,Tunde Eze,Malian,08/05/2003,Mid fielder,right,Shooting Stars Academy,18-Jan-2022,16.11.2023,"₦5,589,318.13",5,5,-1,Active ,1,(910) 157-6764
PLY300107,Amaka Lawal,Ivorian,22.01.2011,Striker ,Right ,Shooting Stars Academy,10.11.2018,17/04/2021,"NGN 7,607,392",-3,22,999,Active,no,61721314519
PLY300172,Halima Adeyemi,Senegalese,20-Mar-2015,Mid fielder,right,Lobi Stars Academy,30-Jan-2018,2020/09/17,NIL,79,30,-1,Transferred,Yes,51720849649
PLY300239,Blessing Okafor,Ivorian,05/10/2001,Striker,Left,Heartland FC Academy,06/07/2024,16/11/2028,"NGN 7,269,970",28,-1,999,Transferred,N,(191) 284-1173
PLY300426,Grace Lawal,Malian,11-Mar-2014,Goalkeeper,Left,Kano Pillars Academy,07 March 2019,,"N150,401",999,38,999,Transferred,0,234-449-021-666
PLY300410,Ibrahim Adeyemi,nigerian,12/30/2015,Forward,right,Enyimba FC Academy,25.04.2020,2021/11/30,"₦4,136,955.84",--,21,276,INJURED,Y,07046947258
PLY300388,bisi olawale,Nigerian ,05/15/2016,DEFENDER,Both,Shooting Stars Academy,2024/02/23,16 July 2027,"₦3,235,039.86",999,-1,92,Retired,TRUE,0715 096 8832
PLY300202,Blessing Adekunle,nigerian,04-Sep-2013,Forward,both,Kano Pillars Academy,12/17/2019,06-Dec-2022,"NGN 429,268",-3,-1,-1,active,FALSE,21145775847
PLY300327,Ifeoma Balogun,Cameroonian,N/A,Forward ,Right ,Kano Pillars Academy,29-Oct-2022,2024/01/11,"₦8,447,140.75",49,-1,208,Retired,true,33192227051
PLY300224,  SADIQ OKAFOR,NIGERIAN,2014/03/08,Forward,LEFT,Rivers United Academy,24/02/2020,06/03/2022,"6,467,676.01 ",999,-1,33,Injured,N,234-791-620-223
PLY300168,Tunde Olawale,Nigerian,24.11.2004,Forward ,LEFT,Lobi Stars Academy,14/07/2019,00/00/0000,1710982.82 naira,999,-1,167,Active ,yes,0231 244 7315
PLY300096,Tunde Eze,nigerian,16/09/2015,Striker,right foot,Heartland FC Academy,2020-07-02,09/29/2024,6774204.06 naira,999,-1,-1,Transferred,yes,234-426-945-005
PLY300161,Funmilayo Yusuf,Nigerian,07/30/2002,Centre Back,right,Sunshine Stars Academy,28-Jan-2022,2023-03-25,330184.07,9,14,-1,INJURED,yes,23343836404
PLY300322,Chinedu Abubakar,Senegalese,2013-11-09,Mid fielder,right,Sunshine Stars Academy,15-Oct-2022,,"N7,253,010",54,28,-1,active,0,+234318751097
PLY300389,Chinedu Olawale,Nigerian,06/29/2005,goalkeeper,Right,Kano Pillars Academy,2021/03/26,27/12/2023,"NGN 474,855",21,-1,-1,Active ,false,(532) 735-2410
PLY300231,Funmilayo Ogundimu,Cameroonian,05/08/2000,Goalkeeper,Right ,Shooting Stars Academy,27.04.2019,18 February 2023,"N3,963,921",1,15,999,Active,N,08425995996
PLY300082,Tobi Nwosu,Ivorian,,Striker ,Both,Kano Pillars Academy,16-Jul-2018,15 May 2020,2990731.66 naira,999,30,999,INJURED,no,56708604145
PLY300367,Kemi Suleiman,Nigerian ,03/30/2007,goalkeeper,Left,Shooting Stars Academy,18 February 2020,10.11.2021,"NGN 6,546,895",28,30,999,active,TRUE,+234546540842
PLY300399,Chinedu Suleiman,Malian,12/08/2007,Forward,both,Sunshine Stars Academy,18.02.2018,10/11/2020,"₦380,388.39",null,52,-1,Active,0,234-394-290-458
PLY300108,  Adaeze Afolabi,Nigerian ,09 November 2009,Forward,Both,Lobi Stars Academy,2018/05/07,,6469398.7,999,24,999,Injured,yes,(515) 109-2268
PLY300385,Segun Mohammed,Malian,2009/10/09,Goalkeeper,right foot,Shooting Stars Academy,N/A,21.12.2024,4764888.8,20,-1,-1,Active ,0,0226 408 5721
PLY300291,Fatima Adekunle,Ivorian,09/05/2006,DEFENDER,both,Rivers United Academy,2021-02-04,03-Aug-2023,"N3,124,163",999,-1,999,Loaned Out,true,0152 854 7815
PLY300136,Kemi Nwosu,Malian,00/00/0000,Mid fielder,both,Kano Pillars Academy,27/08/2024,13/08/2028,"₦7,843,968.07",?,-1,-1,Loaned Out,yes,234-168-740-903
PLY300004,Sadiq Ajayi,Cameroonian,05.05.2012,Forward ,Left,Enyimba FC Academy,21-Sep-2023,10.04.2027,"₦3,149,784.49",999,0,999,active,No,N/A
PLY300220,AMARA  OLAWALE,Malian,2012-05-22,Winger,Left,Kano Pillars Academy,2021/02/18,2024/02/23,2398288.63,21,--,-1,Retired,1,234-198-038-287
PLY300317,Musa Adeyemi,Cameroonian,15/01/2013,Forward,Right ,Rivers United Academy,2023/10/13,08/05/2026,"N2,891,628",24,-1,175,Loaned out,false,0281 237 1067
PLY300269,ifeoma olawale,Cameroonian,2003/02/25,Goalkeeper,right,Rivers United Academy,02-Nov-2021,2025/09/20,"NGN 6,225,972",999,-1,999,Injured,no,0205 955 6574
PLY300380,Zainab Mohammed,Malian,2001/02/17,Centre Back,right foot,Sunshine Stars Academy,2020/06/12,,2992837.91,-3,-1,999,Transferred,0,234-770-299-295
PLY300361,Bola Okonkwo,Senegalese,13.02.2013,Winger,both,Kano Pillars Academy,2020/04/02,,n/a,999,21,213,INJURED,No,46704622681
PLY300112,SEGUN OGUNDIMU,Ghanaian,09 February 2000,goalkeeper,Left,Enyimba FC Academy,02/10/2023,30/04/2025,"₦987,173.79",-3,51,-1,Transferred,1,234-576-769-523
PLY300115,Bola Abubakar,Cameroonian,23.01.2016,Goalkeeper,right,Rivers United Academy,2024/10/12,29.12.2028,768534.79,46,34,999,Loaned out,FALSE,58721055247
PLY300029,   Emeka Olawale,Nigerian,03/01/2003,Striker,right foot,Kano Pillars Academy,2018/11/01,06-Aug-2023,"5,708,245.24 ",999,-1,216,Active ,Yes,(025) 643-4712
PLY300054,Funmilayo Suleiman,Ghanaian,2004-12-13,Centre Back,both,Kano Pillars Academy,09.07.2018,27-Nov-2021,"N2,225,908",999,33,-,Injured,false,71462831435
PLY300010,Adaeze Abubakar,Nigerian ,10/03/2000,DEFENDER,Right ,Kano Pillars Academy,2022/12/19,08/06/2026,"N7,573,632",999,-1,-1,Active ,FALSE,+234674916016
PLY300330,Zainab Chukwu,Malian,2001-06-09,Winger,Both,Lobi Stars Academy,2020/02/15,24 May 2023,"N2,431,243",N/A,-1,187,Injured,No,0932 426 8774
PLY300425,Funmilayo Abubakar,Senegalese,23-Jun-2009,Winger,both,Enyimba FC Academy,21.05.2022,03/03/2025,"₦1,290,986.80",-3,-1,53,Transferred,true,+234573257375
PLY300148,TUNDE BELLO,Nigerian,2008-12-20,DEFENDER,Both,Shooting Stars Academy,02/25/2024,06/25/2028,"NGN 7,802,786",-3,41,17,Active ,FALSE,0296 353 3905
PLY300390,Chioma Afolabi,Cameroonian,29 July 2002,Striker ,both,Heartland FC Academy,20-Oct-2024,2028/12/03,"N836,981",-3,46,199,Retired,FALSE,234-773-973-278
PLY300033,Blessing  Chukwu,Cameroonian,09/09/2008,Striker,both,Lobi Stars Academy,2023-05-24,13 November 2025,"₦4,818,323.61",-3,-1,75,Loaned Out,no,234-836-655-289
PLY300392,funmilayo okeke,NIGERIAN,07/17/2002,Forward,right,Shooting Stars Academy,30/11/2022,2025-03-15,"NGN 3,259,175",-3,18,999,active,FALSE,06164819807
PLY300277,Fatima Eze,Malian,20/01/2000,Striker ,Both,Shooting Stars Academy,2019-01-08,10/18/2023,"NGN 7,457,758",20,-1,999,Active,FALSE,04551166829
PLY300098,Emeka Nwosu,Nigerian,06/13/2012,Centre Back,Right ,Enyimba FC Academy,01-Sep-2024,2027-06-24,1793479.89 naira,10,60,  ,Active,No,+234735439627
PLY300042,Emeka Abubakar,NIGERIAN,05 August 2010,Striker ,Right ,Enyimba FC Academy,09/22/2024,03/26/2027,"NGN 6,730,228",999,17,45,INJURED,yes,0859 626 3013
PLY300094,Chidi Okafor,nigerian,02/21/2000,Winger,both,Lobi Stars Academy,03.09.2023,2027-05-19,3842662.59 naira,-3,28,999,Loaned out,0,02308340242
PLY300326,Fatima Chukwu,Nigerian,09/07/2014,Striker ,LEFT,Enyimba FC Academy,2019-12-19,2022/12/22,"5,375,686.16 ",  ,57,71,Loaned out,true,0659 994 9732
PLY300049,Chioma Okeke,Malian,01 November 2014,Striker ,Right,Rivers United Academy,N/A,,"N5,927,906",999,-1,999,Active,No,0184 011 8458
PLY300300,Femi Chukwu,Ivorian,05/11/2009,Midfielder,both,Lobi Stars Academy,24.01.2022,14 November 2024,"3,926,415.54 ",  ,-1,166,Loaned out,FALSE,+234667664047
PLY300381,Bola Adekunle,Senegalese,2016/04/13,Forward,Left,Lobi Stars Academy,08/28/2022,2027-06-17,"NGN 8,205,393",9,-1,999,active,1,0660 487 3682
PLY300115,Bola Abubakar,Cameroonian,23.01.2016,Goalkeeper,right,Rivers United Academy,2024/10/12,29.12.2028,768534.79,46,34,999,Loaned out,FALSE,58721055247
PLY300360,Grace Okonkwo,Malian,19 January 2011,Midfielder,right foot,Shooting Stars Academy,29/12/2020,,"N832,553",-3,-1,187,Loaned out,false,00346156262
PLY300285,Bola Balogun,Cameroonian,18-May-2013,Defender,Left,Sunshine Stars Academy,00/00/0000,25.06.2021,"299,023.25 ",38,-1,-1,Injured,Y,234-220-368-499
PLY300251,Tobi Okonkwo,Senegalese,01.01.2004,DEFENDER,Left,Shooting Stars Academy,05-Nov-2022,10/02/2027,"7,678,377.43 ",Unknown,53,999,active,FALSE,+234967111483
PLY300015,  OBINNA OKAFOR,Ghanaian,09/03/2000,Midfielder,Both,Heartland FC Academy,18.08.2020,,6474042.46,999,32,139,Active ,0,94611952436
PLY300338,  halima adekunle,Malian,15.05.2001,goalkeeper,Both,Shooting Stars Academy,2019-02-06,,"3,531,810.94 ",-3,11,-1,INJURED,false,0066 013 8241
PLY300103,Ibrahim Lawal,Cameroonian,06.12.2007,Striker ,right,Shooting Stars Academy,13-May-2023,,"N2,728,519",72,45,58,Retired,yes,42900185132
PLY300244,OBINNA NWOSU,Ghanaian,12/12/2014,Goalkeeper,both,Enyimba FC Academy,04/17/2022,20.03.2025,"1,880,067.84 ",63,-1,243,Transferred,No,(990) 516-9918
PLY300178,Bisi Ogundimu,NIGERIAN,22 May 2011,Midfielder,both,Rivers United Academy,04/07/2019,03/23/2024,"1,338,991.79 ",-3,-1,-1,Active,Yes,72959639040
PLY300427,Bisi Ajayi,Ghanaian,30 September 2015,Striker,Both,Lobi Stars Academy,01.07.2020,31.07.2023,8379414.51,-3,-1,130,Retired,0,
PLY300111,Aliyu Adekunle,NIGERIAN,2015-08-02,Defender,right foot,Shooting Stars Academy,22/08/2020,12/12/2023,2207590.56 naira,999,-1,-1,Injured,yes,234-196-421-522
PLY300350,Tobi Ogundimu,Nigerian ,17 August 2009,Forward ,Left,Sunshine Stars Academy,12-Feb-2021,2023-04-27,317839.66,20,-1,-1,INJURED,0,07979966734
PLY300207,  YUSUF AJAYI,NIGERIAN,14.07.2008,Mid fielder,both,Rivers United Academy,not set,26 July 2029,"N7,271,734",999,-1,999,Transferred,Y,09859167954
PLY300223,Halima  Okafor,Nigerian,07/01/2007,Defender,Both,Rivers United Academy,2024-07-09,,"₦5,739,656.45",Unknown,15,216,Active ,0,76014672384
PLY300227,Obinna Okeke,Cameroonian,23/11/2001,Forward,Left,Rivers United Academy,12.02.2023,05/14/2025,Unknown,999,57,999,active,yes,(196) 094-0970
PLY300306,Ibrahim Eze,NIGERIAN,13/08/2005,goalkeeper,LEFT,Kano Pillars Academy,2018/03/13,14-Aug-2021,"N1,221,293",54,-1,127,Transferred,Yes,234-330-416-624
PLY300229,Blessing Ogundimu,nigerian,20 July 2007,Forward ,Both,Heartland FC Academy,2020/06/16,26/03/2025,2750708.92,,-1,999,Transferred,Yes,(868) 122-5957
PLY300065,Wale Adeyemi,Ghanaian,2002/05/02,Midfielder,Both,Enyimba FC Academy,12/26/2018,01.03.2022,"NGN 54,752",Unknown,-1,-1,Injured,Y,88160930685
PLY300405,Musa Afolabi,Cameroonian,2005-11-20,Winger,Left,Heartland FC Academy,06 March 2019,04/01/2022,1616251.23,-3,22,-1,Loaned Out,Yes,(334) 233-7209
PLY300347,Halima Balogun,Ivorian,2001/02/24,Mid fielder,Left,Shooting Stars Academy,07-Jun-2020,02 March 2025,"6,307,776.35 ",54,-1,112,active,N,+234018272795
PLY300233,Kemi Nwosu,NIGERIAN,2003/09/22,Midfielder,both,Sunshine Stars Academy,15-Mar-2023,05.04.2026,5075023.75,60,1,999,Retired,No,234-266-109-410
PLY300383,zainab  adeyemi,Ghanaian,2013/05/11,Forward ,right foot,Kano Pillars Academy,22/07/2021,10/23/2025,6381577.51,  ,-1,126,Injured,N,0686 536 9455
PLY300391,bola mohammed,Ghanaian,28 September 2010,Defender,Right ,Rivers United Academy,24 October 2020,06/27/2024,"₦4,078,374.73",35,28,14,Active,no,95237100687
PLY300421,Yusuf Yusuf,nigerian,2007-02-11,Winger,right foot,Sunshine Stars Academy,2019/04/10,2020/10/17,613541.39 naira,999,16,999,Active,true,(706) 734-9960
PLY300076,IFEOMA SULEIMAN,Ivorian,11/01/2005,Striker,LEFT,Kano Pillars Academy,12-Apr-2018,20-Dec-2021,768585.33,-3,2,-1,Loaned Out,false,56862110225
PLY300359,FUNMILAYO OGUNDIMU,nigerian,2010-06-17,Striker,both,Shooting Stars Academy,2024-03-03,2028/11/25,"NGN 151,624",70,15,186,active,Yes,(580) 996-1327
PLY300128,KEMI OGUNDIMU,Ghanaian,09-Dec-2008,Forward ,right foot,Kano Pillars Academy,00/00/0000,2020-08-21,"NGN 3,092,400",999,40,-1,Active ,N,21568182096
PLY300165,Chioma  Ajayi,Malian,02.05.2013,Centre Back,right,Rivers United Academy,2022-06-01,2024/11/22,"N6,263,723",-3,-1,-1,Active,TRUE,24029901557
PLY300024,Aliyu Balogun,Cameroonian,20-Nov-2012,Mid fielder,Right ,Shooting Stars Academy,2018/06/05,15/05/2023,8258243.41,-3,-1,-1,Loaned Out,false,01843579786
PLY300395,  emeka okafor,Ghanaian,2009-01-28,Forward,Right ,Shooting Stars Academy,2021/12/27,25 October 2023,3841000.26,-3,-1,999,Transferred,Yes,34151773454
PLY300232,Kemi Bello,Ivorian,06/11/2005,Winger,Left,Enyimba FC Academy,2020/07/21,06-Jun-2024,8353073.29,-3,39,-1,INJURED,no,00023117753
PLY300106,Wale Lawal,Ghanaian,27.03.2005,DEFENDER,LEFT,Enyimba FC Academy,01.11.2022,,"NGN 3,418,951",-3,59,-1,Transferred,FALSE,02030366254
PLY300398,Yusuf Abubakar,Nigerian ,04-Apr-2011,Goalkeeper,right foot,Sunshine Stars Academy,2020-04-16,09/03/2023,6627173.55,66,-1,51,Loaned out,0,+234742229464
PLY300376,chinedu okafor,Nigerian,2014-03-02,Defender,both,Sunshine Stars Academy,2019-09-22,24.06.2021,221748.56,NIL,41,999,Active,true,03053194979
PLY300329,  Halima Ogundimu,Ivorian,12.07.2012,Goalkeeper,right,Sunshine Stars Academy,00/00/0000,06 August 2028,"1,188,838.14 ",4,3,999,INJURED,no,0866 675 4858
PLY300280,Grace Okeke,Ivorian,02/15/2016,Defender,right foot,Heartland FC Academy,30/10/2023,2024/11/17,"NGN 7,325,852",999,-1,119,active,Y,0526 834 1559
PLY300204,Femi Abubakar,NIGERIAN,04/15/2008,Striker,both,Shooting Stars Academy,09/05/2020,,"N367,481",80,-1,-1,Injured,No,+234802632570
PLY300282,Bisi Okonkwo,Senegalese,02/27/2000,Midfielder,Right,Kano Pillars Academy,06/01/2020,2022-10-22,"NGN 859,938",999,-1,-1,Injured,FALSE,02298120995
PLY300125,Segun Okonkwo,Malian,04/22/2001,Forward,Right,Kano Pillars Academy,06.06.2020,,7191573.84,999,-1,999,active,No,234-113-904-383
PLY300245,Musa Okafor,Nigerian ,16/08/2007,Goalkeeper,Right,Sunshine Stars Academy,31/07/2018,22/06/2020,"5,832,874.57 ",999,-1,-1,Retired,FALSE,24010783567
PLY300417,  Tunde Adeyemi,Senegalese,21/04/2005,goalkeeper,Both,Shooting Stars Academy,27-Mar-2019,,"N5,739,635",-3,16,141,INJURED,N,0455 574 6966
PLY300254,Aliyu Okonkwo,Malian,2004/06/01,DEFENDER,LEFT,Lobi Stars Academy,unknown date,26 June 2026,3748420.48 naira,48,-1,999,Injured,yes,(283) 483-1520
PLY300258,Kunle Nwosu,Nigerian ,2001-09-22,Goalkeeper,Right,Sunshine Stars Academy,03/19/2024,29-Mar-2027,"NGN 5,900,287",n/a,-1,-1,Retired,No,+234954930596
PLY300149,Chinedu Chukwu,Senegalese,27.05.2001,Defender,right,Heartland FC Academy,2023-01-28,2025-01-30,"N962,604",-3,49,76,Injured,Yes,+234448177665
PLY300080,Bola Bello,Ghanaian,29/12/2002,Forward ,LEFT,Kano Pillars Academy,00/00/0000,,3100143.42,999,-1,-1,Injured,no,0923 126 0432
PLY300121,Obinna Suleiman,Ghanaian,2016-03-08,Forward,Both,Rivers United Academy,06/01/2023,,"N4,778,348",-3,0,281,INJURED,0,(849) 843-6241
PLY300208,  Tunde Okafor,Nigerian ,19 April 2013,Striker ,Left,Shooting Stars Academy,26.04.2023,10/10/2025,"NGN 5,307,876",-3,53,-1,Injured,No,10727284982
PLY300334,Amara Abubakar,Ivorian,13 July 2010,Winger,Left,Lobi Stars Academy,04/13/2024,10/09/2027,6405238.93 naira,-3,33,200,Transferred,false,(047) 604-4090
PLY300279,Tunde Chukwu,Malian,05-Aug-2006,Winger,right foot,Kano Pillars Academy,19-Jun-2021,not set,2064969.93 naira,999,-1,95,Active,Yes,20602128866
PLY300369,ifeoma adekunle,Malian,17-Apr-2009,Mid fielder,Right,Shooting Stars Academy,17.01.2024,05/14/2026,unknown,-3,21,-1,Transferred,no,08632181227
PLY300387,Bisi Okafor,Malian,2012/04/02,Goalkeeper,both,Kano Pillars Academy,,2022/07/30,"4,107,546.98 ",999,-1,-1,Injured,FALSE,(819) 960-5932
PLY300378,Tobi Lawal,Senegalese,2005/09/28,Midfielder,right foot,Lobi Stars Academy,2020-04-22,16/08/2022,"NGN 2,817,769",null,-1,999,Active,0,07277382646
PLY300156,Sadiq Ajayi,Senegalese,2013-01-30,Centre Back,right,Lobi Stars Academy,04-Jul-2018,07.09.2020,1861564.30 naira,,11,-1,active,1,0000000000
PLY300011,Emeka Abubakar,Senegalese,N/A,Forward,right,Rivers United Academy,14/05/2018,24/08/2021,"4,609,951.22 ",-3,12,999,Active,1,23645875066
PLY300157,Kunle Suleiman,nigerian,20 June 2008,Winger,Right ,Shooting Stars Academy,2019/07/25,06/20/2021,"7,273,121.83 ",70,7,999,INJURED,FALSE,06396096262
PLY300303,ZAINAB AJAYI,Senegalese,2013/07/12,Striker ,right,Enyimba FC Academy,2020-02-12,2024/10/22,"NGN 1,896,427",64,18,220,Active,true,+234810835832
PLY300401,Wale Nwosu,Nigerian ,11/26/2006,goalkeeper,LEFT,Sunshine Stars Academy,12/30/2024,09 May 2027,,999,44,178,Transferred,true,234-728-727-601
PLY300154,Wale  Yusuf,NIGERIAN,04/05/2000,Striker ,both,Shooting Stars Academy,05/07/2022,21-Oct-2023,"₦2,393,716.92",-3,-1,,Retired,true,234-715-766-053
