SaleID,StationName,AttendantName,FuelType,LitersDispensed,PricePerLiter,TotalSaleAmount,Date,PumpNumber,PumpStatus,PaymentMethod,CustomerVehicle,State,ManagerApproved
FUL650276,NNPC Mega Station Lugbe,Kemi Afolabi,LPG,31304.72,NGN 788,"₦24,659,980.13",26-Jan-2025,4,Functional,Transfer,Keke,Port Harcourt,N
FUL650410,Oando PLC Yaba,Amaka Abubakar,Kerosene,22276.65,1157.4,"25,782,994.71 ",12/10/2024,1,Under Maintenance,cash,TRUCK,Kaduna,1
FUL650267,Conoil Aba Road,Amaka Ogundimu,ago,27199.72,₦929.08,"N25,270,716",09/01/2024,-1,functional,Fleet Card,Generator,Lagos,FALSE
FUL650290,MRS Oil Apapa,Funmilayo Nnamdi,Premium Motor Spirit (PMS),31675.89,581.12,"N18,407,493",04/18/2025,0,FAULTY,Transfer,Car,Anambra,true
FUL650078,Ardova Petroleum Wuse,Zainab Ogundimu,PMS,33105.63,NGN 989,32748751.31 naira,16.12.2024,1,Out of Stock,cash,Truck,Cross River,true
FUL650365,Mobil Filling Station Ikeja,AMAKA BELLO,PMS,12634.76,"N1,322","N16,699,362",05/28/2025,-1,Under Maintenance,Fleet Card,Motorcycle,Imo,TRUE
FUL650025,MRS Oil Apapa,ALIYU LAWAL,Kerosene,24220.39,1182.4,28638189.136,05/04/2025,-1,functional ,cash,Bus,LAGOS,N
FUL650121,NNPC Mega Station Lugbe,YUSUF SULEIMAN,ago,38213.25,"₦1,111.34","NGN 42,467,913",05/13/2025,4,functional,Cash,Motorcycle,KANO,No
FUL650270,Oando PLC Yaba,Chinedu Yusuf,Petrol,26016.77,1049.75 naira,"NGN 27,311,104",2025-05-03,3,Functional,Coupon,Truck,Ogun,Y
FUL650188,NNPC Mega Station Lugbe,Musa Nwosu,Premium Motor Spirit (PMS),397.16,"NGN 1,129",Unknown,15/01/2025,5,Under Maintenance,Fleet Card,TRUCK,Delta,Yes
FUL650216,Ardova Petroleum Wuse,Obinna Ogundimu,Automotive Gas Oil (AGO),29244.3,"NGN 1,022","₦29,873,637.34",24.10.2024,3,FAULTY,Fleet Card,car,Akwa Ibom,No
FUL650087,Conoil Aba Road,Halima Adeyemi,Premium Motor Spirit (PMS),NIL,NGN 880,22085505.03 naira,13 August 2024,2,FAULTY,Transfer,Bus,Enugu,FALSE
FUL650011,MRS Oil Apapa,Fatima Bello,Premium Motor Spirit (PMS),37621.41,"₦1,374.58",51713637.757800005,2024/09/30,-1,FAULTY,Coupon,TRUCK,rivers,Yes
FUL650136,MRS Oil Apapa,MUSA AJAYI,Premium Motor Spirit (PMS),42904.31,775.68,33280015.180799995,2024/10/04,3,Faulty,Coupon,Keke,Plateau,No
FUL650137,Conoil Aba Road,Zainab  Okeke,Premium,34714.59,₦604.07,20970042.3813,2025/01/06,,Faulty,Cash,TRUCK,Kaduna,1
FUL650010,Oando PLC Yaba,Emeka Abubakar,PMS,44287.45,₦660.70,29260718.21 naira,24/12/2024,4,functional ,Fleet Card,Truck,Lagos,TRUE
FUL650104,Conoil Aba Road,Aliyu Suleiman,Diesel,38589.5,NGN 698,"N26,949,749",24.01.2025,3,Out of Stock,CASH,Motorcycle,Lag,FALSE
FUL650034,Ardova Petroleum Wuse,Adaeze Ajayi,Automotive Gas Oil (AGO),17117.63,"NGN 1,325","N22,680,346",10/31/2024,5,Functional,cash,TRUCK,Plateau,FALSE
FUL650189,Mobil Filling Station Ikeja,Yusuf Suleiman,Diesel,N/A,"NGN 1,114","NGN 14,864,351",12.11.2024,1,functional ,Coupon,car,Edo,No
FUL650443,MRS Oil Apapa,Zainab Afolabi,Automotive Gas Oil (AGO),24720.72,"₦1,021.77","₦25,258,890.07",02/08/2025,-,Under Maintenance,CASH,Bus,Ibadan,N
FUL650002,Mobil Filling Station Ikeja,Segun Chukwu,ago,15311.93,NGN 707,NULL,20/11/2024,-1,Under Maintenance,Cash,Motorcycle,Akwa Ibom,No
FUL650191,Conoil Aba Road,bisi ogundimu   ,PMS,16097.15,NGN 992,15973684.86 naira,10/27/2024,3,functional ,CASH,Generator,Lagos,TRUE
FUL650165,Ardova Petroleum Wuse,Ngozi Adekunle,pms,16133.01,NGN 826,"13,328,447.54 ",2024-08-27,3,Under Maintenance,cash,Truck,Delta,Yes
FUL650005,Oando PLC Yaba,Tunde  Mohammed,ago,44879.66,693.43 naira,"N31,120,903",2025/02/08,-1,FAULTY,CASH,Keke,Cross River,true
FUL650230,Oando PLC Yaba,Halima Adeyemi,Automotive Gas Oil (AGO),42221.04,₦921.08,38888955.52 naira,12/06/2024,5,Faulty,Fleet Card,Motorcycle,Ogun,true
FUL650345,Conoil Aba Road,Zainab Adeyemi,Petrol,12037.84,703.97,8474278.2248,20.05.2025,1,Functional,Fleet Card,Truck,Rivers,N
FUL650148,Conoil Aba Road,Zainab Chukwu,Petrol,7925.34,"₦1,065.87",,not set,unknown,Functional,Transfer,Motorcycle,Cross River,Y
FUL650343,Ardova Petroleum Wuse,Chioma Afolabi,LPG,38405.57,"NGN 1,166",NULL,2025/01/26,1,Faulty,POS,Motorcycle,Rivers,No
FUL650235,Conoil Aba Road,Funmilayo Nnamdi,PMS,17212.53,N830,14285022.897599999,22/06/2024,2,functional ,cash,Bus,Port Harcourt,FALSE
FUL650152,MRS Oil Apapa,Chioma Chukwu,Diesel,58.65,896.47 ,"N52,578",01/01/2025,2,functional ,CASH,Car,Oyo State,No
FUL650084,Conoil Aba Road,EMEKA  OGUNDIMU   ,ago,43891.86,687.23 naira,30163802.947800003,2024/12/07,3,Faulty,cash,TRUCK,Delta,yes
FUL650154,Total Energies Surulere,CHINEDU AFOLABI,Automotive Gas Oil (AGO),n/a,N659,8815193.76 naira,19.12.2024,4,Out of Stock,Transfer,Truck,Edo,TRUE
FUL650044,Oando PLC Yaba,Segun Chukwu,Kerosene,31230.36,"₦1,320.81","N41,249,372",24 June 2024,2,Out of Stock,Transfer,TRUCK,Oyo,0
FUL650116,Ardova Petroleum Wuse,Chioma Olawale,ago,26721.69,740.35 ,"₦19,783,403.19",2024/07/25,2,Faulty,cash,Generator,Oyo,true
FUL650406,Mobil Filling Station Ikeja,Zainab Okafor,Kerosene,10841.33,NGN 754,"NGN 8,169,484",2025/05/04,4,Out of Stock,Cash,Bus,Imo,TRUE
FUL650031,Ardova Petroleum Wuse,zainab nwosu,ago,29065.98,N982,28556453.37 naira,06/09/2024,1,Under Maintenance,Cash,Bus,kano,yes
FUL650353,NNPC Mega Station Lugbe,Blessing Lawal,ago,23353.01,₦903.72,21104582.1972,2024/10/14,5,Functional,Coupon,Motorcycle,Delta,0
FUL650312,Total Energies Surulere,Obinna Lawal,Premium Motor Spirit (PMS),29748.97,"₦1,006.36",-,08-Feb-2025,n/a,FAULTY,Coupon,Keke,Imo,false
FUL650383,MRS Oil Apapa,Amara Ogundimu,Kerosene,NIL,N632,,15-Dec-2024,3,Under Maintenance,Coupon,Truck,Delta,Yes
FUL650128,MRS Oil Apapa,Grace Adekunle   ,Automotive Gas Oil (AGO),11236.23,1163.34,"13,071,555.81 ",05-Oct-2024,3,functional ,CASH,Truck,Plateau,0
FUL650127,Ardova Petroleum Wuse,Ibrahim Yusuf,Premium,25653.78,"1,016.47 ","N26,076,298",02.04.2025,0,Functional,Transfer,Bus,Plateau,Y
FUL650408,Total Energies Surulere,Chioma Okeke,Premium Motor Spirit (PMS),42174.54,"N1,191","NGN 50,212,586",30.07.2024,3,functional ,POS,Motorcycle,ABUJA,0
FUL650208,Mobil Filling Station Ikeja,Halima Yusuf,pms,25871.23,794.11 ,"20,544,602.46 ",26 December 2024,3,functional,Fleet Card,TRUCK,Cross River,N
FUL650442,Oando PLC Yaba,Amara Afolabi   ,Kerosene,6597.36,NGN 701,4625936.88 naira,15 January 2025,0,Faulty,CASH,Motorcycle,Enugu,1
FUL650211,NNPC Mega Station Lugbe,Obinna Ajayi,Premium Motor Spirit (PMS),16021.88,1218.73 naira,,01 August 2024,3,FAULTY,CASH,Keke,Delta,Y
FUL650209,Conoil Aba Road,Obinna Eze,AGO,34086.54,"N1,368","N46,637,886",2025-01-21,4,FAULTY,Fleet Card,Car,Plateau,yes
FUL650245,NNPC Mega Station Lugbe,Blessing Nwosu,pms,2977.07,1340.22,"N3,989,929",11/01/2025,5,functional,CASH,Car,Imo,N
FUL650334,Ardova Petroleum Wuse,Grace Ajayi,Petrol,29679.61,952.33,28264782.9913,16/10/2024,0,Under Maintenance,CASH,Car,Plateau,No
FUL650390,Ardova Petroleum Wuse,Tobi Balogun,PMS,9000.16,₦593.15,"N5,338,445",15/06/2024,4,functional ,Transfer,Generator,Anambra,true
FUL650175,Conoil Aba Road,Tobi Mohammed,Automotive Gas Oil (AGO),30528.01,NGN 729,"N22,243,624",12 December 2024,-1,Out of Stock,CASH,Generator,Anambra,TRUE
FUL650355,Total Energies Surulere,Obinna Okafor,Automotive Gas Oil (AGO),2190.25,"₦1,313.29",,2024-10-24,5,Under Maintenance,CASH,car,Delta,false
FUL650260,Mobil Filling Station Ikeja,Tobi Ogundimu,Petrol,4182.13,"NGN 1,238","N5,177,184",24-May-2025,2,Out of Stock,Transfer,Generator,Delta,0
FUL650147,Oando PLC Yaba,Halima Chukwu,Premium,1319.63,  ,1642635.84 naira,2024/10/22,1,Faulty,Fleet Card,car,Kaduna,Y
FUL650020,NNPC Mega Station Lugbe,Tobi Okonkwo,Premium,31374.68,1034.62 naira,"NGN 32,460,871",07.09.2024,5,Under Maintenance,cash,TRUCK,Delta,true
FUL650408,Total Energies Surulere,Chioma Okeke,Premium Motor Spirit (PMS),42174.54,"N1,191","NGN 50,212,586",30.07.2024,3,functional ,POS,Motorcycle,ABUJA,0
FUL650448,NNPC Mega Station Lugbe,Emeka Adekunle,Automotive Gas Oil (AGO),34043.71,N833,28374751.4108,unknown date,1,Functional,Transfer,Keke,Enugu,TRUE
FUL650156,MRS Oil Apapa,Tobi Lawal,Premium,10238.85,630.01 naira,6450577.8885,16 December 2024,0,FAULTY,POS,Truck,Cross River,0
FUL650242,Ardova Petroleum Wuse,Ifeoma Nnamdi,Kerosene,26146.8,1140.92,"N29,831,407",12/09/2024,5,Out of Stock,Cash,Bus,Kaduna,Y
FUL650072,Ardova Petroleum Wuse,Musa Chukwu,PMS,740.57,"₦1,002.61",742502.89 naira,02 October 2024,5,FAULTY,Fleet Card,Car,Enugu,0
FUL650404,Mobil Filling Station Ikeja,Amaka Olawale,Premium Motor Spirit (PMS),29649.77,969.66 ,28750195.9782,12/29/2024,5,Out of Stock,Fleet Card,Truck,Kaduna,1
FUL650387,MRS Oil Apapa,  FATIMA NNAMDI,Petrol,33993.1,993.6,"NGN 33,775,544",,-1,Under Maintenance,Coupon,TRUCK,Delta,0
FUL650299,MRS Oil Apapa,Musa Nnamdi,ago,43093.11,"NGN 1,380","NGN 59,476,679",19.12.2024,5,Out of Stock,cash,car,Cross River,0
FUL650371,Ardova Petroleum Wuse,Chidi Ajayi,Petrol,40696.75,₦683.30,,16 February 2025,4,Out of Stock,CASH,Generator,Oyo,TRUE
FUL650300,Total Energies Surulere,Musa Balogun,Kerosene,12989.24,1240.65 naira,?,04/01/2025,1,Under Maintenance,cash,Bus,Anambra,0
FUL650155,Total Energies Surulere,Kemi Ogundimu,Petrol,17439.33,884.24 ,"₦15,420,553.16",13/12/2024,1,functional ,Fleet Card,car,Cross River,FALSE
FUL650450,Oando PLC Yaba,Ngozi Okonkwo,Diesel,3544.8,1093.28,nil,2024-09-27,3,functional,Cash,car,KANO,FALSE
FUL650295,Ardova Petroleum Wuse,Adaeze Mohammed,pms,7729.0,793.21,6130720.09 naira,02/03/2025,0,Out of Stock,CASH,Bus,Rivers,no
FUL650339,Mobil Filling Station Ikeja,Chinedu Okonkwo,Premium,11670.04,"NGN 1,132","N13,212,819",2025/01/09,-1,Under Maintenance,Cash,Bus,Rivers,Yes
FUL650342,Ardova Petroleum Wuse,Aliyu Lawal,Automotive Gas Oil (AGO),856.87,NIL,"₦901,984.21",11-Mar-2025,3,FAULTY,POS,Generator,Imo,FALSE
FUL650060,Mobil Filling Station Ikeja,Chidi Adeyemi   ,ago,31665.5,990.22,"₦31,355,811.41",unknown date,2,FAULTY,cash,Generator,Abuja,N
FUL650272,Total Energies Surulere,Amaka Chukwu,Premium Motor Spirit (PMS),34666.78,775.12,"₦26,870,914.51",2025-01-12,4,functional ,Fleet Card,Motorcycle,Enugu,true
FUL650348,Mobil Filling Station Ikeja,Chioma Okonkwo   ,Kerosene,34657.06,"₦1,168.45",40495041.757,20 February 2025,3,Out of Stock,Coupon,Keke,Plateau,false
FUL650264,Conoil Aba Road,Fatima Abubakar,LPG,29740.0,NGN 951,"N28,295,826",28-Oct-2024,-1,Under Maintenance,Cash,Car,Ogun,TRUE
FUL650146,NNPC Mega Station Lugbe,Femi Okafor,ago,8976.4,"NGN 1,305",11717972.09 naira,25 February 2025,3,Faulty,Cash,Generator,Ogun,N
FUL650120,Total Energies Surulere,CHINEDU LAWAL,Kerosene,17601.65,"NGN 1,213",21356433.98 naira,29/03/2025,4,functional,Transfer,Truck,Oyo,Yes
FUL650374,Total Energies Surulere,Fatima Okeke,AGO,16327.41,640.46,"N10,457,053",16/06/2024,2,Functional,Cash,Bus,Enugu,true
FUL650287,Ardova Petroleum Wuse,  Ngozi Adeyemi   ,Petrol,17430.48,691.85,"NGN 12,059,278",08.09.2024,-1,Faulty,Fleet Card,Motorcycle,ABUJA,0
FUL650257,Total Energies Surulere,Blessing Bello,Diesel,6449.13,"NGN 1,295",,20.02.2025,1,Functional,Cash,Keke,Lagos,yes
FUL650246,Conoil Aba Road,Adaeze Abubakar,AGO,23342.1,904.4,"₦21,110,595.24",21/06/2024,-1,Faulty,cash,TRUCK,Abuja,No
FUL650177,MRS Oil Apapa,Amara Ogundimu,Automotive Gas Oil (AGO),28949.64,910.69 naira,26364147.65 naira,29/09/2024,4,FAULTY,Fleet Card,Car,Akwa Ibom,No
FUL650460,NNPC Mega Station Lugbe,aliyu abubakar,Petrol,4487.49,NGN 944,4236908.56 naira,2025/03/25,-1,functional,Cash,Generator,Cross River,N
FUL650331,MRS Oil Apapa,Amaka Adekunle,pms,6381.67,NGN 676,"N4,312,796",2024-06-23,5,Faulty,Transfer,TRUCK,Cross River,Y
FUL650032,Mobil Filling Station Ikeja,Ibrahim Nwosu,pms,32606.6,"₦1,380.82","NGN 45,023,845",24 February 2025,3,Faulty,Coupon,TRUCK,Abuja,FALSE
FUL650081,Conoil Aba Road,Adaeze Eze,Diesel,28791.09,₦729.21,20994750.738900002,06 August 2024,3,Under Maintenance,POS,Keke,Rivers,FALSE
FUL650451,Mobil Filling Station Ikeja,Ngozi Yusuf,Diesel,3375.85,704.97,2379872.97 naira,04/18/2025,3,Under Maintenance,Fleet Card,Generator,Kaduna,No
FUL650359,Ardova Petroleum Wuse,KEMI  BALOGUN,pms,4097.04,1383.42,"₦5,667,927.08",2025-03-05,3,functional ,Cash,Car,KANO,FALSE
FUL650362,Oando PLC Yaba,Femi Adekunle,LPG,3148.01,N654,2057444.8957000002,2025/05/24,3,functional,Fleet Card,Generator,Lagos,Y
FUL650258,Ardova Petroleum Wuse,Funmilayo Ogundimu,Premium,28748.65,₦752.07,21620997.21 naira,2024/09/11,0,Faulty,POS,Truck,Oyo,no
FUL650169,Ardova Petroleum Wuse,Obinna Chukwu,PMS,23413.46,1009.78,,01/09/2025,2,FAULTY,Fleet Card,Bus,Abuja,1
FUL650412,NNPC Mega Station Lugbe,Segun Okeke,Automotive Gas Oil (AGO),13099.38,--,"₦9,153,191.77",unknown date,4,Functional,Cash,Generator,Ogun,1
FUL650019,Ardova Petroleum Wuse,Aliyu Okafor,LPG,44290.63,674.83 naira,29888645.8429,23/03/2025,-1,FAULTY,Transfer,car,Kaduna,1
FUL650392,NNPC Mega Station Lugbe,Tobi Mohammed,pms,7716.49,1366.41,10543889.1009,04/04/2025,5,functional,cash,Motorcycle,Anambra,FALSE
FUL650400,Oando PLC Yaba,Chidi Abubakar,Petrol,N/A,669.6,26197390.22 naira,21-Mar-2025,2,Faulty,Coupon,Bus,KANO,No
FUL650401,Mobil Filling Station Ikeja,Kunle Abubakar,AGO,20280.28,"1,247.78 ",  ,2024-09-04,1,Under Maintenance,Cash,Generator,Lagos,0
FUL650277,Total Energies Surulere,Aliyu Abubakar,Premium,27463.97,726.32,"₦19,947,630.69",2025-02-07,0,functional,POS,Car,Imo,Yes
FUL650426,Total Energies Surulere,Segun Yusuf,pms,41090.0,₦585.67,"₦24,065,180.30",03.05.2025,4,Under Maintenance,Coupon,car,lagos,No
FUL650347,Ardova Petroleum Wuse,Emeka Mohammed,Diesel,22726.52,NGN 650,14769738.08 naira,08-Dec-2024,0,Out of Stock,Transfer,Car,Delta,Y
FUL650260,Mobil Filling Station Ikeja,Tobi Ogundimu,Petrol,4182.13,"NGN 1,238","N5,177,184",24-May-2025,2,Out of Stock,Transfer,Generator,Delta,0
FUL650314,Oando PLC Yaba,KUNLE  OKEKE,pms,14422.4,603.08 naira,,06/24/2024,-1,Functional,Coupon,Truck,Akwa Ibom,yes
FUL650204,Ardova Petroleum Wuse,Aliyu Okeke,pms,4797.14,NULL,4458365.9732,2025-03-27,5,Under Maintenance,Transfer,Generator,Cross River,false
FUL650323,Ardova Petroleum Wuse,Ibrahim Chukwu,LPG,1567.39,"1,186.35 ","NGN 1,859,473",28-Jun-2024,3,functional ,CASH,Motorcycle,oyo,0
FUL650301,Total Energies Surulere,Ibrahim Suleiman,Petrol,null,"1,199.30 ","N38,331,319",10/08/2024,null,Under Maintenance,Coupon,TRUCK,Abuja,yes
FUL650210,Mobil Filling Station Ikeja,Yusuf Lawal,pms,11172.34,NIL,NULL,05/11/2025,0,Faulty,POS,Motorcycle,Akwa Ibom,FALSE
FUL650130,Mobil Filling Station Ikeja,Aliyu Abubakar,Kerosene,5591.55,"NGN 1,283","7,175,468.37 ",2025-01-12,3,Out of Stock,Coupon,Bus,LAGOS,false
FUL650262,MRS Oil Apapa,Funmilayo Abubakar,pms,18605.47,"NGN 1,089","₦20,263,589.49",08 March 2025,0,FAULTY,Fleet Card,TRUCK,Kaduna,TRUE
FUL650018,MRS Oil Apapa,Amaka Suleiman,pms,43510.04,₦808.88,"₦35,194,401.16",2025-04-25,1,functional,Transfer,Generator,Enugu,FALSE
FUL650086,Conoil Aba Road,Segun Suleiman,AGO,34373.79,880.07 naira,"NGN 30,251,341",2024/12/23,5,Functional,cash,Generator,Cross River,no
FUL650349,Conoil Aba Road,Zainab Bello,Petrol,14116.97,862.21,12171792.70 naira,22.10.2024,0,functional ,POS,Keke,FCT,1
FUL650033,Mobil Filling Station Ikeja,  SADIQ LAWAL,LPG,n/a,972.55 ,"₦12,444,740.07",22 November 2024,0,FAULTY,CASH,Motorcycle,Cross River,TRUE
FUL650014,NNPC Mega Station Lugbe,Ibrahim Eze,Kerosene,44273.42,1241.82,"NGN 54,979,618",2025-02-26,2,functional ,Transfer,TRUCK,Oyo,Yes
FUL650181,NNPC Mega Station Lugbe,Ifeoma Olawale,Diesel,7815.09,1248.50 naira,"N9,757,140",24-Jul-2024,3,functional,CASH,Bus,Rivers State,false
FUL650305,Total Energies Surulere,Ifeoma Ajayi,Diesel,41553.52,NGN 973,"₦40,439,885.66",11/07/2024,2,Faulty,Coupon,Motorcycle,oyo,No
FUL650454,Ardova Petroleum Wuse,Grace Suleiman,Petrol,10038.09,"₦1,296.81",--,2025-05-09,1,FAULTY,cash,Motorcycle,Plateau,false
FUL650197,Total Energies Surulere,Amara Mohammed,Petrol,30787.59,"NGN 1,201","N36,973,125",11.08.2024,3,functional,Cash,Car,Edo,no
FUL650056,Ardova Petroleum Wuse,Segun Eze,Premium,18486.98,"₦1,296.36","23,965,781.39 ",03 January 2025,3,Under Maintenance,Fleet Card,Motorcycle,Cross River,1
FUL650164,NNPC Mega Station Lugbe,Ngozi Okafor,ago,40486.02,"N1,240","50,220,883.51 ",2025/04/04,2,Out of Stock,CASH,TRUCK,Imo,true
FUL650140,Total Energies Surulere,Emeka Afolabi,Petrol,34152.05,null,30345804.0275,2024/11/05,3,Out of Stock,Cash,Truck,Anambra,Y
FUL650217,NNPC Mega Station Lugbe,Kemi Ajayi,pms,3560.96,861.77 naira,"₦3,068,728.50",11/08/2024,-1,Under Maintenance,Coupon,Truck,Kano,No
FUL650229,Conoil Aba Road,Amara Adekunle,Premium Motor Spirit (PMS),1432.74,"N1,106",unknown,16.12.2024,1,Out of Stock,Cash,Generator,Anambra,false
FUL650222,Mobil Filling Station Ikeja,  FEMI OKAFOR,Premium Motor Spirit (PMS),12246.76,"₦1,090.66","NGN 13,357,051",05.09.2024,4,functional,Coupon,Car,Kaduna,No
FUL650358,Oando PLC Yaba,Ifeoma Okeke,Petrol,8089.27,595.56 naira,"N4,817,646",14/09/2024,3,functional,Cash,Generator,Enugu,yes
FUL650106,MRS Oil Apapa,Kunle Lawal,pms,29192.81,NGN 833,"N24,314,983",12/02/2024,1,FAULTY,Fleet Card,car,Oyo State,N
FUL650085,MRS Oil Apapa,Fatima Okeke,pms,null,653.84 naira,"N14,634,351",19 December 2024,1,functional,POS,Keke,Plateau,no
FUL650160,Mobil Filling Station Ikeja,HALIMA  BELLO,PMS,39023.64,"NGN 1,253",,,3,Under Maintenance,Transfer,TRUCK,Anambra,1
FUL650379,Conoil Aba Road,Kunle Adekunle,PMS,40566.51,₦821.50,,02/12/2025,-1,Under Maintenance,Coupon,Keke,Kano,Y
FUL650459,Conoil Aba Road,Ibrahim Afolabi,LPG,19277.83,N725,"13,977,390.64 ",01.04.2025,0,Out of Stock,Cash,car,ABUJA,TRUE
FUL650144,Conoil Aba Road,Wale Balogun,Premium Motor Spirit (PMS),16751.42,"₦1,096.84","18,373,627.51 ",27.04.2025,0,Functional,Cash,TRUCK,Lag,1
FUL650102,MRS Oil Apapa,Femi Abubakar,Premium Motor Spirit (PMS),30241.39,NIL,"N39,168,951",04.10.2024,3,Faulty,Coupon,Motorcycle,Enugu,yes
FUL650449,NNPC Mega Station Lugbe,Funmilayo Afolabi,Diesel,8770.57,"1,196.51 ","N10,494,075",30 November 2024,0,Under Maintenance,POS,Bus,Edo,0
FUL650129,Total Energies Surulere,Amaka Abubakar,Petrol,28568.19,"1,151.78 ","N32,904,270",03-Jul-2024,0,Out of Stock,CASH,Car,Lagos State,Yes
FUL650452,MRS Oil Apapa,Bisi Ogundimu,LPG,3201.96,1162.74,"NGN 3,723,047",22-Jan-2025,0,Out of Stock,POS,TRUCK,Kaduna,TRUE
FUL650205,NNPC Mega Station Lugbe,KUNLE OKONKWO,Premium,17916.44,693.22,N/A,04-May-2025,5,Functional,Transfer,Motorcycle,Kaduna,No
FUL650320,Mobil Filling Station Ikeja,Kunle Adekunle,Petrol,40754.6,₦745.63,"NGN 30,387,852",18/10/2024,4,Out of Stock,Coupon,Truck,Enugu,false
FUL650421,Conoil Aba Road,Adaeze Chukwu,PMS,32095.31,1119.20 naira,35921070.95 naira,13-Aug-2024,5,functional,Fleet Card,Motorcycle,Oyo,No
FUL650367,Ardova Petroleum Wuse,Femi Ogundimu,pms,NULL,"NGN 1,202","19,559,284.49 ",09/23/2024,-1,Functional,POS,Motorcycle,Rivers,true
FUL650240,Total Energies Surulere,Blessing Suleiman,Premium Motor Spirit (PMS),Unknown,"NGN 1,070",23328961.885300003,unknown date,3,Faulty,Fleet Card,Keke,Cross River,Yes
FUL650151,Ardova Petroleum Wuse,Emeka Chukwu,pms,9941.07,NIL,10375991.8125,10/02/2025,3,Out of Stock,Cash,Generator,Oyo,false
FUL650283,Total Energies Surulere,Zainab Okeke,AGO,704.35,979.31 ,"N689,777",2024/06/04,3,functional,POS,Bus,Ogun,false
FUL650179,Ardova Petroleum Wuse,Adaeze Okonkwo,Petrol,15361.73,1260.5,"₦19,363,460.66",10/28/2024,1,functional,POS,TRUCK,Akwa Ibom,N
FUL650369,Mobil Filling Station Ikeja,   Ifeoma Balogun,Premium,28141.07,"₦1,054.73","N29,681,231",14-Jul-2024,4,functional ,cash,Motorcycle,Akwa Ibom,FALSE
FUL650103,NNPC Mega Station Lugbe,Femi Lawal,Premium Motor Spirit (PMS),12382.65,1036.51,"NGN 12,834,741",03/30/2025,3,functional ,Fleet Card,TRUCK,Kano,yes
FUL650247,MRS Oil Apapa,Blessing Okafor,Kerosene,8090.53,1060.07,"₦8,576,528.14",2025/05/23,-1,Out of Stock,Coupon,Truck,Fct Abuja,true
FUL650386,MRS Oil Apapa,   Tobi Okonkwo,Kerosene,18677.96,N727,13583546.41,04/13/2025,4,functional ,Fleet Card,Truck,Kaduna,No
FUL650138,Total Energies Surulere,  aliyu olawale,Premium Motor Spirit (PMS),41410.27,726.75 ,unknown,19.06.2024,0,Functional,Fleet Card,TRUCK,LAGOS,FALSE
FUL650439,Oando PLC Yaba,Fatima Mohammed,Petrol,608.35,1372.42,834911.71 naira,25 July 2024,-1,FAULTY,Cash,Car,Akwa Ibom,Yes
FUL650385,Ardova Petroleum Wuse,Ifeoma Lawal,Petrol,2879.59,₦907.37,"N2,612,854",2024-10-05,-1,functional ,Transfer,car,Ogun,Y
FUL650113,Conoil Aba Road,Aliyu Okonkwo,LPG,35259.88,NGN 949,"NGN 33,477,493",25/09/2024,1,functional,Coupon,Bus,Plateau,1
FUL650071,Conoil Aba Road,bola okafor,Diesel,37400.14,1202.25,"₦44,964,318.31",2025/01/27,0,Functional,Cash,TRUCK,Ogun,TRUE
FUL650168,NNPC Mega Station Lugbe,Chinedu  Olawale   ,PMS,43439.79,894.32 ,"₦38,849,072.99",2024-06-20,2,Functional,Transfer,Keke,Delta,false
FUL650341,Conoil Aba Road,Ibrahim Okeke,ago,20037.52,977.74 ,"N19,591,485",2024-06-11,1,functional,Fleet Card,TRUCK,Kano,TRUE
FUL650112,Conoil Aba Road,Amaka Bello,Automotive Gas Oil (AGO),36940.79,--,"₦49,562,719.13",01 November 2024,5,functional ,Transfer,Car,Edo,yes
FUL650059,Mobil Filling Station Ikeja,Tobi Okeke   ,Premium,NULL,"NGN 1,000","₦9,702,554.17",2024-11-24,NIL,functional,POS,Bus,Enugu,TRUE
FUL650187,Oando PLC Yaba,Aliyu Suleiman,Diesel,23643.25,"NGN 1,365","N32,266,653",2025-02-22,2,FAULTY,Fleet Card,TRUCK,Anambra,true
FUL650111,Oando PLC Yaba,Amara Lawal,AGO,N/A,"N1,334",53702377.43 naira,09/26/2024,0,Faulty,Fleet Card,Bus,Cross River,false
FUL650416,Mobil Filling Station Ikeja,Segun Suleiman,Kerosene,7255.3,null,,18.06.2024,3,functional,POS,TRUCK,Plateau,no
FUL650263,Mobil Filling Station Ikeja,Tobi Ajayi,ago,4395.33,N945,,11/05/2024,5,Out of Stock,CASH,Car,Cross River,Y
FUL650213,Ardova Petroleum Wuse,SADIQ ADEKUNLE,pms,379.83,1132.76 naira,430256.23079999996,12.12.2024,4,Faulty,Fleet Card,Bus,Ogun,true
FUL650361,Conoil Aba Road,Chinedu Ogundimu,Premium,16799.36,unknown,"NGN 23,316,672",2024-10-04,0,FAULTY,CASH,Keke,Lag,FALSE
FUL650393,Ardova Petroleum Wuse,  Aliyu Nwosu,Kerosene,31708.61,N591,18736617.649,11-Jun-2024,-1,Faulty,Transfer,Generator,Edo,Yes
FUL650016,Oando PLC Yaba,Sadiq Afolabi,Premium,9454.23,n/a,"7,417,883.40 ",23/07/2024,2,Under Maintenance,CASH,car,Cross River,true
FUL650340,MRS Oil Apapa,Grace Nwosu,ago,31321.76,734.34 ,"₦23,000,821.24",06/14/2024,4,Functional,POS,Bus,Plateau,false
