ClaimID,PolicyNumber,PolicyType,InsurerName,CustomerName,CustomerPhone,IncidentDate,ClaimDate,CauseOfClaim,PremiumPaid,ClaimAmount,PayoutAmount,ClaimStatus,State,PolicyActive
CLM-70273,POL331081,Life,WAPIC Insurance,Chioma Adekunle   ,(579) 249-9125,23 March 2023,2023-04-19,Natural Disaster,"N1,788,217",165524.47,54043.87 naira,Under Review,kano,No
CLM-70221,POL455652,motor comprehensive,NEM Insurance,Halima Lawal,234-265-676-618,N/A,16.05.2023,Medical Emergency,"1,018,219.69 ","N2,910,825",NGN 0,REJECTED,Enugu,Y
CLM-70157,POL358207,Health,WAPIC Insurance,Musa Nnamdi,04727790104,2023-04-19,2023-05-19,Third Party Liability   ,1017750.71,n/a,  ,REJECTED,Rivers,No
CLM-70227,POL582515,Health (Family),AXA Mansard,Grace Lawal,234-283-644-089,2024/02/15,20.03.2024,  Medical Emergency   ,"56,799.51 ","N1,986,771",₦0.00,pending,Edo,Y
CLM-70055,POL356773,Marine,Custodian Insurance,IBRAHIM LAWAL,234-668-893-734,2024-08-15,24.09.2024,Third Party Liability   ,"N78,757","NGN 4,447,204","NGN 2,854,693",Under Review,Rivers State,1
CLM-70363,POL556564,Health,Custodian Insurance,Tunde Suleiman,0933 334 6800,17 February 2024,03/23/2024,Natural Disaster,"₦808,923.10","NGN 3,481,597",N0,REJECTED,Abuja,yes
CLM-70335,POL683499,Motor,AXA Mansard,Grace Okeke,05392644220,2023/06/08,28/06/2023,Fire,216098.29 naira,"₦2,258,557.96",0,Partially Approved,Delta,N
CLM-70125,POL145981,Motor Comprehensive,NEM Insurance,BLESSING LAWAL,+234451983273,16.10.2023,2023/10/17,Natural Disaster,"1,642,621.27 ",4114103.14,"3,302,870.86 ",Rejected,Plateau,true
CLM-70061,POL876880,Health (Family),NEM Insurance,  tunde ajayi,+234299124190,not set,08/08/2023,Natural Disaster,"N1,494,614",1370240.96,"NGN 372,187",Approved,Imo,No
CLM-70400,POL547232,Health,AIICO Insurance,  Kunle Chukwu,234-130-554-885,01 March 2024,12/04/2024,FIRE,196293.56 naira,"₦4,283,947.63",1126092.81,Under Review,Plateau,false
CLM-70356,POL857190,Motor,AIICO Insurance,Bola Nnamdi,+234530745054,24 March 2023,05/15/2023,Theft ,1339433.18,"NGN 1,364,593",₦0.00,pending,Enugu,yes
CLM-70095,POL151328,Motor,AIICO Insurance,Chioma Nnamdi,(171) 870-2621,06/17/2023,09/08/2023,  Fire   ,"NGN 1,545,418","₦758,652.51","N734,679",Rejected,Ogun,FALSE
CLM-70383,POL711561,Marine,AXA Mansard,Chinedu Abubakar,(046) 184-9926,04 December 2024,2024-12-12,Fire,"NGN 285,084",1475817.74,939745.14 naira,pending,Imo,1
CLM-70008,POL794022,health,AIICO Insurance,Aliyu Suleiman,76483503056,24/01/2024,24 January 2024,FIRE,"₦1,773,923.20","N1,340,711","NGN 610,035",Rejected,Imo,FALSE
CLM-70122,POL335203,Fire & Property,NEM Insurance,Tobi Suleiman,234-576-615-654,10/06/2023,28-Jul-2023,Natural Disaster,"N985,580","₦1,806,238.54","N1,112,840",pending,Akwa Ibom,N
CLM-70107,POL271456,Fire & Property,AIICO Insurance,segun chukwu,71236851604,12/17/2023,17-Jan-2024,  FIRE,"₦1,079,427.38",904366.8,"₦530,755.01",approved,Ogun,yes
CLM-70292,POL502810,Marine,Leadway Assurance,BISI NNAMDI,0627 136 1115,2024/01/12,2024-02-12,Flood,"NGN 1,240,332",4353873.49 naira,"N720,645",approved,Imo,Y
CLM-70361,POL485115,Marine,NEM Insurance,Amara Yusuf,06103579727,05/10/2024,2024-10-05,Fire   ,"N1,671,986",1387411.46,1204402.4,approved,Cross River,false
CLM-70217,POL960085,marine,AIICO Insurance,Funmilayo Afolabi,,01/31/2023,24.03.2023,  Fire,"N1,408,536","₦2,468,625.47",2287174.63,Pending,Akwa Ibom,FALSE
CLM-70326,POL303258,Life,AXA Mansard,Fatima Balogun,0838 065 7875,01 December 2023,2024/01/01,Third Party Liability,,"N2,896,369","1,247,525.68 ",Rejected,Enugu,0
CLM-70015,POL254739,Life,AIICO Insurance,Chioma Nwosu,95701543039,16/03/2024,11.04.2024,Theft,1597893.01,2886841.08,1108484.81,Partially Approved,Enugu,TRUE
CLM-70081,POL653349,Life (Term),NEM Insurance,SADIQ LAWAL,234-994-717-464,18 June 2023,07/11/2023,  Third Party Liability,"N603,623",2298601.10 naira,₦0.00,Settled,Enugu,Y
CLM-70240,POL456470,Fire & Burglary,AXA Mansard,WALE OKAFOR,05099770088,05-Feb-2023,28/03/2023,Theft ,"NGN 972,040","₦1,615,747.18",null,Settled,Akwa Ibom,No
CLM-70453,POL537588,Health,Leadway Assurance,Musa Okafor,invalid,29-Jul-2023,2023-09-05,Medical Emergency,"950,233.82 ",2495724.75 naira,0,Partially Approved,Imo,true
CLM-70160,POL336540,Health,AIICO Insurance,Femi Adekunle,89324609539,2023/01/24,05-Mar-2023,Flood,"N482,381",1948109.54 naira,?,Partially Approved,Edo,N
CLM-70247,POL755725,Motor,AIICO Insurance,Bisi  Eze,06142939685,2023/11/05,08/12/2023,Accident,"₦1,434,547.24",4718866.93,"N2,923,652",Approved,Delta,1
CLM-70201,POL603825,Health (Family),WAPIC Insurance,Segun Okeke,54973348434,23.01.2023,30 January 2023,  Accident,"NGN 1,382,375","₦2,475,390.12","N1,482,490",REJECTED,Lag,true
CLM-70232,POL261790,Health,AIICO Insurance,Obinna Eze,0013 983 7354,02/06/2023,30.07.2023,accident,"NGN 666,908",3647179.4,"N2,779,022",Pending,Cross River,TRUE
CLM-70275,POL423896,Marine,WAPIC Insurance,Musa Olawale,+234662782827,2024/08/20,07/09/2024,Third Party Liability,NIL,"₦3,333,446.51","₦2,343,302.26",pending,Plateau,1
CLM-70195,POL969856,Fire & Burglary,AXA Mansard,Halima Nnamdi,26949588879,17.04.2024,30/05/2024,Flood,N/A,"₦291,210.79","N131,747",pending,Rivers,TRUE
CLM-70253,NULL,Health (Family),Leadway Assurance,chioma okeke,(861) 015-8199,12.11.2024,12-Dec-2024,FIRE,"N1,295,279",2484064.29 naira,0.00 naira,pending,Kaduna,yes
CLM-70108,POL810091,Life,AIICO Insurance,Blessing Yusuf,234-175-496-513,12 January 2024,2024-03-09,Theft,"NGN 693,244","NGN 1,756,572",0,Under Review,Rivers,N
CLM-70103,POL189870,Life (Term),NEM Insurance,ZAINAB EZE,0406 409 0974,02/26/2024,26/03/2024,Natural Disaster,492536.44,"N4,188,652","₦633,033.83",pending,Rivers,Y
CLM-70378,POL880195,Health,Leadway Assurance,  Ibrahim Suleiman,234-689-421-044,09/09/2024,2024/10/01,Natural Disaster,nil,"NGN 2,088,657",  ,REJECTED,Anambra,TRUE
CLM-70093,  ,Marine,AIICO Insurance,Ifeoma Okafor,234-675-339-636,11/09/2022,07 January 2023,Natural Disaster,"₦752,814.09","₦1,180,328.75",N/A,Approved,Enugu,true
CLM-70346,POL736592,Health (Family),AXA Mansard,Halima Adeyemi,234-741-862-565,2024-07-02,11/08/2024,Flood,"₦998,113.63","N2,102,039",unknown,Under Review,Delta,1
CLM-70304,POL455488,Life (Term),AIICO Insurance,Blessing Mohammed,0588 425 2410,25 April 2024,05/28/2024,Theft ,"₦1,786,295.00","3,051,519.85 ",2345508.67,Rejected,Delta,No
CLM-70026,POL438977,Fire & Burglary,AIICO Insurance,Funmilayo Adekunle,0098 050 0978,not set,23.10.2023,accident,1702718.53 naira,NIL,"₦1,851,850.45",Under Review,Plateau,Y
CLM-70211,POL950874,Marine,AXA Mansard,Obinna Nnamdi,29668516122,22.10.2023,27.11.2023,FIRE,"N198,463","2,452,025.92 ",504892.53,Rejected,Ogun,no
CLM-70119,POL851606,Motor,WAPIC Insurance,Blessing Abubakar,0766 177 1159,04 April 2023,04/20/2023,  accident,1109261.88 naira,"N953,966",374809.94,Pending,Plateau,FALSE
CLM-70286,POL105404,Life (Term),AXA Mansard,Segun Eze,0759 017 5186,unknown date,24-Sep-2024,Third Party Liability,"891,672.97 ","₦1,791,605.44","588,635.19 ",Pending,Port Harcourt,Yes
CLM-70359,POL274270,Life,AIICO Insurance,Chidi Eze,14862890233,13-Dec-2024,17.12.2024,FIRE   ,691842.74,-,NGN 0,Pending,rivers,FALSE
CLM-70436,  ,Life (Term),AIICO Insurance,Fatima Mohammed,0693 084 8872,24/07/2023,12-Sep-2023,Medical Emergency,"N692,416","NGN 3,509,218",-,Partially Approved,Delta,no
CLM-70316,POL511907,Marine,Leadway Assurance,Fatima Adekunle,0557 431 3291,19-Feb-2024,2024/03/22,Medical Emergency,1704763.57 naira,"N4,613,294",N0,Rejected,Delta,Y
CLM-70377,POL259151,Fire & Property,NEM Insurance,Amaka Ogundimu,234-583-003-354,2024/06/14,08/07/2024,accident,null,2797132.47,894083.27 naira,Pending,Ogun,FALSE
CLM-70329,POL628288,Health (Family),AXA Mansard,Blessing Olawale,0803 965 2239,01 December 2023,00/00/0000,Theft,"NGN 1,579,761",2195726.22 naira,?,approved,Lagos,1
CLM-70252,POL995940,Motor Comprehensive,Leadway Assurance,Amara Abubakar,+234541212678,15.10.2023,2023/11/22,  Theft ,"N787,434",3187991.88 naira,2432700.41 naira,REJECTED,Plateau,no
CLM-70369,POL730133,Marine,AIICO Insurance,Chidi Chukwu,(099) 353-8758,25-Jul-2024,30 August 2024,Natural Disaster,"NGN 1,257,735","N3,660,155",891572.54 naira,Pending,Rivers,Yes
CLM-70331,POL821184,HEALTH,AIICO Insurance,Obinna Ajayi,04270103930,26.09.2023,05-Nov-2023,Accident,"₦576,831.22","NGN 4,946,010",NGN 0,pending,Akwa Ibom,true
CLM-70014,POL550770,Motor Comprehensive,Custodian Insurance,Ibrahim Abubakar,(148) 932-5288,17.08.2024,2024/09/22,Theft,"₦559,186.03",null,₦0.00,Approved,Lagos State,FALSE
CLM-70104,POL974625,Life,AIICO Insurance,amaka mohammed,95339421047,09 July 2023,17/07/2023,  Natural Disaster,N/A,"N410,275",Unknown,REJECTED,Imo,1
CLM-70186,POL792829,Life,WAPIC Insurance,Adaeze Bello,15371473210,01/30/2023,03/24/2023,Accident,"₦840,859.85",3837210.29 naira,677721.58 naira,pending,Lagos,no
CLM-70418,POL536089,Fire & Property,Custodian Insurance,ZAINAB OKAFOR   ,39878015739,2023/05/30,07/29/2023,  accident,1584658.86,3688435.17,NGN 0,approved,Oyo,yes
CLM-70077,POL517584,Life (Term),Custodian Insurance,Funmilayo Okonkwo,234-649-909-133,20.09.2024,2024-10-28,Theft,"₦266,620.94",1616912.47,NIL,Under Review,Delta,yes
CLM-70131,POL641760,Fire & Property,NEM Insurance,Grace Balogun,234-438-156-149,21-Aug-2023,27/09/2023,FIRE,991221.36 naira,"NGN 885,772","₦323,569.69",Rejected,Edo,N
CLM-70216,POL424291,Life,NEM Insurance,Femi Bello,0187 851 9108,00/00/0000,2024-11-09,  Medical Emergency,"NGN 1,695,006",3459598.63,"829,182.17 ",Settled,Cross River,Yes
CLM-70410,POL338891,Fire & Burglary,Leadway Assurance,Kunle Ajayi,04380571983,10-Feb-2023,09-Apr-2023,Theft,"N1,416,988","₦2,547,120.09","798,483.38 ",Pending,Abuja,No
CLM-70242,POL969659,Health,AIICO Insurance,Amaka Ogundimu,18233984546,06.08.2023,09/09/2023,Fire,"NGN 1,715,887","₦4,807,533.50",null,Settled,Kano,no
CLM-70300,POL356949,Life (Term),Leadway Assurance,Ngozi Balogun,+234848666188,2024/03/11,03-May-2024,Natural Disaster,"₦1,079,218.02","₦807,702.52",?,Pending,Anambra,Y
CLM-70376,POL733992,health (family),AIICO Insurance,Halima Adeyemi,0000000000,2023-06-22,09 August 2023,  Third Party Liability,"NGN 1,685,474","N1,388,438","N257,852",pending,Ogun,1
CLM-70058,POL968524,Marine,Custodian Insurance,Funmilayo Nnamdi,65375564641,22-May-2023,16.06.2023,Accident,1783342.93,"NGN 3,701,810",Unknown,Settled,Rivers,N
CLM-70063,POL872399,Fire & Property,Leadway Assurance,Yusuf Okafor,90586518506,04/05/2023,04/26/2023,Accident,NIL,"N2,305,394",NGN 0,Under Review,Lagos,0
CLM-70200,POL534649,Health,Leadway Assurance,aliyu adekunle   ,234-578-652-785,2023/01/09,09/03/2023,Accident,"N1,729,169","₦3,785,447.99",NGN 0,Pending,Delta,false
CLM-70374,POL474221,Marine,WAPIC Insurance,YUSUF YUSUF,(972) 521-7525,2023/08/20,16-Sep-2023,Natural Disaster,"N623,995",1494799.38,"811,300.12 ",pending,LAGOS,Yes
CLM-70355,POL940208,Life (Term),Leadway Assurance,Emeka Yusuf,09702462996,,06 January 2024,Theft,"NGN 377,231","₦801,824.70","N689,347",Approved,Oyo,1
CLM-70224,POL286657,Life (Term),AIICO Insurance,chioma adekunle,+234106903311,07-Oct-2023,2023/11/27,Medical Emergency,"₦123,574.67","NGN 372,206",141955.98 naira,Settled,Delta,yes
CLM-70134,POL831531,Fire & Burglary,Custodian Insurance,Sadiq Adeyemi,234-388-516-060,11/06/2022,02/01/2023,Medical Emergency,"₦1,689,479.34",3399225.61,Unknown,Approved,Enugu,true
CLM-70322,POL779878,Life,WAPIC Insurance,SADIQ OKEKE,234-137-215-107,08 June 2023,27-Jul-2023,Flood,"₦735,363.71","NGN 361,824",NIL,Settled,kano,Y
CLM-70184,POL390756,Motor Comprehensive,AIICO Insurance,Bisi Balogun   ,0647 102 7677,13-Oct-2024,09 December 2024,Natural Disaster,1209953.08,"₦3,855,195.66",null,pending,Lagos,Y
CLM-70175,POL350164,Health (Family),Custodian Insurance,amara afolabi,234-518-844-225,03/31/2023,2023/04/20,Theft,"₦1,012,166.00","N373,201","₦172,036.49",pending,Port Harcourt,No
CLM-70443,POL125598,Fire & Property,Leadway Assurance,Fatima Adekunle,79082723184,not set,03-Nov-2024,FIRE,"1,727,986.27 ","₦4,384,351.62","N3,151,783",pending,Akwa Ibom,0
CLM-70324,POL278501,LIFE,Custodian Insurance,ZAINAB NWOSU,02447209993,07.06.2023,09 July 2023,Third Party Liability,"NGN 1,636,314","₦3,118,149.38","N2,658,422",approved,Akwa Ibom,N
CLM-70135,POL365953,Motor Comprehensive,NEM Insurance,Grace Okeke,234-596-966-416,15-Oct-2024,2024-12-05,Theft ,"585,725.54 ","N1,824,104",0.00 naira,Pending,Fct Abuja,no
CLM-70084,POL944565,Marine,NEM Insurance,Fatima Abubakar,74296717565,19 November 2024,28.12.2024,FIRE,1148167.87,846588.46,₦0.00,Pending,kano,N
CLM-70171,POL417003,Motor,Leadway Assurance,Fatima Nnamdi,03556909275,23 February 2024,2024-02-28,accident,"₦907,271.62","1,203,458.39 ",1144160.08,Pending,Kano,0
CLM-70148,POL359168,Fire & Property,AIICO Insurance,Chioma Ogundimu,0281 685 0542,2023-07-24,09/14/2023,Accident,702299.90 naira,"NGN 82,825","₦59,193.67",Under Review,Fct Abuja,no
CLM-70281,POL809388,Fire & Burglary,Leadway Assurance,Bola Adekunle,51713395962,11 February 2023,18-Mar-2023,Fire,null,"₦1,921,275.92",N/A,REJECTED,Edo,No
CLM-70190,POL319770,Health (Family),AIICO Insurance,SEGUN  YUSUF,08016245650,2024/05/13,24 May 2024,Third Party Liability,"NGN 308,573","₦4,614,911.74",NGN 0,Settled,Akwa Ibom,N
CLM-70389,POL318742,Motor,AIICO Insurance,Amaka Abubakar,(557) 941-5521,2024-02-01,02/23/2024,Fire,1171282.07 naira,  ,196566.29,Under Review,Oyo,FALSE
CLM-70254,POL408824,Life,AXA Mansard,Ifeoma Balogun,06046618398,15 January 2023,01/26/2023,Third Party Liability,"808,997.08 ","₦1,342,811.89",₦0.00,Partially Approved,Imo,yes
CLM-70426,POL285844,Life (Term),Leadway Assurance,Segun Balogun,06607283268,13.10.2024,18 November 2024,Theft ,"₦635,296.15","NGN 1,712,088",n/a,Approved,Edo,N
CLM-70408,POL993605,Fire & Burglary,AXA Mansard,  Musa Bello,234-996-846-081,04/01/2024,02/12/2024,accident,NULL,"1,009,125.67 ",NGN 0,Under Review,Delta,true
CLM-70338,POL911192,Motor Comprehensive,Custodian Insurance,Adaeze Okafor,(433) 154-1006,16-Feb-2024,2024/03/17,Fire,563567.57 naira,4252170.84,"₦91,180.41",Settled,Imo,Yes
CLM-70086,POL117072,Health (Family),Custodian Insurance,Kunle Ogundimu,+234545168087,2023-10-22,2023-12-18,  Medical Emergency,"₦1,236,529.67","N261,078",0,Settled,Edo,No
CLM-70218,POL966929,LIFE (TERM),AXA Mansard,Tobi Okeke,(718) 707-2867,2023/10/27,24/11/2023,accident,874098.73 naira,3681157.10 naira,₦0.00,REJECTED,Rivers,No
CLM-70455,POL645377,Marine,WAPIC Insurance,Blessing Okeke,234-635-651-269,01-Jun-2023,14 July 2023,accident   ,"NGN 1,242,614",3568852.77,"₦729,703.65",Under Review,Cross River,yes
CLM-70243,POL458224,Motor Comprehensive,AIICO Insurance,Tobi Olawale,01567933410,26/09/2024,2024/10/12,Fire,1763861.62,3544615.39 naira,N0,Rejected,Anambra,Yes
CLM-70158,POL827497,Health (Family),AIICO Insurance,Chinedu Olawale,(328) 986-1434,02/10/2023,2023/02/25,Accident,"NGN 1,709,370","₦4,635,113.88","N3,801,414",approved,Lagos,No
CLM-70449,POL995017,motor,AIICO Insurance,Blessing Yusuf,04257991366,11-Aug-2023,17-Sep-2023,Fire   ,"NGN 233,862","N2,593,347",NGN 0,pending,Cross River,false
CLM-70388,POL739760,Fire & Burglary,Custodian Insurance,Sadiq Okonkwo,04556110022,2024-06-25,07.08.2024,Medical Emergency,"299,410.83 ","NGN 798,811","N627,714",Settled,Lagos,1
CLM-70118,POL480992,Health (Family),AXA Mansard,Blessing Olawale,0178 390 8470,2024-08-02,10/09/2024,Theft,"1,156,630.17 ",Unknown,"₦2,914,753.76",Pending,Delta,Y
CLM-70430,POL411132,Marine,Leadway Assurance,Grace Okeke,87814141397,18/05/2023,2023/07/11,Medical  Emergency,595494.67 naira,nil,₦0.00,pending,Lagos,true
CLM-70317,n/a,Life (Term),Leadway Assurance,HALIMA CHUKWU,234-277-561-853,2024/05/22,07-Jun-2024,Theft ,"NGN 1,066,693","N1,481,498","₦955,711.52",approved,Plateau,FALSE
CLM-70441,POL100283,Motor,AXA Mansard,Musa Eze,0184 498 9266,06/20/2024,2024-07-28,Flood,"NGN 531,483","NGN 4,934,170","NGN 1,226,232",Approved,Imo,No
CLM-70127,POL764845,Motor Comprehensive,AIICO Insurance,Femi Yusuf,08094024455,not set,30 April 2024,FIRE,--,699179.67,?,approved,KANO,FALSE
CLM-70173,POL279594,Motor Comprehensive,NEM Insurance,Amara Nwosu,0027 868 1447,17/06/2024,09/07/2024,Theft,"N1,000,124","1,369,839.46 ","N1,101,355",approved,Kaduna,N
CLM-70043,POL849014,Motor,Leadway Assurance,Tunde Olawale,(615) 951-4846,10/19/2023,2023-11-26,Natural Disaster,869241.52,"N771,288",  ,Settled,oyo,no
CLM-70405,POL978922,Life,AIICO Insurance,Tunde Okeke,(866) 934-6547,11 August 2024,13-Sep-2024,Accident,"N1,569,948",3344434.03 naira,0.00 ,Settled,Edo,Yes
CLM-70120,POL738576,Marine,Custodian Insurance,Chioma Afolabi,0124 998 5698,05/06/2023,2023/05/12,FIRE,712644.9,3010719.19,"N1,517,734",approved,Edo,no
CLM-70420,POL166741,Motor Comprehensive,WAPIC Insurance,Ibrahim Nnamdi,0000000000,11/26/2023,2023-12-25,FIRE,"₦381,152.50","₦3,227,793.15","₦494,167.12",Pending,Plateau,no
CLM-70248,POL642337,HEALTH (FAMILY),NEM Insurance,Chinedu Ogundimu,+234185016315,01/18/2024,2024-03-14,Third Party Liability,"NGN 1,125,874",524364.08,--,Partially Approved,Edo,no
CLM-70299,POL989980,Health,AXA Mansard,Segun Chukwu,(271) 091-0430,25-Jun-2024,25.07.2024,  Flood   ,1724767.99,"NGN 4,606,102",-,Approved,Plateau,No
CLM-70432,POL499987,Life (Term),AXA Mansard,Kunle Olawale,07594929955,00/00/0000,2023-06-06,  Flood,1334700.07,"NGN 1,940,110",1694417.49,Settled,Enugu,Y
CLM-70187,POL256189,MOTOR,WAPIC Insurance,Sadiq  Suleiman,+234696325953,,20.02.2024,Theft,"400,728.76 ","₦3,276,172.67",3079896.48,Under Review,Abuja,1
CLM-70433,POL248350,Fire & Property,Custodian Insurance,Musa Yusuf,20533645257,2024/11/09,12 November 2024,Natural Disaster,"NGN 652,231","NGN 547,937","₦386,856.93",pending,FCT,1
CLM-70010,POL262998,Motor Comprehensive,Leadway Assurance,Tunde Suleiman,(238) 849-6965,04.11.2024,00/00/0000,  Medical Emergency,unknown,"N688,770",₦0.00,Rejected,Imo,false
CLM-70220,POL820216,Life (Term),WAPIC Insurance,Zainab Bello,(065) 180-1704,unknown date,19-Aug-2024,Third Party Liability,"N1,173,843",446978.6,?,Settled,Oyo,true
CLM-70042,POL258290,Marine,AXA Mansard,Grace Olawale,06934060883,30-Sep-2024,unknown date,  Medical Emergency,"N1,590,635",3222099.32 naira,"N1,041,409",Approved,Delta,FALSE
CLM-70017,POL938722,motor comprehensive,Custodian Insurance,Chidi Suleiman,89638346578,15-Sep-2023,02.11.2023,accident,717226.3,"N4,460,375",unknown,Pending,LAGOS,N
CLM-70409,POL683346,Life (Term),Leadway Assurance,Blessing Afolabi,62003424420,29-May-2023,2023/05/29,Third Party Liability,551807.81,"NGN 4,823,661",NIL,Under Review,Cross River,TRUE
CLM-70054,POL987025,Marine,AXA Mansard,ifeoma yusuf,+234366909670,08 June 2023,18 June 2023,Third Party Liability,"₦597,722.83","₦3,552,474.02","N3,342,537",Under Review,Cross River,FALSE
CLM-70235,POL372374,Motor,WAPIC Insurance,Adaeze Chukwu,(175) 355-6093,14-Jul-2023,09/05/2023,Theft ,1399130.07 naira,"N3,638,016","NGN 401,789",Pending,Plateau,1
CLM-70066,--,FIRE & PROPERTY,WAPIC Insurance,Adaeze Balogun,0379 965 0752,11-Aug-2024,15-Aug-2024,  Natural Disaster,"₦105,389.40","1,735,753.76 ",--,Partially Approved,Rivers,N
CLM-70290,POL615151,Life,WAPIC Insurance,Yusuf Adekunle,(520) 643-6110,2023-07-19,2023-08-06,Flood   ,"N862,903","N4,544,240",  ,Under Review,Kano,No
CLM-70141,POL459762,Fire & Property,Custodian Insurance,Obinna Ajayi,0905 814 7700,11/07/2023,30 November 2023,Flood,"N1,112,681","1,313,309.83 ","311,437.18 ",Pending,Delta,Yes
CLM-70110,POL489737,Motor Comprehensive,Custodian Insurance,Ifeoma Olawale,02004711382,27-Oct-2024,01-Nov-2024,Accident,"NGN 419,500",1132173.07,"₦476,047.72",Pending,Cross River,No
CLM-70078,POL849979,Health (Family),NEM Insurance,Tobi Mohammed,(123) 281-2067,11.01.2024,23 February 2024,Accident,911263.21 naira,"N3,174,013",  ,REJECTED,Rivers,Yes
CLM-70214,POL429153,Life (Term),AXA Mansard,Sadiq Balogun,0684 145 9332,2023/05/20,06/30/2023,Theft,"N1,538,225","N4,819,659",95953.34 naira,pending,Imo,No
CLM-70280,POL566532,Motor Comprehensive,NEM Insurance,Ibrahim Suleiman,(078) 361-3407,11/04/2024,2024/11/04,Accident,"465,798.33 ",249907.99,"NGN 226,072",Pending,Plateau,FALSE
CLM-70215,POL543410,fire & property,AXA Mansard,Kunle Nwosu,(279) 568-7833,not set,06/09/2024,Third Party Liability,"NGN 1,397,414",1580783.44,-,approved,Lagos,FALSE
CLM-70431,POL375185,Motor Comprehensive,WAPIC Insurance,Bola Okeke,234-523-149-135,2023-10-17,2023/11/23,Flood,1394210.34 naira,"4,574,093.79 ",2769645.16,Settled,Delta,0
CLM-70069,POL689704,Fire & Burglary,Leadway Assurance,blessing adeyemi   ,(436) 349-5788,07/12/2023,00/00/0000,Theft ,424986.57,4290555.37,0.00 naira,REJECTED,Oyo,Yes
CLM-70007,POL522179,Life,Leadway Assurance,  Tunde Adeyemi,02553419283,12.02.2024,09/03/2024,Accident,"₦853,968.79",3650797.73,3592988.12 naira,pending,Kano,Yes
CLM-70156,POL442707,MOTOR,WAPIC Insurance,Amara Mohammed,(361) 530-5152,23/08/2024,2024-10-11,  Natural Disaster,1147143.68,289557.18 naira,"NGN 92,460",Settled,Cross River,false
CLM-70023,POL615633,Motor,Leadway Assurance,Bola Bello,(473) 178-1080,05 July 2023,08 July 2023,Natural Disaster,?,"₦4,311,380.36",₦0.00,Under Review,Edo,N
CLM-70413,POL684191,Health,AIICO Insurance,Musa Adeyemi,03472122816,2023-11-16,not set,Theft    ,"N1,359,472",2628859.02 naira,  ,Pending,Ogun,no
CLM-70113,POL753404,Life,WAPIC Insurance,Bisi Suleiman,,14-Apr-2023,2023-05-07,accident,"₦1,287,220.41",3964793.23 naira,?,Pending,Enugu,No
CLM-70440,POL722076,Motor,WAPIC Insurance,Zainab Abubakar,234-038-567-700,18/07/2023,07/30/2023,Fire,"NGN 1,373,573","NGN 3,683,799",N0,Pending,Imo,0
CLM-70142,POL414608,Motor,Custodian Insurance,FUNMILAYO LAWAL,41199867980,2024-02-05,07 March 2024,Medical Emergency,"N263,687","N4,468,487","N2,386,094",Partially Approved,Rivers,yes
CLM-70197,POL283877,Health,Leadway Assurance,IBRAHIM OKONKWO   ,(749) 930-9728,2023/12/10,2023-12-28,Fire,"NGN 834,270",unknown,603964.16,Pending,Lagos,TRUE
CLM-70048,POL796643,Motor Comprehensive,AIICO Insurance,Aliyu Okonkwo,(176) 936-7632,10-May-2023,28/05/2023,Natural  Disaster,786899.04,"NGN 3,081,752",N0,REJECTED,Rivers State,true
CLM-70241,POL382368,Life (Term),AIICO Insurance,Chioma Eze,+234084840862,12/07/2023,27 July 2023,Theft,"NGN 1,360,037",2938424.80 naira,NULL,Pending,Kaduna,TRUE
CLM-70350,POL735615,Marine,Leadway Assurance,Wale Adekunle,N/A,,2023-10-08,Theft ,804077.22 naira,4429038.83,₦0.00,Settled,Delta,yes
CLM-70074,POL180674,Life (Term),WAPIC Insurance,Ngozi Bello,77752047116,2023/05/05,03 July 2023,  Third Party Liability,"NGN 1,534,509",97977.31,NGN 0,REJECTED,Lagos,0
CLM-70137,POL389340,Life (Term),Custodian Insurance,Yusuf Balogun,68164535218,02/12/2024,2024/12/16,FIRE,"NGN 1,116,962","N3,376,641",2211764.69,approved,Rivers,TRUE
CLM-70226,POL367240,Motor,AIICO Insurance,Kemi Chukwu,+234284395995,20/03/2023,2023/04/21,Medical Emergency,779221.50 naira,"490,532.13 ",278856.83,Under Review,Rivers State,true
CLM-70313,nil,Motor,NEM Insurance,Bola Okafor,01383670241,07/08/2024,10/04/2024,accident,"N486,908","NGN 2,773,469","565,129.28 ",Settled,Cross River,yes
CLM-70411,POL515494,Fire & Burglary,WAPIC Insurance,Zainab Mohammed,(638) 406-6658,21 July 2024,08/06/2024,FIRE,nil,"NGN 3,644,247",?,Rejected,Anambra,1
CLM-70457,POL470725,Marine,AXA Mansard,Wale Suleiman,0872 588 7449,22 September 2023,N/A,Theft,"452,207.48 ","₦1,117,779.28",840264.38 naira,Under Review,Delta,FALSE
CLM-70315,POL463629,Fire & Burglary,AIICO Insurance,Tunde  Olawale,N/A,2023-11-02,11/02/2023,Accident,unknown,"₦3,305,138.64",  ,approved,Delta,false
CLM-70048,POL796643,Motor Comprehensive,AIICO Insurance,Aliyu Okonkwo,(176) 936-7632,10-May-2023,28/05/2023,Natural  Disaster,786899.04,"NGN 3,081,752",N0,REJECTED,Rivers State,true
CLM-70379,POL286255,Fire & Burglary,Custodian Insurance,Blessing Okonkwo,08985625753,2024/01/23,06-Feb-2024,Natural Disaster   ,"N1,549,825",2484269.41 naira,--,Approved,Kaduna,FALSE
