RecordID,FarmerName,FarmerPhone,ProduceName,Quantity,Unit,PricePerUnit,TotalValue,Market,SaleDate,ProduceGrade,StorageFacility,State,TransportMode,Certified_Organic
AGR500039,Chioma Nnamdi,234-490-961-739,Sorghum,4128.62,tonnes,18426.23 naira,76074901.70 naira,Mile 12 Market Lagos,11-May-2024,Grade B,N/A,Ogun,Truck,TRUE
AGR500180,Tunde Chukwu,+234106330165,Rice (Local),4643.31,Crates,"N38,215","₦177,444,788.15",Bodija Market Ibadan,20.05.2025,Premium,warehouse,Imo,Truck,FALSE
AGR500205,Bisi Lawal,234-147-439-742,Palm Oil,2269.98,Bags,n/a,144564107.60 naira,Bodija Market Ibadan,18.07.2024,GRADE B,N/A,Oyo,Motorcycle,FALSE
AGR500032,Ngozi Olawale,+234433249135,Palm Oil,583.69,Crates,"N11,003","NGN 6,422,423",Bodija Market Ibadan,20.04.2025,grade a,warehouse,Kaduna,Truck,N
AGR500246,  Tobi Balogun,+234680491872,Sorghum,--,Bags,17989.66 naira,67173390.44 naira,Oyingbo Market Lagos,2024/07/30,Grade C,Cold Room,Edo,TRUCK,0
AGR500034,Bisi Nwosu,+234148881079,Rice (Local),607.34,Bags,79569.42,"NGN 48,325,692",Ariaria Market Aba,23-Oct-2024,Premium,N/A,Lag,Truck,false
AGR500124,FUNMILAYO AJAYI   ,01452647124,Tomatoes,4274.1,tonnes,"₦58,517.18","₦250,108,279.04",Mile 12 Market Lagos,26.06.2024,B,COLD ROOM,Lagos State,Bicycle,N
AGR500160,ifeoma suleiman,43627187496,Tomatoes,4721.17,crates,"₦67,959.45",,Oyingbo Market Lagos,05-Oct-2024,GRADE B,warehouse,Ibadan,TRUCK,true
AGR500204,Zainab Afolabi,06157276829,Palm Oil,3788.03,Bags,"NGN 72,425",274348224.2712,Mile 12 Market Lagos,2025/06/05,Grade C,,Kano,truck,1
AGR500300,Bola Adekunle,07753726032,Tomatoes,3494.02,KG,"₦13,140.06","NGN 45,911,632",Bodija Market Ibadan,02/23/2025,Premium,COLD ROOM,Ogun,TRUCK,false
AGR500158,FEMI OKEKE,(776) 755-5628,Maize (Corn),2532.38,Crates,"N55,439","140,393,805.04 ",Dawanau Market Kano,2025/03/09,B,COLD ROOM,Imo,Truck,1
AGR500057,Ibrahim Eze,08085096085,Cassava,3677.72,Crates,64162.64 naira,"NGN 235,972,224",Mile 12 Market Lagos,11/30/2024,grade a,,Plateau,truck,true
AGR500135,Ifeoma Olawale,17071587964,Tomatoes,4784.7,kg ,"₦29,142.27",139437019.27 naira,Oyingbo Market Lagos,25.03.2024,B,,Delta,Van,FALSE
AGR500369,Tunde Eze,0442 607 8197,Maize (Corn),2443.32,crates,"₦26,470.41","NGN 64,675,682",Ariaria Market Aba,04/21/2025,Standard,Open Air,abuja,Truck,FALSE
AGR500337,kunle okafor,03606014886,Cassava,384.45,Bags,"N68,160","NGN 26,204,266",Bodija Market Ibadan,14/01/2025,grade a,COLD ROOM,Kaduna,Truck,yes
AGR500128,Segun Adeyemi,+234835129592,Plantain,1029.7,crates,"NGN 6,805","N7,007,510",Oyingbo Market Lagos,11-Jun-2024,Grade C,COLD ROOM,Plateau,Van,false
AGR500159,Yusuf Yusuf,03339395786,Beans,3883.45,KG,"N57,758",,Oyingbo Market Lagos,2024-05-17,B,COLD ROOM,Delta,truck,FALSE
AGR500156,Kunle Lawal,26425064207,Pepper,2149.42,Tonnes,"N26,121","NGN 56,145,967",Oyingbo Market Lagos,N/A,Premium,Cold Room,Akwa Ibom,truck,TRUE
AGR500112,Yusuf Chukwu,(333) 373-2043,Sorghum,4839.17,KG,"NGN 68,922",333525613.48 naira,Mile 12 Market Lagos,12/25/2024,unknown,COLD ROOM,Kaduna,TRUCK,No
AGR500359,  Sadiq Balogun   ,01073228360,Cassava,924.71,Tonnes,"N47,473",,Oyingbo Market Lagos,2024/08/16,A,Open Air,Imo,Bicycle,no
AGR500364,Ifeoma Olawale,0301 623 4190,Palm Oil,2067.47,tonnes,"N43,659",90262949.12 naira,Ariaria Market Aba,2024-07-26,Grade A,Warehouse,Delta,Truck,yes
AGR500247,Chioma Adeyemi,234-204-956-121,Groundnut,3743.59,KG,₦769.06,"₦2,879,045.33",Mile 12 Market Lagos,15-Dec-2024,Grade B,,Edo,Truck,true
AGR500179,Sadiq Okeke,(975) 191-0231,Beans,1509.7,crates,23915.86 naira,"₦36,105,773.84",Oyingbo Market Lagos,00/00/0000,?,N/A,Ogun,Bicycle,Y
AGR500020,Zainab Olawale,+234773973278,Palm Oil,2725.0,Tonnes,"NGN 10,519","28,664,738.25 ",Dawanau Market Kano,2024/01/14,Premium,Warehouse,Ogun,truck,TRUE
AGR500040,  Bola Okeke,(704) 694-7258,Onions,872.18,Bags,"NGN 53,347",46527872.48 naira,Oyingbo Market Lagos,18/01/2025,GRADE B,,Edo,Motorcycle,Y
AGR500415,Bola Suleiman,0245 279 0504,Maize (Corn),4621.02,Crates,21351.42 naira,"₦98,665,338.85",Dawanau Market Kano,2024-09-20,Standard,COLD ROOM,Akwa Ibom,Motorcycle,1
AGR500143,Yusuf Adeyemi,0906 072 3111,Tomatoes,4477.58,Tonnes,"₦57,780.04",258714751.5032,Dawanau Market Kano,14.04.2024,NULL,warehouse,Abuja,truck,TRUE
AGR500122,Amaka Okonkwo,0623 392 2071,Beans,--,kg ,"80,500.96 ",200843455.12320003,Bodija Market Ibadan,06-Oct-2024,B,Open Air,Edo,truck,yes
AGR500022,Grace Lawal,06164819807,Plantain,3521.55,crates,unknown,"N299,169,407",Mile 12 Market Lagos,13 December 2024,B,Cold Room,Rivers,TRUCK,FALSE
AGR500061,Funmilayo Nnamdi,00694096003,Rice (Local),709.12,Bags,"₦14,420.78","NGN 10,226,064",Bodija Market Ibadan,2025/01/06,Reject,N/A,Enugu,Van,false
AGR500233,Wale Chukwu,234-058-295-829,Palm Oil,1567.06,tonnes,"₦24,208.21",,Ariaria Market Aba,2024-11-27,Reject,warehouse,KANO,Truck,Yes
AGR500413,Emeka Ogundimu,234-301-764-644,Palm Oil,62.95,Bags,27657.18,,Oyingbo Market Lagos,2024-06-21,?,Cold Room,Imo,Van,no
AGR500312,Fatima Balogun,234-745-847-609,Sorghum,1588.79,Crates,"57,444.07 ","N91,266,564",Mile 12 Market Lagos,10/26/2024,Grade B,warehouse,Lagos State,Bicycle,Yes
AGR500384,FATIMA  OKEKE,0019 043 2230,Yam,4559.18,Bags,"₦48,305.55",Unknown,Ariaria Market Aba,2025/01/13,Grade A,Open Air,Ogun,Bicycle,Y
AGR500144,Kunle Balogun,+234128524648,Tomatoes,752.12,kg ,41980.14,"NGN 31,574,103",Dawanau Market Kano,09 February 2024,grade a,COLD ROOM,Fct Abuja,Van,1
AGR500014,Emeka Ogundimu,(588) 863-6774,Beans,2680.87,bags,"4,180.84 ",11208288.53 naira,Ariaria Market Aba,14 September 2024,,COLD ROOM,Akwa Ibom,Truck,no
AGR500237,Tobi Okeke   ,0308 172 1436,Yam,NULL,tonnes,31239.30 naira,,Ariaria Market Aba,31-Jul-2024,Unknown,warehouse,Oyo,Truck,0
AGR500098,Grace Lawal,66014448564,Sorghum,2477.87,crates,"₦12,665.80",-,Oyingbo Market Lagos,19 November 2024,Reject,Warehouse,Lagos,TRUCK,no
AGR500077,Obinna Abubakar,+234290477425,Maize (Corn),577.42,crates,"₦4,046.65",,Ariaria Market Aba,19.08.2024,Grade A,N/A,Rivers,Bicycle,0
AGR500101,Amaka Mohammed,234-191-911-359,Sorghum,4385.52,Crates,"₦14,909.84",65387401.51680001,Oyingbo Market Lagos,22 May 2024,Grade B,Cold Room,Anambra,Bicycle,TRUE
AGR500269,Musa Lawal,+234978524914,Pepper,4096.59,KG,"NGN 75,546",,Dawanau Market Kano,04 November 2024,Standard,,Delta,truck,0
AGR500420,amaka mohammed,75617868800,Maize (Corn),4976.43,crates,-,"NGN 329,521,578",Dawanau Market Kano,,GRADE B,COLD ROOM,Kano,Motorcycle,FALSE
AGR500193,Grace Nwosu,234-115-794-238,Plantain,3216.38,crates,"N70,848","N227,874,219",Dawanau Market Kano,01-May-2024,A,COLD ROOM,Abuja,Truck,true
AGR500363,Chidi Lawal,0342 929 1320,Beans,818.2,kg ,"₦38,491.32","NGN 31,493,598",Mile 12 Market Lagos,2025-01-05,Grade A,Cold Room,Lagos,truck,Y
AGR500436,  Halima Olawale,234-599-144-920,Plantain,2872.94,bags,"NGN 39,515","NGN 113,524,598",Dawanau Market Kano,03.06.2024,Grade A,warehouse,Akwa Ibom,Van,Y
AGR500035,Grace Ajayi,03342337209,Tomatoes,3309.32,KG,"N15,360","N50,831,023",Ariaria Market Aba,08/17/2024,Grade B,warehouse,Rivers,Van,no
AGR500293,Sadiq Nwosu,07223959473,Tomatoes,3274.07,Tonnes,"25,250.15 ","82,670,758.61 ",Oyingbo Market Lagos,18 April 2025,Grade A,Open Air,Delta,Van,No
AGR500041,KUNLE NWOSU,+234444835488,Beans,3893.47,kg ,"NGN 60,791",236686260.58 naira,Dawanau Market Kano,16-Aug-2024,B,N/A,Kaduna,Bicycle,Yes
AGR500424,Kemi Yusuf,234-491-189-418,Tomatoes,3705.79,tonnes,12153.53 naira,,Dawanau Market Kano,2025/01/22,B,Warehouse,Ogun,Truck,1
AGR500190,Tunde Ajayi,0506 229 2310,?,2220.89,kg,36897.68 naira,81945688.54 naira,Mile 12 Market Lagos,07/26/2024,Reject,COLD ROOM,KANO,Van,TRUE
AGR500407,Kemi Adekunle,0164 818 8044,Groundnut,3606.86,bags,"₦83,388.97","300,772,340.33 ",Bodija Market Ibadan,not set,GRADE B,N/A,Lagos State,Motorcycle,N
AGR500327,  Sadiq Nwosu,+234894370526,Maize (Corn),837.11,kg,"NGN 84,291","₦70,560,914.35",Oyingbo Market Lagos,2025-06-26,Grade A,N/A,Abuja,Bicycle,No
AGR500133,Fatima  Ogundimu,01815899886,Tomatoes,932.58,KG,"N9,259","₦8,634,525.08",Oyingbo Market Lagos,03/31/2025,Grade C,N/A,Imo,Bicycle,Yes
AGR500352,Segun Lawal,234-185-174-460,Plantain,3429.95,bags,"N2,578","NGN 8,841,245",Dawanau Market Kano,20 April 2025,Grade A,,Ogun,Bicycle,false
AGR500454,Ifeoma Yusuf,0207 266 2925,Pepper,1224.97,bags,"₦81,310.38","NGN 99,602,776",Dawanau Market Kano,08 April 2024,Reject,COLD ROOM,Kaduna,Motorcycle,true
AGR500224,Musa Eze,04014247310,Rice (Local),947.76,bags,"₦17,752.03",,Ariaria Market Aba,2025-02-19,GRADE B,warehouse,Enugu,Bicycle,0
AGR500206,Halima Adeyemi,0250 105 8752,Plantain,3439.22,tonnes,"N33,171","₦114,083,811.09",Ariaria Market Aba,02 August 2024,A,Open Air,Ogun,Motorcycle,No
AGR500314,Segun Okeke,85666954132,Cassava,554.89,KG,"NGN 44,458","NGN 24,669,461",Dawanau Market Kano,04/09/2024,Grade C,Warehouse,Akwa Ibom,Van,No
AGR500329,Fatima Nnamdi,(725) 659-2024,Beans,4096.81,kg,"NGN 61,966","N253,862,683",Dawanau Market Kano,27-Aug-2024,grade a,Cold Room,Anambra,TRUCK,Y
AGR500230,Funmilayo Afolabi,07825588255,Groundnut,3082.84,tonnes,"NGN 48,747",,Ariaria Market Aba,2024/02/11,A,COLD ROOM,Cross River,truck,0
AGR500067,Ngozi Okafor,+234112898123,Onions,2978.74,Bags,41491.48,"₦123,592,331.14",Ariaria Market Aba,14/03/2025,Premium,N/A,FCT,Bicycle,Yes
AGR500078,Musa Nnamdi,(591) 779-3238,Onions,2573.19,Crates,"NGN 28,078","NGN 72,249,900",Bodija Market Ibadan,04.04.2025,A,COLD ROOM,Delta,TRUCK,true
AGR500460,Ifeoma Mohammed,05613371844,Sorghum,2052.05,KG,"N52,838","₦108,425,704.89",Oyingbo Market Lagos,14-May-2024,GRADE B,Cold Room,Rivers,Bicycle,No
AGR500383,Adaeze Adekunle,93940655782,Beans,97.02,bags,"N68,054","NGN 6,602,637",Dawanau Market Kano,unknown date,Premium,N/A,Cross River,Bicycle,No
AGR500307,Kemi Nnamdi,0196 463 0040,Tomatoes,3626.34,Crates,"₦36,513.79",,Mile 12 Market Lagos,2025-01-28,B,Warehouse,Kaduna,Motorcycle,N
AGR500388,ALIYU BALOGUN,(126) 163-2488,Sorghum,2865.2,kg,"N12,846","₦36,806,674.37",Bodija Market Ibadan,04/01/2025,Premium,Cold Room,FCT,truck,N
AGR500209,Halima Okafor,(218) 231-5551,Cassava,3522.91,KG,"NGN 2,669","₦9,402,188.81",Mile 12 Market Lagos,02/27/2025,GRADE B,N/A,Plateau,Van,0
AGR500259,Chioma Chukwu,0605 603 5679,Pepper,1522.76,tonnes,"NGN 52,049",null,Oyingbo Market Lagos,2025-02-16,Grade B,N/A,Delta,Van,Y
AGR500001,Segun Okonkwo,234-029-168-154,Beans,3122.73,Tonnes,72144.62,"₦225,288,169.21",Bodija Market Ibadan,05.06.2025,B,warehouse,kano,Bicycle,FALSE
AGR500387,Chinedu Adeyemi,234-250-826-112,Sorghum,1937.58,crates,"N42,266",81892826.24 naira,Mile 12 Market Lagos,not set,B,Open Air,Kaduna,Bicycle,N
AGR500272,Kunle Okeke,N/A,-,2606.83,crates,"₦70,004.21",182489074.7543,Ariaria Market Aba,02/24/2024,--,,Oyo,Bicycle,0
AGR500374,YUSUF CHUKWU,78020586950,Cassava,2772.15,bags,"₦16,822.32",46633994.388000004,Ariaria Market Aba,30.10.2024,?,COLD ROOM,Edo,truck,no
AGR500448,  Emeka Lawal,+234823948400,Maize (Corn),41.12,Crates,"NGN 23,679",NULL,Ariaria Market Aba,,Premium,warehouse,Cross River,TRUCK,false
AGR500106,Fatima Nwosu,(598) 354-1165,Rice (Local),313.66,kg,"N75,719",23750052.906000003,Bodija Market Ibadan,15/02/2025,A,COLD ROOM,Abuja,Truck,N
AGR500380,MUSA AJAYI,(040) 961-4973,Yam,N/A,tonnes,"NGN 29,571",,Ariaria Market Aba,2024/12/06,Reject,,Akwa Ibom,Bicycle,FALSE
AGR500449,yusuf chukwu,+234300869661,Cassava,1047.16,bags,"2,451.62 ","NGN 2,567,238",Dawanau Market Kano,2024/07/04,Reject,warehouse,Imo,Bicycle,1
AGR500394,chidi adekunle,+234881445822,Pepper,1578.65,kg ,"₦9,488.08","₦14,978,357.49",Mile 12 Market Lagos,2024-09-06,Grade B,Cold Room,Abuja,Bicycle,1
AGR500290,Sadiq Adekunle,0230 391 1142,Tomatoes,1287.97,Bags,?,11993769.84 naira,Mile 12 Market Lagos,03/28/2025,grade a,Open Air,Edo,truck,yes
AGR500174,  GRACE ADEKUNLE,08029090463,Maize (Corn),2898.91,crates,"NGN 21,425","₦62,108,508.99",Dawanau Market Kano,23 January 2025,nil,,Akwa Ibom,truck,false
AGR500033,Musa Balogun,(790) 833-5061,nil,357.3,kg,25812.52 naira,"NGN 9,222,813",Ariaria Market Aba,24-Mar-2025,B,,Akwa Ibom,TRUCK,No
AGR500273,Ibrahim Adekunle,01418842163,Rice (Local),958.82,bags,"N14,675",,Oyingbo Market Lagos,2024/06/01,Grade A,Open Air,Lagos,Van,0
AGR500289,Segun Adekunle,+234319092487,Beans,3550.69,tonnes,"₦3,923.49","NGN 13,931,097",Mile 12 Market Lagos,15.11.2024,Standard,warehouse,Enugu,Motorcycle,yes
AGR500202,Blessing Okonkwo,33991403884,Pepper,944.04,crates,"N62,580",59077749.43 naira,Ariaria Market Aba,18-Jun-2025,Grade A,Warehouse,Kaduna,truck,Y
AGR500065,Blessing Nwosu,234-643-350-271,Groundnut,2533.0,kg ,"₦66,717.94","NGN 168,996,542",Mile 12 Market Lagos,02.05.2024,B,warehouse,Kaduna,Truck,yes
AGR500270,Sadiq Okafor,0686 013 4778,Beans,4606.44,Tonnes,"NGN 66,850","₦307,942,586.90",Mile 12 Market Lagos,26 June 2025,GRADE B,N/A,Edo,truck,true
AGR500074,OBINNA  NWOSU,0465 495 0050,--,2425.28,tonnes,77317.98,"NGN 187,517,751",Mile 12 Market Lagos,03-Jan-2025,Grade C,Warehouse,Akwa Ibom,Van,TRUE
AGR500015,  FUNMILAYO NNAMDI,,Beans,2713.78,kg,"NGN 50,589",137287579.2468,Dawanau Market Kano,13 January 2024,GRADE B,COLD ROOM,Ogun,Truck,true
AGR500196,Amaka  Ajayi,234-075-633-535,Yam,523.1,Bags,"N64,656","N33,821,444",Dawanau Market Kano,04-Jun-2024,Premium,COLD ROOM,Plateau,Bicycle,false
AGR500231,Adaeze Chukwu,(296) 575-4278,Pepper,4055.19,crates,"N46,748","NGN 189,570,684",Bodija Market Ibadan,2025/03/17,A,COLD ROOM,Lagos,truck,yes
AGR500169,Adaeze Suleiman,05799270795,Plantain,4434.28,bags,"NGN 4,374","₦19,396,604.95",Bodija Market Ibadan,03/04/2025,GRADE B,Open Air,Delta,Van,yes
AGR500038,Halima Okeke,0717 173 1893,Rice (Local),3487.9,kg ,"N28,777","₦100,371,298.30",Dawanau Market Kano,11/01/2024,  ,Open Air,Ogun,Motorcycle,N
AGR500216,Ibrahim Okafor,+234858623945,Tomatoes,4326.1,kg ,79442.24 naira,"N343,675,074",Bodija Market Ibadan,06/02/2024,Standard,Warehouse,Delta,Bicycle,N
AGR500311,Musa Abubakar,0558 298 4933,Pepper,2871.47,Tonnes,"N23,425",67264759.04 naira,Ariaria Market Aba,15/09/2024,Standard,,Delta,Van,yes
AGR500076,Zainab Ajayi,(053) 161-1776,Rice (Local),4616.91,Bags,"₦1,992.40",9198731.48 naira,Ariaria Market Aba,19/05/2024,Standard,COLD ROOM,Abuja,truck,true
AGR500091,Tunde Olawale,24014843991,Tomatoes,1129.34,bags,"68,665.64 ",77546853.88 naira,Dawanau Market Kano,12/22/2024,Grade B,,Akwa Ibom,Bicycle,FALSE
AGR500037,Tunde Balogun,39977180513,Tomatoes,4356.76,tonnes,"N71,419","₦311,154,614.66",Bodija Market Ibadan,28 May 2025,grade a,COLD ROOM,Enugu,Van,0
AGR500113,Kunle Bello,(977) 688-9362,NULL,4938.82,kg,9972.90 naira,"49,254,357.98 ",Ariaria Market Aba,2024/04/19,GRADE B,warehouse,Cross River,Van,false
AGR500153,Ngozi Olawale,(090) 691-3098,Cassava,3052.62,KG,"25,603.02 ","NGN 78,156,291",Ariaria Market Aba,2024/03/29,null,N/A,Kaduna,TRUCK,FALSE
AGR500299,Emeka Chukwu,+234463203747,Yam,274.55,Tonnes,"12,397.23 ",,Ariaria Market Aba,23 August 2024,Grade A,COLD ROOM,Delta,Bicycle,N
AGR500072,Ifeoma Ogundimu,+234009345962,N/A,1658.37,tonnes,"34,666.54 ","N57,489,950",Dawanau Market Kano,08/03/2025,A,COLD ROOM,Kano,TRUCK,no
AGR500150,ifeoma adeyemi   ,0235 707 1398,Beans,1810.03,Bags,"₦27,506.44","NGN 49,787,482",Oyingbo Market Lagos,13/01/2025,Standard,Cold Room,Anambra,Truck,no
AGR500185,Halima Olawale   ,42101750961,Rice (Local),4270.08,tonnes,"₦19,809.80",84589430.78 naira,Mile 12 Market Lagos,27 February 2025,Grade B,,Plateau,Bicycle,1
AGR500234,EMEKA SULEIMAN,03616188081,Beans,4342.2,kg,44666.72 naira,193951831.584,Dawanau Market Kano,01 October 2024,  ,Open Air,Ibadan,TRUCK,Y
AGR500457,Ifeoma Adekunle,12552356178,Pepper,3179.2,KG,"₦9,118.22",,Dawanau Market Kano,2025/04/08,Standard,,Abuja,Motorcycle,TRUE
AGR500070,Ngozi Afolabi,+234416431670,Rice (Local),2652.19,Crates,9399.56 naira,24929419.04 naira,Ariaria Market Aba,2024-09-11,Standard,,Abuja,Bicycle,1
AGR500092,Grace Yusuf,+234622723626,Palm Oil,57.65,kg ,3350.42,"N193,152",Mile 12 Market Lagos,27 November 2024,Reject,Cold Room,Edo,Van,TRUE
AGR500409,Blessing Okonkwo,(432) 126-9428,Yam,3952.24,Crates,NIL,"₦17,088,062.95",Ariaria Market Aba,2025/04/11,Premium,COLD ROOM,Delta,Motorcycle,TRUE
AGR500147,  SADIQ OKEKE,11369572790,Beans,Unknown,Crates,?,"N117,804,417",Ariaria Market Aba,03.09.2024,Grade A,warehouse,Imo,truck,Yes
AGR500043,FUNMILAYO NNAMDI,(164) 175-8231,Groundnut,1698.71,KG,9889.17 naira,,Bodija Market Ibadan,13.01.2024,Standard,warehouse,Kano,TRUCK,yes
AGR500283,AMAKA OGUNDIMU,0343 697 0931,Palm Oil,769.68,KG,"₦35,839.63","NGN 27,585,046",Oyingbo Market Lagos,25-Jul-2024,Standard,Open Air,Edo,Van,yes
AGR500014,Emeka Ogundimu,(588) 863-6774,Beans,2680.87,bags,"4,180.84 ",11208288.53 naira,Ariaria Market Aba,14 September 2024,,COLD ROOM,Akwa Ibom,Truck,no
AGR500168,Chidi Yusuf,+234102676720,Pepper,  ,Bags,"₦62,623.82","NGN 41,341,741",Oyingbo Market Lagos,17-May-2025,nil,Open Air,Port Harcourt,Bicycle,1
AGR500279,Chidi Lawal,0967 331 1677,Sorghum,3098.15,kg,71343.15 naira,"221,031,780.17 ",Bodija Market Ibadan,08/10/2024,Grade A,,Anambra,Motorcycle,Yes
AGR500328,amara mohammed   ,+234100462776,Maize (Corn),1564.38,Bags,"₦78,615.35","₦122,984,281.23",Oyingbo Market Lagos,07/08/2024,Premium,Warehouse,Imo,Motorcycle,no
AGR500139,Aliyu Nnamdi   ,23513739900,Rice (Local),3348.72,KG,"₦56,094.76","₦187,845,644.71",Ariaria Market Aba,30/06/2024,Premium,Cold Room,Enugu,truck,No
AGR500333,  Sadiq Nwosu,89993607984,Sorghum,787.85,tonnes,36849.83 naira,29032138.565500002,Bodija Market Ibadan,04/10/2024,  ,,Imo,Van,TRUE
AGR500054,chinedu  lawal,0359 848 8402,Tomatoes,4911.27,crates,57221.16 naira,"N281,028,566",Dawanau Market Kano,00/00/0000,Grade A,,Kano,Van,FALSE
AGR500052,Chinedu Adeyemi,234-548-574-172,Rice (Local),2521.19,crates,"N28,039","N70,691,193",Mile 12 Market Lagos,09/12/2024,Premium,N/A,Rivers,Motorcycle,1
AGR500287,Grace Nnamdi,(121) 980-4184,Plantain,2680.38,Tonnes,30189.85 naira,80920270.143,Bodija Market Ibadan,03/26/2024,B,Warehouse,Abuja,Van,1
AGR500320,Adaeze Chukwu,+234102451091,Onions,2654.08,Tonnes,"₦33,416.85",88690993.248,Bodija Market Ibadan,13-Feb-2024,Grade A,Warehouse,Lagos State,Bicycle,Yes
AGR500315,Kemi Abubakar   ,0971 506 6626,Yam,3831.62,bags,84477.52 naira,NIL,Mile 12 Market Lagos,00/00/0000,Grade A,,Delta,Van,N
AGR500060,Chinedu Bello,77251295786,  ,2773.12,KG,"N12,142","N33,672,110",Oyingbo Market Lagos,2025/05/04,A,warehouse,Kano,Van,yes
AGR500066,Kemi Yusuf,(073) 607-7633,Onions,3832.65,kg ,31763.23,  ,Oyingbo Market Lagos,16/03/2025,A,,Delta,truck,Yes
AGR500079,Tunde Yusuf,+234311649133,Maize (Corn),4820.71,KG,28213.78 naira,"NGN 136,010,451",Mile 12 Market Lagos,08-Feb-2024,B,Warehouse,Delta,truck,Yes
AGR500200,Segun Okafor,0634 250 7330,Cassava,793.9,crates,"79,515.45 ",null,Bodija Market Ibadan,04/26/2025,Grade B,COLD ROOM,Kaduna,TRUCK,0
AGR500110,Wale Olawale,234-585-626-149,nil,1814.2,bags,7675.81,13925454.502,Oyingbo Market Lagos,2025/01/13,,Cold Room,Kano,TRUCK,No
AGR500173,Chidi Adekunle,34476504715,Maize (Corn),1316.52,KG,"₦54,280.67",71461587.67 naira,Mile 12 Market Lagos,not set,Reject,Warehouse,Oyo,truck,TRUE
AGR500146,Chioma Ajayi,28077113062,Tomatoes,4027.31,bags,"84,507.37 ","NGN 340,337,376",Dawanau Market Kano,21.01.2024,Grade A,N/A,LAGOS,truck,yes
AGR500222,Amara Nnamdi,00090040476,Groundnut,473.25,kg ,"N81,108","₦38,384,124.38",Bodija Market Ibadan,26-Jan-2024,,,Enugu,Truck,Y
AGR500194,  Zainab Nwosu,0000000000,Plantain,323.05,KG,"₦9,474.58","3,060,763.07 ",Mile 12 Market Lagos,17 March 2024,A,Open Air,Delta,truck,FALSE
AGR500235,blessing abubakar,0048 235 7155,Beans,2639.02,tonnes,"N14,905","₦39,334,513.93",Bodija Market Ibadan,08 March 2024,A,Cold Room,oyo,Truck,true
AGR500006,Blessing Eze,(305) 319-4979,Rice (Local),1767.09,Crates,"₦41,085.08",72601034.0172,Dawanau Market Kano,unknown date,Grade C,warehouse,Rivers,truck,Yes
AGR500458,Amara Adeyemi,+234703211920,Groundnut,-,KG,"₦34,897.07","₦161,637,295.74",Mile 12 Market Lagos,04-Oct-2024,grade a,,Delta,Truck,0
AGR500068,fatima yusuf,79556331857,Maize (Corn),2182.3,Tonnes,"NGN 10,976","N23,952,532",Dawanau Market Kano,26/12/2024,Reject,Warehouse,Imo,Motorcycle,true
AGR500055,Femi Eze,(557) 325-7375,Pepper,2247.69,Tonnes,5977.79,13436218.8051,Bodija Market Ibadan,05/11/2024,NULL,Cold Room,Akwa Ibom,Van,false
AGR500071,Bisi Yusuf,(502) 329-0282,Beans,4847.96,tonnes,54593.96,264669334.32 naira,Ariaria Market Aba,13.04.2025,GRADE B,Warehouse,Plateau,truck,Yes
AGR500373,Sadiq Okonkwo,(913) 443-8998,Palm Oil,4380.28,kg,44262.05 naira,,Ariaria Market Aba,09-Jul-2024,Reject,,Fct Abuja,Bicycle,no
AGR500438,Amara  Okafor,04899718428,Plantain,2447.62,tonnes,"NGN 7,000","₦17,132,336.48",Mile 12 Market Lagos,2024/01/01,Grade B,COLD ROOM,Rivers,Motorcycle,Yes
AGR500345,Adaeze Suleiman,(252) 883-7505,Yam,3399.25,bags,"32,724.59 ",,Dawanau Market Kano,N/A,?,Open Air,Edo,TRUCK,true
AGR500401,Blessing Ajayi,0056 708 6700,Plantain,1284.89,Tonnes,23837.36,30628385.4904,Mile 12 Market Lagos,24 August 2024,Grade B,COLD ROOM,Rivers,TRUCK,0
AGR500379,  Emeka Adeyemi,234-118-723-335,Sorghum,3144.06,bags,"33,306.95 ","₦104,719,049.22",Dawanau Market Kano,02/05/2024,-,warehouse,Oyo,TRUCK,No
AGR500005,Segun Okeke,0306 244 7951,  ,1619.85,KG,82796.14,--,Mile 12 Market Lagos,,A,warehouse,Edo,Van,0
AGR500232,Zainab Eze,+234619425577,Cassava,1443.34,KG,16423.37 naira,"₦23,704,506.86",Ariaria Market Aba,08-May-2025,Standard,,Cross River,Motorcycle,false
AGR500198,Bola Okafor,+234337970581,Cassava,913.94,Crates,"₦31,164.78","NGN 28,482,739",Bodija Market Ibadan,02/08/2024,A,N/A,Kaduna,TRUCK,no
AGR500048,Blessing  Chukwu,(606) 527-4033,Maize (Corn),1119.08,Bags,23666.94 naira,26485199.22 naira,Bodija Market Ibadan,04/11/2025,nil,Cold Room,Imo,Truck,no
AGR500305,Tobi Suleiman,50891776808,Rice (Local),1937.83,kg ,"NGN 80,999","NGN 156,961,440",Mile 12 Market Lagos,25.02.2024,B,Open Air,Lagos,Motorcycle,N
AGR500090,Ifeoma Yusuf,+234406468677,Yam,1274.86,crates,"₦84,878.82","₦108,208,612.47",Ariaria Market Aba,2024-11-20,Grade C,,ABUJA,Bicycle,1
AGR500207,Chinedu Yusuf,234-806-562-590,Pepper,737.06,bags,49697.13,"N36,629,767",Mile 12 Market Lagos,21 January 2025,grade a,N/A,Cross River,Van,Y
AGR500148,Adaeze Adekunle,83350902542,Groundnut,unknown,kg ,"NGN 27,107","₦112,588,353.90",Mile 12 Market Lagos,2024/09/05,Grade A,Cold Room,Imo,truck,TRUE
