order_id,CUST ID,First Name,last_name,date,product,category,region,price,qty,quantity,rating,gender,margin_pct,tags,age,SALES_AMT,DOB,Reg?,sales_amount,channel,payment_mode,unit_cost,profit
ORD-011619,CUST-8613,Adaeze,Bello,2024-09-29,Stapler,Stationery,Lagos,7400.0,2,2,3.4,Male,33.78,"promo,seasonal",19,14800.0,2005-03-19,No,14800.0,Wholesale,Mobile App,4900.0,5000.0
ORD-012737,CUST-5012,Kemi,Adeyemi,2024-02-14,Printer,Electronics,Lagos,140300.0,2,2,5.0,M,38.92,online_exclusive,49,280600.0,1975-07-01,No,280600.0,Wholesale,Cash,85700.0,109200.0
ORD-013715,CUST-9023,Kemi,Okoro,2024-04-25,Vitamins,Health,Ibadan,12000.0,1,1,1.0,Male,40.0,"new_customer,promo",38,12000.0,1986-03-02,No,12000.0,Wholesale,POS,7200.0,4800.0
ORD-010449,CUST-2985,Emeka,Okoro,2024-06-03,Standing Desk,Furniture,Enugu,117100.0,,10,5.0,M,36.72,"bulk_order,vip,loyalty",49,1171000.0,1975-03-12,Yes,1171000.0,B2B,POS,74100.0,430000.0
ORD-013383,CUST-5899,Fatima,Lawal,2024-06-05,Cooking Oil,Groceries,ibadan,33800.0,2,2,4.7,M,29.29,"promo,new_customer,vip",42,67600.0,1982-08-23,Yes,67600.0,Online,Cash,23900.0,19800.0
ORD-013368,CUST-2436,Musa,Obi,2024-06-11,Stapler,Stationery,Ibadan,7200.0,2,2,5.0,Female,27.78,"vip,bulk_order",43,14400.0,1981-03-22,No,14400.0,B2B,Cash,5200.0,4000.0
ORD-012900,CUST-6625,Ola,Okoro,2024-10-01,Phone,Electronics,Enugu,178500.0,2,2,4.4,Male,42.46,"vip,first_purchase",63,357000.0,1961-06-16,No,357000.0,Online,POS,102700.0,151600.0
ORD-011126,CUST-2120,Ngozi,Femi,2024-01-10,Printer,Electronics,Lagos,141300.0,20,20,4.0,Male,36.59,"first_purchase,online_exclusive,loyalty",42,2826000.0,1982-05-22,Yes,2826000.0,B2B,USSD,89600.0,1034000.0
ORD-014050,CUST-9579,Amina,Idris,2024-05-06,Sanitiser 5L,Health,Abuja,11400.0,2,2,4.9,F,41.23,"new_customer,promo,loyalty",46,22800.0,1978-12-28,Yes,22800.0,Online,Bank Transfer,6700.0,9400.0
ORD-013194,CUST-2176,Seun,Idris,2024-02-09,Sanitiser 5L,Health,Enugu,9300.0,1,1,4.0,M,40.86,"seasonal,new_customer",54,9300.0,1970-01-16,No,9300.0,In-Store,Mobile App,5500.0,3800.0
ORD-012323,CUST-9489,Musa,Femi,2024-08-15,Stapler,Stationery,Ibadan,5200.0,20,20,2.7,M,44.23,"online_exclusive,seasonal",23,104000.0,2001-07-16,No,104000.0,B2B,USSD,2900.0,46000.0
ORD-010429,CUST-2488,Hauwa,Okoro,2024-07-03,Cooking Oil,Groceries,Abuja,32000.0,3,3,4.2,M,34.38,first_purchase,65,96000.0,1959-10-12,No,96000.0,B2B,POS,21000.0,33000.0
ORD-010244,CUST-5284,Kemi,Adeyemi,2024-03-07,Pens 50pk,Stationery,Port Harcourt,4400.0,20,20,4.1,F,40.91,seasonal,48,88000.0,1976-11-10,Yes,88000.0,B2B,POS,2600.0,36000.0
ORD-011993,CUST-7886,Ola,Obi,2024-03-02,Sugar 25kg,Groceries,Port Harcourt,-20500.0,3,3,4.6,Female,28.29,"online_exclusive,bulk_order",18,61500.0,2006-10-08,No,61500.0,In-Store,Bank Transfer,14700.0,17400.0
ORD-014194,CUST-5911,Hauwa,Suleiman,2024-07-05,Bookshelf,Furniture,Enugu,60200.0,3,3,3.6,F,34.05,vip,56,180600.0,1968-12-26,No,180600.0,Wholesale,POS,39700.0,61500.0
ORD-010665,CUST-7320,Kemi,Femi,2024-12-16,Standing Desk,Furniture,Ibadan,169600.0,5,5,3.7,F,35.91,"new_customer,online_exclusive,first_purchase",49,848000.0,1975-03-25,Yes,848000.0,B2B,Bank Transfer,108700.0,304500.0
ORD-010814,CUST-7889,Yemi,Bello,2024-06-09,Laptop,Electronics,Port Harcourt,500500.0,2,2,,Female,33.17,seasonal,44,1001000.0,1980-10-05,Yes,1001000.0,Online,USSD,334500.0,332000.0
ORD-012945,CUST-1335,Hauwa,Nwosu,2024-10-14,Standing Desk,Furniture,Kano,114000.0,2,2,3.3,Female,38.6,"vip,online_exclusive,promo",21,228000.0,2003-09-22,No,228000.0,In-Store,Cash,70000.0,88000.0
ORD-011083,CUST-5467,Emeka,Adesanya,2024-11-25,Sugar 25kg,Groceries,Enugu,21200.0,2,2,5.0,Female,43.4,vip,50,42400.0,1974-04-18,Yes,42400.0,Wholesale,Mobile App,12000.0,18400.0
ORD-011665,CUST-4160,Fatima,Suleiman,2024-02-05,Phone,Electronics,Kano,153400.0,2,2,,Male,31.36,"online_exclusive,seasonal",50,306800.0,1974-11-23,No,306800.0,Online,Mobile App,105300.0,96200.0
ORD-010009,CUST-8612,Seun,Adeyemi,2024-06-08,Vitamins,Health,Ibadan,15400.0,5,5,,M,38.96,vip,61,77000.0,1963-09-14,Yes,77000.0,Online,Mobile App,9400.0,30000.0
ORD-010960,CUST-4272,Kemi,Ibrahim,2024-05-04,Face Cream,Health,Lagos,12600.0,5,5,4.2,M,31.75,promo,25,63000.0,1999-05-25,No,63000.0,Wholesale,POS,8600.0,20000.0
ORD-012803,CUST-2061,Ngozi,Bello,2024-09-08,Sugar 25kg,Groceries,Enugu,17600.0,1,1,5.0,M,29.55,"first_purchase,bulk_order",43,17600.0,1981-04-04,No,17600.0,Online,USSD,12400.0,5200.0
ORD-012514,CUST-1627,Emeka,Adesanya,2024-05-06,Cooking Oil,Groceries,Enugu,26400.0,3,3,4.2,Female,40.15,online_exclusive,43,79200.0,1981-03-17,No,79200.0,Wholesale,POS,15800.0,31800.0
ORD-013721,CUST-8528,Musa,Lawal,2024-10-16,Laptop,Electronics,Lagos,453200.0,5,5,5.0,M,28.88,"bulk_order,first_purchase",61,2266000.0,1963-09-01,Yes,2266000.0,B2B,POS,322300.0,654500.0
ORD-010318,CUST-9306,Yemi,Adewale,2024-04-08,Standing Desk,Furniture,Kano,142800.0,1,1,,Female,29.9,"new_customer,first_purchase,vip",26,142800.0,1998-05-24,Yes,142800.0,B2B,,100100.0,42700.0
ORD-013512,CUST-4367,Chidi,Adewale,2024-09-29,Phone,Electronics,Ibadan,139300.0,10,10,3.8,F,43.79,"new_customer,promo,seasonal",43,1393000.0,1981-07-12,No,1393000.0,In-Store,POS,78300.0,610000.0
ORD-013053,CUST-4047,Kemi,Adewale,2024-06-08,Cooking Oil,Groceries,Kano,29500.0,2,2,1.2,M,32.2,"new_customer,loyalty,online_exclusive",65,59000.0,1959-04-01,Yes,59000.0,B2B,Bank Transfer,20000.0,19000.0
ORD-012946,CUST-9827,Amina,Obi,2024-07-29,Face Cream,Health,Kano,9400.0,3,3,4.2,Male,38.3,promo,60,28200.0,1964-02-10,Yes,28200.0,Online,USSD,5800.0,10800.0
ORD-013752,CUST-5279,Ngozi,Obi,2024-07-06,Pens 50pk,Stationery,Port Harcourt,4400.0,2,2,4.3,F,43.18,new_customer,33,8800.0,1991-11-20,Yes,8800.0,Online,Mobile App,2500.0,3800.0
ORD-010583,CUST-7230,Hauwa,Ibrahim,2024-07-17,Sugar 25kg,Groceries,Ibadan,17900.0,3,3,3.7,M,34.08,"bulk_order,seasonal,vip",32,53700.0,1992-09-12,No,53700.0,Online,POS,11800.0,18300.0
ORD-014002,CUST-4407,Amina,Okonkwo,2024-03-01,Face Cream,Health,Lagos,13500.0,1,1,4.0,Female,34.07,"vip,promo,bulk_order",37,13500.0,1987-03-27,No,13500.0,Wholesale,USSD,8900.0,4600.0
ORD-012688,CUST-5851,Fatima,Suleiman,2024-11-09,Bookshelf,Furniture,Abuja,67200.0,3,3,2.3,F,43.45,"loyalty,promo",46,201600.0,1978-06-14,No,201600.0,Wholesale,Bank Transfer,38000.0,87600.0
ORD-011221,CUST-2198,Kemi,Adesanya,2024-01-01,Notebook A4,Stationery,Enugu,3300.0,1,1,4.7,F,36.36,new_customer,30,3300.0,1994-07-04,No,3300.0,Online,POS,2100.0,1200.0
ORD-014042,CUST-2756,Umar,Adesanya,2024-08-28,Face Cream,Health,Enugu,16100.0,1,1,5.0,M,27.95,"promo,loyalty,new_customer",63,16100.0,1961-01-20,Yes,16100.0,Wholesale,Mobile App,11600.0,4500.0
ORD-013733,CUST-2594,Chidi,Okoro,2024-11-24,Cooking Oil,Groceries,Ibadan,33500.0,3,3,4.7,Female,32.84,new_customer,54,100500.0,1970-11-02,No,100500.0,Online,USSD,22500.0,33000.0
ORD-010113,CUST-6288,Musa,Nwosu,2024-03-31,Bookshelf,Furniture,Kano,59900.0,2,2,5.0,M,33.22,"online_exclusive,bulk_order,new_customer",50,119800.0,1974-10-17,No,119800.0,Wholesale,Bank Transfer,40000.0,39800.0
ORD-011454,CUST-7540,Kemi,Obi,2024-12-05,Tablet,Electronics,Kano,138700.0,1,1,5.0,F,34.32,"first_purchase,seasonal,vip",51,138700.0,1973-12-25,Yes,138700.0,B2B,Bank Transfer,91100.0,47600.0
ORD-013381,CUST-9258,Musa,Obi,2024-08-22,Standing Desk,Furniture,Lagos,190700.0,10,10,4.1,Female,39.33,"loyalty,new_customer",20,1907000.0,2004-11-15,Yes,1907000.0,Wholesale,USSD,115700.0,750000.0
ORD-010930,CUST-7717,Musa,Okonkwo,2024-11-11,Bookshelf,Furniture,Lagos,46400.0,3,3,3.1,F,42.03,bulk_order,40,139200.0,1984-08-04,Yes,139200.0,B2B,Cash,26900.0,58500.0
ORD-013074,CUST-4935,Bisi,Bello,2024-09-29,Rice 50kg,Groceries,Kano,42400.0,,1,3.2,M,39.86,loyalty,57,42400.0,1967-08-05,Yes,42400.0,Wholesale,Bank Transfer,25500.0,16900.0
ORD-012278,CUST-8171,Amina,Lawal,2024-08-26,Vitamins,Health,Ibadan,,1,1,2.8,M,42.65,"first_purchase,online_exclusive,vip",41,13600.0,1983-12-11,No,13600.0,B2B,USSD,7800.0,5800.0
ORD-011231,CUST-7930,Bisi,Lawal,2024-07-12,Sugar 25kg,Groceries,Ibadan,18300.0,20,20,4.3,F,44.26,new_customer,64,366000.0,1960-12-04,Yes,366000.0,In-Store,POS,10200.0,162000.0
ORD-010463,CUST-5404,Taiwo,Nwosu,2024-02-03,Laptop,Electronics,Lagos,417900.0,5,5,5.0,F,30.87,"loyalty,first_purchase",44,2089500.0,1980-05-08,No,2089500.0,B2B,Bank Transfer,288900.0,645000.0
ORD-010593,CUST-5071,Umar,Okonkwo,2024-10-10,Sanitiser 5L,Health,Ibadan,8100.0,3,3,4.6,F,43.21,"bulk_order,online_exclusive,promo",39,24300.0,1985-10-06,Yes,24300.0,B2B,USSD,4600.0,10500.0
ORD-010222,CUST-9247,Musa,Ibrahim,2024-10-06,Face Cream,Health,Abuja,8900.0,2,2,4.1,Male,41.57,new_customer,45,17800.0,1979-10-06,Yes,17800.0,In-Store,Cash,5200.0,7400.0
ORD-012060,CUST-2619,Ngozi,Adesanya,2024-08-29,Notebook A4,Stationery,Abuja,4400.0,1,1,3.1,Female,36.36,new_customer,53,4400.0,1971-07-11,Yes,4400.0,Online,Bank Transfer,2800.0,1600.0
ORD-012332,CUST-2152,Bisi,Eze,2024-01-01,Phone,Electronics,Ibadan,,2,2,,Male,33.03,bulk_order,41,200400.0,1983-01-06,No,200400.0,Wholesale,Mobile App,67100.0,66200.0
ORD-011733,CUST-9358,Musa,Ibrahim,2024-06-27,Tablet,Electronics,Ibadan,177800.0,5,5,2.9,Female,37.96,"loyalty,seasonal",35,889000.0,1989-08-07,No,889000.0,Wholesale,USSD,110300.0,337500.0
ORD-011754,CUST-3914,Fatima,Obi,2024-03-28,Sanitiser 5L,Health,Ibadan,,5,5,3.8,M,31.58,"seasonal,vip,first_purchase",44,57000.0,1980-09-28,Yes,57000.0,In-Store,Bank Transfer,7800.0,18000.0
ORD-011380,CUST-5862,Umar,Okonkwo,2024-11-30,Tablet,Electronics,PORT HARCOURT,164000.0,2,2,4.2,F,31.04,"new_customer,online_exclusive,bulk_order",55,328000.0,1969-11-28,Yes,328000.0,Online,Bank Transfer,113100.0,101800.0
ORD-012159,CUST-1997,Emeka,Suleiman,2024-06-28,Stapler,Stationery,Abuja,5000.0,,5,3.9,Female,44.0,"first_purchase,online_exclusive",62,25000.0,1962-10-09,Yes,25000.0,B2B,Bank Transfer,2800.0,11000.0
ORD-011938,CUST-1286,Tunde,Adeyemi,2024-10-25,Face Cream,Health,Enugu,13800.0,5,5,4.2,Female,42.03,"first_purchase,new_customer",20,69000.0,2004-09-28,Yes,69000.0,Online,Cash,8000.0,29000.0
ORD-013508,CUST-4822,Amina,Femi,2024-06-09,Sanitiser 5L,Health,ABUJA,10900.0,5,5,5.0,M,43.12,seasonal,49,54500.0,1975-07-23,Yes,54500.0,In-Store,Mobile App,6200.0,23500.0
ORD-010151,CUST-5511,Ngozi,Hassan,2024-03-08,Standing Desk,Furniture,Enugu,154600.0,0,0,1.0,M,41.85,loyalty,23,154600.0,2001-03-13,No,154600.0,In-Store,USSD,89900.0,64700.0
ORD-011236,CUST-3452,Emeka,Idris,2024-03-21,Printer,Electronics,Lagos,130300.0,1,1,0,F,29.16,"first_purchase,online_exclusive",21,130300.0,2003-08-23,Yes,130300.0,In-Store,USSD,92300.0,38000.0
ORD-010823,CUST-1333,Umar,Bello,2024-02-16,Notebook A4,Stationery,Kano,4100.0,10,10,3.6,Male,39.02,"new_customer,bulk_order,first_purchase",63,41000.0,1961-01-15,No,41000.0,In-Store,POS,2500.0,16000.0
ORD-011849,CUST-3073,Chidi,Bello,2024-01-13,Vitamins,Health,Ibadan,11400.0,5,5,4.8,F,33.33,loyalty,20,57000.0,2004-03-09,Yes,57000.0,B2B,Bank Transfer,7600.0,19000.0
ORD-012651,CUST-2676,Kemi,Adewale,2024-07-26,Office Chair,Furniture,Port Harcourt,73600.0,1,1,2.2,,35.46,"bulk_order,new_customer,first_purchase",52,73600.0,1972-01-17,No,73600.0,Wholesale,Bank Transfer,47500.0,26100.0
ORD-011469,CUST-2751,Adaeze,Okonkwo,2024-12-24,Headset,Electronics,Enugu,30500.0,10,10,3.4,Female,41.64,seasonal,41,305000.0,1983-02-24,Yes,305000.0,Wholesale,Bank Transfer,17800.0,127000.0
ORD-014202,CUST-7886,Emeka,Bello,2024-04-23,Phone,Electronics,Port Harcourt,,,,3.9,Male,37.64,loyalty,41,221600.0,1983-11-06,No,221600.0,In-Store,Cash,69100.0,83400.0
ORD-013452,CUST-8187,Ola,Eze,2024-12-23,Notebook A4,Stationery,Lagos,3000.0,20,20,3.3,M,36.67,seasonal,25,60000.0,1999-07-28,No,60000.0,Wholesale,Mobile App,1900.0,22000.0
ORD-010742,CUST-9707,Amina,Okoro,2024-03-07,Sugar 25kg,Groceries,Enugu,20600.0,1,1,4.8,F,43.69,online_exclusive,46,20600.0,1978-09-21,Yes,20600.0,In-Store,POS,11600.0,9000.0
ORD-011278,CUST-8550,Tunde,Bello,2024-11-02,Stapler,Stationery,Kano,6300.0,1,1,3.6,Male,30.16,promo,18,6300.0,2006-02-09,Yes,6300.0,Wholesale,Bank Transfer,4400.0,1900.0
ORD-012073,CUST-8488,Musa,Adewale,2024-03-02,Notebook A4,Stationery,Enugu,3000.0,3,3,3.9,Female,26.67,online_exclusive,19,9000.0,2005-10-28,Yes,9000.0,In-Store,POS,2200.0,2400.0
ORD-011524,CUST-9873,Yemi,Adeyemi,2024-07-29,Tablet,Electronics,Enugu,,10,10,4.2,Female,41.9,"first_purchase,loyalty",35,2105000.0,1989-04-07,Yes,2105000.0,B2B,Cash,122300.0,882000.0
ORD-014052,CUST-2521,Bisi,Hassan,2024-04-17,Rice 50kg,Groceries,Abuja,46200.0,20,20,3.8,F,28.79,"new_customer,seasonal",51,924000.0,1973-09-15,No,924000.0,Wholesale,POS,32900.0,266000.0
ORD-010596,CUST-7275,Chidi,Nwosu,2024-01-27,Phone,Electronics,Port Harcourt,104600.0,2,2,2.8,Female,31.55,"new_customer,bulk_order,seasonal",43,209200.0,1981-03-23,No,209200.0,In-Store,Mobile App,71600.0,66000.0
ORD-010474,CUST-2098,Ola,Femi,2024-05-16,Printer,Electronics,Kano,122200.0,1,1,,F,32.82,"seasonal,online_exclusive,promo",64,122200.0,1960-03-06,Yes,122200.0,Online,Cash,82100.0,40100.0
ORD-012711,CUST-5616,Adaeze,Eze,2024-04-27,Bookshelf,Furniture,Enugu,42700.0,3,3,4.9,,40.98,"promo,vip",41,128100.0,1983-01-03,Yes,128100.0,Wholesale,Mobile App,25200.0,52500.0
ORD-010101,CUST-3161,Seun,Obi,2024-06-09,Printer,Electronics,Enugu,131000.0,0,0,2.7,Male,41.15,loyalty,48,131000.0,1976-12-05,Yes,131000.0,Wholesale,Cash,77100.0,53900.0
ORD-010273,CUST-9853,Ola,Lawal,2024-06-14,Phone,Electronics,Port Harcourt,160900.0,1,1,5.0,Female,41.02,"new_customer,seasonal",35,160900.0,1989-04-24,No,160900.0,Wholesale,Mobile App,94900.0,66000.0
ORD-010759,CUST-7479,Yemi,Nwosu,2024-07-25,Phone,Electronics,Kano,158500.0,2,2,4.3,Male,34.7,"promo,seasonal",46,317000.0,1978-02-02,No,317000.0,Wholesale,Bank Transfer,103500.0,110000.0
ORD-012640,CUST-8431,Adaeze,Bello,2024-11-28,Stapler,Stationery,Port Harcourt,5700.0,1,1,3.1,M,40.35,online_exclusive,30,5700.0,1994-06-11,Yes,5700.0,In-Store,POS,3400.0,2300.0
ORD-012445,CUST-1186,Bisi,Adeyemi,2024-03-14,Headset,Electronics,Enugu,29300.0,2,2,3.9,M,37.54,seasonal,23,58600.0,2001-09-14,No,58600.0,Online,Mobile App,18300.0,22000.0
ORD-012523,CUST-9038,Yemi,Femi,2024-10-08,Standing Desk,Furniture,Lagos,158100.0,1,1,4.8,M,44.4,"loyalty,online_exclusive",26,158100.0,1998-02-18,No,158100.0,Online,Mobile App,87900.0,70200.0
ORD-012034,CUST-8091,Taiwo,Idris,2024-08-05,Standing Desk,Furniture,Enugu,122000.0,5,5,4.9,F,32.95,first_purchase,27,610000.0,1997-03-28,Yes,610000.0,Online,Bank Transfer,81800.0,201000.0
ORD-011958,CUST-6369,Bisi,Adewale,2024-03-03,Rice 50kg,Groceries,Ibadan,46700.0,3,3,1.0,F,31.69,"loyalty,bulk_order",41,140100.0,1983-09-16,No,140100.0,Wholesale,Bank Transfer,31900.0,44400.0
ORD-010818,CUST-3300,Tunde,Adesanya,2024-06-04,Printer,Electronics,Port Harcourt,142500.0,0,0,4.9,Male,33.05,loyalty,49,142500.0,1975-03-01,Yes,142500.0,Online,USSD,95400.0,47100.0
ORD-012759,CUST-9054,Fatima,Ibrahim,2024-05-18,Face Cream,Health,Enugu,13600.0,2,2,5.0,F,41.18,loyalty,61,27200.0,1963-05-07,Yes,27200.0,B2B,Mobile App,8000.0,11200.0
ORD-011929,CUST-5817,Yemi,Okoro,2024-12-25,Cooking Oil,Groceries,Lagos,24800.0,3,3,4.7,F,39.11,"first_purchase,seasonal,loyalty",60,74400.0,1964-08-27,Yes,74400.0,Online,POS,15100.0,29100.0
ORD-012903,CUST-3235,Kemi,Hassan,2024-08-02,Face Cream,Health,Port Harcourt,9100.0,1,1,,Male,35.16,"first_purchase,bulk_order",62,9100.0,1962-11-25,No,9100.0,Wholesale,Cash,5900.0,3200.0
ORD-010260,CUST-4006,Adaeze,Eze,2024-06-01,Vitamins,Health,Kano,12100.0,3,3,4.4,M,32.23,loyalty,39,36300.0,1985-02-05,No,36300.0,In-Store,Cash,8200.0,11700.0
ORD-011992,CUST-2153,Kemi,Adeyemi,2024-08-01,Laptop,Electronics,Lagos,480800.0,20,20,4.0,Female,31.32,"loyalty,seasonal,bulk_order",28,9616000.0,1996-06-28,No,9616000.0,Online,USSD,330200.0,3012000.0
ORD-010600,CUST-7437,Amina,Femi,2024-03-22,Headset,Electronics,Ibadan,26900.0,2,2,2.6,F,37.55,"loyalty,online_exclusive,seasonal",43,53800.0,1981-01-06,Yes,53800.0,Online,Bank Transfer,16800.0,20200.0
ORD-011068,CUST-1224,Amina,Adewale,2024-11-02,Cooking Oil,Groceries,Port Harcourt,34400.0,1,1,4.3,Male,40.99,"vip,seasonal",19,34400.0,2005-02-09,No,34400.0,Online,Bank Transfer,20300.0,14100.0
ORD-010206,CUST-5951,Ngozi,Bello,2024-03-22,Headset,Electronics,Ibadan,28800.0,2,2,4.7,F,31.25,bulk_order,55,57600.0,1969-09-04,Yes,57600.0,Wholesale,Bank Transfer,19800.0,18000.0
ORD-012753,CUST-2363,Fatima,Okonkwo,2024-06-25,Office Chair,Furniture,Lagos,81600.0,1,1,5.0,M,33.95,vip,42,81600.0,1982-12-28,No,81600.0,Online,USSD,53900.0,27700.0
ORD-014182,CUST-7570,Ngozi,Adewale,2024-10-06,Cooking Oil,Groceries,Ibadan,34700.0,5,5,4.9,M,32.28,"loyalty,online_exclusive,first_purchase",50,173500.0,1974-11-15,No,173500.0,Wholesale,Cash,23500.0,56000.0
ORD-011559,CUST-3052,Fatima,Okoro,2024-01-29,Face Cream,Health,Ibadan,15600.0,1,1,3.8,M,32.05,"first_purchase,promo,bulk_order",21,15600.0,2003-12-21,No,15600.0,B2B,POS,10600.0,5000.0
ORD-010445,CUST-1014,Hauwa,Obi,2024-07-16,Sanitiser 5L,Health,Kano,,10,10,4.7,Female,34.33,promo,62,67000.0,1962-10-24,Yes,67000.0,Wholesale,USSD,4400.0,23000.0
ORD-013007,CUST-8845,Musa,Ibrahim,2024-10-17,Office Chair,Furniture,Kano,130100.0,10,10,5.0,Female,38.59,"first_purchase,promo,vip",60,1301000.0,1964-02-14,No,1301000.0,B2B,USSD,79900.0,502000.0
ORD-011156,CUST-3152,Bisi,Eze,2024-03-06,Office Chair,Furniture,Enugu,111700.0,20,20,3.9,F,40.29,bulk_order,34,2234000.0,1990-07-12,No,2234000.0,Online,Bank Transfer,66700.0,900000.0
ORD-010934,CUST-1380,Bisi,Okonkwo,2024-08-18,Phone,Electronics,Lagos,144500.0,,1,4.3,F,41.94,"bulk_order,promo,vip",30,144500.0,1994-10-25,Yes,144500.0,Wholesale,POS,83900.0,60600.0
ORD-012825,CUST-3964,Ngozi,Okonkwo,2024-02-04,Cooking Oil,Groceries,Kano,31800.0,2,2,4.9,Male,35.85,"seasonal,new_customer,promo",30,63600.0,1994-04-16,Yes,63600.0,In-Store,Bank Transfer,20400.0,22800.0
ORD-013905,CUST-4052,Ngozi,Eze,2024-09-05,Stapler,Stationery,Abuja,,10,10,4.9,Female,28.81,"bulk_order,online_exclusive,promo",63,59000.0,1961-07-19,No,59000.0,Wholesale,Bank Transfer,4200.0,17000.0
ORD-012713,CUST-2598,Kemi,Eze,2024-08-13,Sanitiser 5L,Health,Kano,11400.0,1,1,2.9,Female,30.7,online_exclusive,32,11400.0,1992-03-05,No,11400.0,B2B,Bank Transfer,7900.0,3500.0
ORD-011384,CUST-9152,Amina,Ibrahim,2024-03-12,Cooking Oil,Groceries,Port Harcourt,35500.0,1,1,4.1,M,33.24,"first_purchase,vip,promo",58,35500.0,1966-12-25,No,35500.0,In-Store,Bank Transfer,23700.0,11800.0
ORD-013829,CUST-6091,Amina,Femi,2024-11-27,Headset,Electronics,Abuja,22000.0,0,0,3.3,F,45.0,"vip,promo,loyalty",47,22000.0,1977-10-03,Yes,22000.0,In-Store,USSD,12100.0,9900.0
ORD-011892,CUST-6849,Tunde,Lawal,2024-09-20,Laptop,Electronics,Kano,412600.0,10,10,4.2,F,31.02,"vip,new_customer",55,4126000.0,1969-05-12,No,4126000.0,In-Store,Cash,284600.0,1280000.0
ORD-010626,CUST-7841,Adaeze,Adewale,2024-02-24,Sugar 25kg,Groceries,Ibadan,22100.0,2,2,2.8,Female,30.77,"promo,online_exclusive,vip",62,44200.0,1962-09-07,Yes,44200.0,Wholesale,Mobile App,15300.0,13600.0
ORD-013719,CUST-1588,Kemi,Adeyemi,2024-11-21,Standing Desk,Furniture,Enugu,128300.0,3,3,5.0,Female,37.8,"seasonal,new_customer,promo",20,384900.0,2004-08-07,No,384900.0,Wholesale,USSD,79800.0,145500.0
ORD-010476,CUST-3189,Adaeze,Adewale,2024-01-09,Headset,Electronics,Lagos,28400.0,2,2,4.3,F,40.14,"first_purchase,promo",65,56800.0,1959-10-02,No,56800.0,Online,Bank Transfer,17000.0,22800.0
ORD-013086,CUST-5675,Kemi,Lawal,2024-10-28,Stapler,Stationery,UNKNOWN,6600.0,1,1,2.7,Male,28.79,"promo,seasonal,bulk_order",38,6600.0,1986-04-03,Yes,6600.0,B2B,Cash,4700.0,1900.0
ORD-013932,CUST-1930,Amina,Adesanya,2024-03-31,Notebook A4,Stationery,Port Harcourt,3000.0,2,2,3.2,F,36.67,"first_purchase,seasonal,vip",35,6000.0,1989-04-26,Yes,6000.0,B2B,USSD,1900.0,2200.0
ORD-014176,CUST-2205,Adaeze,Okoro,2024-03-30,Stapler,Stationery,Kano,,1,1,4.9,,35.14,"bulk_order,online_exclusive,promo",50,7400.0,1974-09-22,No,7400.0,In-Store,Bank Transfer,4800.0,2600.0
ORD-012302,CUST-9281,Taiwo,Hassan,2024-12-29,Office Chair,Furniture,Enugu,118800.0,1,1,3.6,Male,34.18,bulk_order,37,118800.0,1987-01-04,No,118800.0,Online,,78200.0,40600.0
ORD-011165,CUST-7145,Yemi,Obi,2024-12-02,Phone,Electronics,Port Harcourt,97900.0,2,2,4.8,Female,29.01,"seasonal,vip",42,195800.0,1982-07-19,No,195800.0,In-Store,Mobile App,69500.0,56800.0
ORD-013763,CUST-7841,Yemi,Adesanya,2024-11-29,Vitamins,Health,Kano,12300.0,5,5,4.3,,43.9,loyalty,57,61500.0,1967-07-16,Yes,61500.0,Wholesale,Cash,6900.0,27000.0
ORD-011799,CUST-4795,Tunde,Obi,2024-10-31,Sanitiser 5L,Health,Port Harcourt,8400.0,20,20,4.0,M,33.33,"promo,bulk_order",51,168000.0,1973-04-19,No,168000.0,In-Store,USSD,5600.0,56000.0
ORD-010840,CUST-4418,Adaeze,Lawal,2024-07-24,Laptop,Electronics,Enugu,479800.0,2,2,3.0,M,30.8,"promo,first_purchase,loyalty",36,959600.0,1988-03-25,No,959600.0,In-Store,Mobile App,332000.0,295600.0
ORD-011000,CUST-2492,Musa,Nwosu,2024-06-01,Bookshelf,Furniture,Kano,45000.0,3,3,5.0,M,28.22,vip,18,135000.0,2006-09-16,No,135000.0,B2B,Bank Transfer,32300.0,38100.0
ORD-011852,CUST-1674,Chidi,Femi,2024-09-02,Headset,Electronics,Lagos,33900.0,1,1,4.1,M,28.91,"bulk_order,first_purchase,online_exclusive",40,33900.0,1984-03-23,No,33900.0,Online,POS,24100.0,9800.0
ORD-011285,CUST-4066,Fatima,Hassan,2024-03-23,Headset,Electronics,Ibadan,30100.0,10,10,4.6,,39.87,"seasonal,first_purchase",62,301000.0,1962-10-03,Yes,301000.0,In-Store,POS,18100.0,120000.0
ORD-014177,CUST-1066,Bisi,Suleiman,2024-01-05,Office Chair,Furniture,Enugu,111400.0,2,2,4.9,M,33.21,"loyalty,seasonal,first_purchase",42,222800.0,1982-10-23,Yes,222800.0,Online,Mobile App,74400.0,74000.0
ORD-013339,CUST-1631,Amina,Suleiman,2024-12-14,Office Chair,Furniture,Ibadan,87200.0,10,10,3.6,Male,32.8,"promo,vip",20,872000.0,2004-06-05,No,872000.0,B2B,POS,58600.0,286000.0
ORD-010559,CUST-5369,Amina,Ibrahim,2024-05-31,Printer,Electronics,Lagos,141300.0,2,2,2.9,Female,37.08,"online_exclusive,loyalty",30,282600.0,1994-11-21,Yes,282600.0,Wholesale,USSD,88900.0,104800.0
